,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X600176.SH,X600010.SH,X600011.SH,X000786.SZ,X601898.SH,X600111.SH,X601600.SH,X600886.SH,X000301.SZ,X600188.SH,X002466.SZ,X600426.SH,X601991.SH,X600352.SH,X600803.SH,X600801.SH,X600795.SH,X000932.SZ,X600219.SH,X002080.SZ,X000027.SZ,X600489.SH,X600688.SH,X600516.SH,X600486.SH,X600299.SH,X000807.SZ,X000898.SZ,X600027.SH,X002353.SZ,X000723.SZ,X601168.SH,X600315.SH,X600157.SH,X601992.SH,X000883.SZ,X000630.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.264965375292531,0,0,0,0.0372966559244446,0,0,0,-0.00219374700182988,0,0.0122396459474726,0,0.017703223367775,0,0,0,0,0,0,0.0133424416608002,0,0,0.00986549783094008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022266141080398,0,0,0.0381740575600162,0,0.0463299877011297,0,0,0,0,0,0,0,-0.00175858801749545,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0330711144243475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378006144239456,0.0729582253667746,-0.0606999336513019,0,0,0,0,0,0.0562115391450758,0,-0.000522008967318955,0,0,0,0,0,0.0879907568342987,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220954956655421,0,0,0,0,0.0243631376523377,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,-0.0153303285050542,0,0.110908121893673,0,-0.0484885888917453,0.158997638623933,0,0,0.00471288536153138,0,0,0.0470523793161565,0.193102280477501,0.0579987400023887,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0236554804032234,0,0.0836148776626384,0,0,0,0,0.0205441742438401,0,0,0,0,0,0,0.058339633620213,0.00984372940507324,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.309769613188808,0,0,0,0.0942773442164055,0,0,0,0,0,0,0,0,0.174676100323165,-0.0109217562823569,0.0537339962663885,0.0347751592912144,0,0,0,0,0,0,0,0,-0.0496930496065382,0,0,0,0.0578476900340748,0,0,0,0,0,0,0,0.248663360555871,0,0,0,0,0,0,0,-0.0150133194883751,0,0,0,0.143328911324279,0,0
X600585.SH,0,0,0,0,0,0,1.73472347597681e-18,0.0254369949947901,0,0,0,0,0,-0.0119428948488816,0,0,0,0,0,0,0,0.0961916248457324,0,0,0,0,0,0.204889414556178,0,0.0515220646641565,0,0,0,-0.0374710178586092,0,0.00063594561026034,0,0,0,0,0,0,0,0.0305583296434216,0.0656836579457939,0,0,0,0,0,-0.0383765080197908,-0.015242778021237,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.0625631908872788,0,0,0,-0.0376291694099243,0,0,0,0,0,0,0,-0.0126723131330851,0.145161437407173,0.103779148532816,0,0,0.184447307058571,0,0.0563712842175352,0,0,0,0,0,0,0.366228318828883,0,0,0,0,0,0.0356518019921674,0,0,0,0.078255277628364,0,0,0,-0.0878710814418315,0.0840946590189532,0,0,0,0,0.295609941948969,-0.0632345150664076,-0.0303966938235664,0,0,0,0,-0.0918246870399925,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158902400459167,0,-0.778443965984794,0,0.192325679854318,0,0,0,0.0416624971727095,0,0,0,-0.357330630937122,0,0,0,0,-0.0329192113025199,0,0,0,0,0,0.25289893478567,0.201656035458044,-0.162559740099511,0,0,0.217758475705722,0,0.171614221037279,0,0,0,0,0,0,0,0.0224202989588105,-0.0701030048302698,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.12624846051075,0,0,0,0.496569524580482,0,0,0.127360392034046,0,0,0,0,0.12339145469566,0,0.0404095146178277,0,0,0,0.055615043129558,-0.0355021187030503,0,0,0,0,0,0,0,0,0.0859824235908693,0,0,0,0,0,0.146017869362259,0.446464356196804,0,0,0,0,0,-0.0516859566447244,0,0,0.0294384960628266,0,0,0,0,0,0
X600660.SH,0,-0.0721835394460837,0,0,0,0,0,0.22712384500026,0,0,0,0.0557445863945997,0,0,0,0,-0.03350443749121,-0.0589734158295334,0,0,0.0852324948779188,0,4.33680868994202e-19,0,0.0796478656007317,0,0.188109917548729,0,0,0,0,0.0313743056772384,0,-0.281092860366482,0,0,0.120646825242841,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.0374083749626459,0,-0.0210706314384999,-2.16840434497101e-19,0,0,0,0,0,0
X002271.SZ,0,0,0,0.108251032652998,0,-0.347616644202969,0,0.0184213793595585,0.163667126492994,0,0,0,0.108224770627166,0,0,0,0,0,0,0,0,0,0,0.115710111555472,0,0.00283208076272651,0,0,0,0,0,0,0,-0.0998356328045344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300964145842075,0,0,-0.0259111634757499,0,0,0,0,-0.0539249888597465,0,0
