,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X600547.SH,X002271.SZ,X601600.SH,X000877.SZ,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X601699.SH,X601991.SH,X600803.SH,X000983.SZ,X600027.SH,X600995.SH,X000786.SZ,X000629.SZ,X600096.SH,X600160.SH,X000408.SZ,X000723.SZ,X600219.SH,X000807.SZ,X002080.SZ,X600489.SH,X000933.SZ,X600348.SH,X600378.SH,X600141.SH,X600157.SH,X600688.SH,X000630.SZ,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.546524692034058,0,0,0,0,0,0,0.0437445452247246,0.236247030535738,0,0,0,0,0,0,0,0,0.0214593399322186,0,0,0,0,0,0,0,0,0,0.0934139336778823,-0.0292109083781347,-0.0159872549690439,0,0,0,0,0,0,0,0,0,0.0474979765632054,0,0,0,0,0,0,0.0922306732746329,0,0,-0.0102830753190434,-0.0289426463516532,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.397414553423939,0,0,0.0249849953218378,0,0,0,0.00602432478553604,0,0,0,0,-0.00365883266804541,0,0.0152320391794488,0,0,0,0,0,0,0.0957616808728837,0.0448743906942411,0.0236563799880229,0.154551741483219,0,0,0,0,0,0,0.0354716937831689,0,0,0,0,0,0,0,0,0,0,0,0,0.0251990077048255,-0.0570340846815135,0,0.00424594759332385,0,0,0,0,0,0,0
X600028.SH,0.706418222940723,0,0,0,0.0057946341627522,0,0,0,0,0,0,0,0,0,0,0,0.00780184066380207,0,0.0220869259701047,0,0,0,0.0080113730377758,0,0,0,0,0.00698866781486972,0,0,0,-0.020674784322376,0,0,-0.0112644063399677,0,0,0,0,0,0,0,0,0,0,0,0,-0.0796430357371384,0,0.0310228086457349,0,0.00363763620112464,0,0.0392275575265863,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121258912776481,0,0,0,0,0,0,0.224340585136497,0,0,0.0374961079740619,0,0.0479512666366766,0,0.227469282824633,0,0.228641923622263,-0.0800237115426659,0,0,0,0,0,0.0789201657694306,0,0.0361224238340843,0,-0.291106007384897,0,0,0,0,0,0,0,0,-0.0138190159194265,0,0,0,0,0,0
X600188.SH,0,0.73240070876165,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0160652526778586,0,0,0.124272387891913,0,-0.0809926401057951,0,0,0,0,0,0,0,0.027577686586625,0,0.0428755699884841,0.0131092710486219,0,0,0,0.0153730306042532,0,0,-0.0484121075323966,0,0,0,0,0,0.272121287495729,0.0710832274229667,0,-0.118746209314327,0,0,0,0,0,0,0.0548347173460181,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140166662918221,0,0,0.0417153166911192,0,0.109651655429417,0,0.0382596957077132,0,0,0,-0.127927070063634,0.0458312078560047,0,0,0.0297118706387153,0,0.400112157813052,0.0121937429260895,-0.0404756590277169,0,0,0,0,0,0.00997612945668938,0,0.0445130609389872,0.0725569553468981,0,0,0,0,0,0,0,-0.0012869307823432,-0.0228530977519162,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.423700654894608,0.148947675131807,0,0,0,0,0,0,0,0,0,-0.000843389589452568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654221435671534,0,0,0,0,0.0967876057739956,0,0,0,0,0,0,0,0,0,0,0.00367009099230959,0.032924953194503,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.426536766319003,0,0,0,0,0,0,0,-0.0144609737774147,0,0,0,0.111998068572041,0,0,0,0,0,0,0,0.0042232693716246,0,0,0,0,0,0,0.0928096902860784,0,-0.0157252765808268,0,0,0,0,0,0,0,0.12794199602472,0,0.240259628256729,0,0,0,0,0,-0.0297957335005374,0,-0.0787239832831333,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.284816564027898,0,0,0,0,0,0.248074727821753,0,0,0,0,0,0,0.0444009275641532,0.0297122811073817,0,0,0,0,0,0,0,0,0,0,0,0.00406226396243731,0,0,0,0.160278574151489,0.0615563366062881,0,0,0,0,0,0,0,0.0361302911369936,0,0,0,0,0.0971035401386161,-0.0119097778753691,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.00774721280487384,0,0,0,-0.0617691247790458,0,0,0,0.0723978704821496,0,0,0,0,0,0,0,0.527410411230135,0,0,-0.0306873984651809,0.142536182797734,0,0,0,0,0,0,0,-0.0384768486136338,0.0728870211838332,0,0,-0.0804163544660325,-0.0341666878055316,0,0,0,0,-0.14077984927406,0,-0.00515996780846084,0,0,0.0595743301348177,0,0.0593052339014827,0,0,-0.00654209484663819,0.00494528847729045,0,0,0,0,0,0
