,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X601600.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X600795.SH,X000792.SZ,X002466.SZ,X600362.SH,X000708.SZ,X002460.SZ,X600010.SH,X600111.SH,X600027.SH,X000301.SZ,X601699.SH,X600803.SH,X000877.SZ,X600160.SH,X000983.SZ,X600489.SH,X600426.SH,X601991.SH,X000630.SZ,X000786.SZ,X000408.SZ,X000807.SZ,X000933.SZ,X601168.SH,X600985.SH,X002271.SZ,X600176.SH,X600219.SH,X600612.SH,X000932.SZ,X002128.SZ,X600096.SH,X600348.SH,X000027.SZ,X000883.SZ,X600995.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.236339044874245,0.0206133781466148,0,0,0,0,0.0965742148784927,0.0167391372969733,0,0.0339268453467273,0,0,0,0,0,0,0,0,0,0,0,0,0.114668699526513,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,-0.0179658982710964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537569729503998,0,0,0,0,0
X601088.SH,0.0271810588559898,0,0,0,0.208254430756644,0,0,0.230532225047187,0,0,0,0,0,0,0,0,0,0,-0.0175699715770578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160832477113173,0,-0.0562463715495801,0,0,0,0,0,0,0,0,0,0.0781267779332823,0,0,-0.021494507802785,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.171649529799696,0,0,0,0,0,0,0,0,0,-0.113814166920056,0,0,0,0,0,0,0,0,0,0,0.0234588472905992,0,0,0,0,0,0,0,0,0,0.236856758179691,0.0149683634359344,-0.0934796042794306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011147926647473,0,0,0,0.114544908281348,0,0,0,0,0,0,0.227727388250737,0,0,0.220809722344769,0,0,0.0121544454157899,0,0.0400667169428406,0,0,0.0155647131517697,1.73472347597681e-18,0.127920012212348,0,-0.154614164335615,0,0,0,0,0,0,0,0.0578658978416513,0,-0.00887286232727385,-0.0613298639958091,0,0,0,0,0,0
X600188.SH,0,0.0484459328681376,0,0,0,0.156816132528035,0,0,0,0,0,0,0,0.0769230813558278,0,0,0,0,0,0,0,0,0,0.230225312571007,0,0,0.0264295483510459,0.225478203479149,0.0446284030456005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285201624958156,0.0998731687638539,0,0,0,0,0,0,0,0,-0.0224185650711429,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.108793035783769,0,0,0.587953517352207,0,0.142145401989732,0,0,0,0.00749370958414382,0,-3.46944695195361e-18,0,0,-0.0795382534025064,0.0119349883144519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0714768492260235,0,0,0,0,0,0,0,0.01211320364393,0.0322006514537581,0,0,0,0,0,0,-0.0447798485510364,0,0,-6.93889390390723e-18,0,0,0,0,0.0627522629490752,0,0,0,0,0,0,0,0.0949355526190737,0.0398534014732055,0,0,0,-0.0213768381721423,0.114980151106416,0,0,0,0,0,0,-0.0250791128989353,0,-0.00604937374703284,-0.0118839347326317,0,0,0,0,0,0
X600011.SH,-3.46944695195361e-18,0.0261462769250122,0,0,0,0.158565580807639,0,0,0,0,0,0,0,0.107798173865922,0,0,0,0,0,0,0,0.294422871495684,0,0,0,0,0,0,0,0,0.140353150941938,0,0,0.0193620654512171,0,0,0,0,0,0,0,0,0,0,0,0,0.0302523984242219,0,0,0,0,0.0179954255227468,-0.0482156804038884,0.0756872062700261,0,0,0,0,0
X601600.SH,0.106557583770181,0,0.0305552183252758,0,0.0776719753513855,0,0,0,0,0,0,0,0,0.0798667231634001,0,0,0,0.0404030545078287,0,0,0,0,0,0,0,0,0,0,0.0322794070557026,-3.46944695195361e-18,0,0.217106600837404,0,0,0.26389287513035,0.0291670110140625,0,0,0,0,0,0,0,0,0,0,0,0,0.0789867668282059,0,0,-0.0127084786527882,0,0.105932487596458,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.15257807144116,0,0,0.0272510534153829,0,0,0,0,0,0,0,0,0,0,0.0671553728256248,0,0,0.0492836331029669,0,0,0,0,-0.0416612343820609,0,0,0,0,0,0,0,0,-0.104103471972657,0,0.0751233635008252,0.27391496304927,0,0,0.0489665481321872,0,0,-0.0816773472094002,0,0,0,0,0,-0.0774229873723374,0.0758981513608726,-0.0390575068522345,0,0,0,0,0
X600547.SH,0,0,0,0,-0.226490746474946,-0.080222337670269,0,0,0,0,0,0,0,0,0,-0.0223630799610899,0,0,0,0,0,0,0,0,0,0,0,0,0.692236791711287,0,0,0,0,0,0,0.224476553236946,0,0,0,-0.0255416112430205,0,0,0.0161947376038413,0,0,0,0,0,0,0,0,-0.0247265074099686,0,0,0,0,0,0,0
X600660.SH,0.186572584256733,0,0,0,0,0,0,0,0,0,0,0,0.0508024795665208,0,0,0,0,0,0,-0.0321650458185057,0,0,0,-0.0456786589488522,0,0,0.0139930306575049,0,0,0.053058248316626,0,0,0,0,-0.10561709012558,0,0,0,-0.0313863469823036,0,0,-0.0171348239448841,0,0,0,0,0,0,0.0261109733728545,0,0,-0.0291034653425903,0.0824200264373982,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.062615920630551,0,0,0,0,0,0,0,0,0.408826826618167,0,-0.0261840603053045,0,0,0,0,0,0,0,0,0,0,0.0163780458950148,0,0,0,0,0,-0.0208617845640656,0,0,0,0,0.0116642822326655,0,0,0,0,0,0,0,0.0905963106506876,0,0,0,0,0.07686297182431,0,-0.0172912266329302,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.217029656957952,0,0,0,-2.16840434497101e-19,0,0,0,0.235103641706077,0,0,0,0,0,0,-0.0173015156978681,0,0.369467811637305,0,0,0,0,0,0,0,0.026017179960849,0.0822941093712851,0,0,0,0,0,0,0,0,0,0,0.0170285756327494,0,0,0,0,0,0,0,0,0,-0.00558424971669638,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229739101255073,0,0,0,0,0.161045062099803,0,0,0,0,0,0,0,0,0,0,0.0063544861877258,0,0,0,0,0.022208050300856,0,0.0776876141499245,5.42101086242752e-20,0,0.0589283625349637,0,0,0,0,0,0,0.155179449359179,0,0,-0.016062628891399,0,0,0,0,0,0,0
X002466.SZ,0.0149154871582726,0,0,0,0,-0.0133800999104128,0,0,0,0,0,-0.0739497592805081,0,0,0,0,0,0,0.783427290349862,0,0.155216650063037,0,0.0779869001329775,0,-0.0894617081274161,0,-0.128267291796034,0,0,0,0,0,0,0.249135706520995,0,0,0,0,0,0,0,0,0,0,0,0,-0.0776735571344246,0,0,0,0.180587124408293,3.79114161613652e-06,-0.0211653804312315,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098948819763866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266167714023275,0,0.00611810672412156,0.0800774508750993,0,0.0942626915280938,0,0,0,0,0,0,0,0.114418203463092,0,0,0,0,0,0,0,-0.0180476393299144,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0.125742358694586,0,0,0,0.0768336425675231,0,0.135045934140122,0,0,0.169667293247613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909105796786169,0,-0.0613153190176749,0,0,0,0,0,0.143028871908931,0,0.0737607796684794,0,0,0,0,0,0,-0.0818700786730587,0.0852495483083886,0,0,0,0,0,0
X002460.SZ,0,-0.0938765683274026,0,0.183898045827253,0,0,0,0,0,0,0,0,0,0,0,0.715986267321947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100853892642918,0.02322488097141,0,0.065799202446836,0.0209859917545918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223099260961585,-0.067813812853161,0,0,0,0,0,0
