,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600886.SH,X600547.SH,X601600.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600010.SH,X600489.SH,X600111.SH,X600803.SH,X000708.SZ,X600027.SH,X002460.SZ,X000301.SZ,X601991.SH,X600426.SH,X000983.SZ,X600219.SH,X002466.SZ,X600160.SH,X000786.SZ,X000807.SZ,X601699.SH,X000630.SZ,X600176.SH,X600985.SH,X000408.SZ,X600096.SH,X002128.SZ,X601168.SH,X000933.SZ,X000877.SZ,X000883.SZ,X600352.SH,X600995.SH,X002353.SZ,X600378.SH,X600863.SH,X600299.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.250598352635292,0,0,0.105532953763367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152368539777245,0,0,0,0,0,0.376752127849909,-0.0768578107249057,0,0,0,0,0.344436928355076,0,0,0,0,0,0.00751952143116514,0,0,0,0,0,0,-0.0232894829125968,0,0,0,0,0,-0.034056579170172,0,0,0,-0.0572958969786633,0,0
X600028.SH,0.383299516841019,0,0,0,0.264685030178847,0,0,0.00885610354822616,0.100442080843958,0,0,0,0,0.100109424164335,-0.0255432586164051,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0870375847979863,-0.0997147978694689,0,0,0,0,0,0,0,0,0,-0.0725177756617451,0,0.149421539850809,0,0,0,0,0,0,0,0,0,0.0546606151738868,-0.0223535567673296,2.16840434497101e-19,0,0,0,0,0
X601088.SH,0.149284405657869,0,0,0,0.112833231689356,0,0,0,0,0,0,0,0,0.132734439734312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0555238067309546,-3.46944695195361e-18,0,0,0,0,0,0.0980704008112057,0,0,0,0,0.131776357541763,-0.0408777775854859,0,0,0,0,-0.0298288313164663,0,0,0,0.050939637988142,0.0160357203891242,-0.0427558121096164,0,0,0,-0.023174600917448,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0613049787932608,0,0,0,0,0,0,0,0,0,0,0,-0.172122972956138,0.0263040767452452,0,0,0.204904784782815,0,0,0,0,0.148544576880178,0,0,0,0,0,0,-0.0690540850404649,0.308702600078414,0,0,0,0,0,0,0.106597195251542,0,0,0,0,0,-0.0632770417150674,-0.0328234280956618,0,0,0,-0.0140656309554919,0,0
X601898.SH,0,0.389895143221646,0,0,0,0.154265147019615,0,0,0,0.046528241314442,0.193662846709467,0,0,0,0,0,0,0.0175157493224339,0,0,0,0.106322158961717,0,0,0,0,0,0,-0.0111401397365684,0,0,0,0,0,0,0,0,0,0,0,0.0269461970354064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00440147608190854,0,0
X600188.SH,0,0.19405444450569,0,0,0.0397888620993813,0,0,0,0,0.0683595843433926,0,0,0,0.0305736855088963,0,0,0,0,0,0,0.188064331810938,0,0,0,0,0,0,0,0,0,0.00306209127153773,0,0.262440405269607,0,0,0.518899523512071,0,0,0,0,0,0,0,0,0,0,0,0.204708013097445,0,0,0,0.0202934239283081,0,0,0,0,-0.00874427341791554,0,0
X600660.SH,0,0,0,0,0,0,0,0,0.00654133624341628,0,0,0,0,0,0.172317876040166,0,0,-0.0731271399948223,0,0,0,0,0,0,0,0.251420043781229,0,0,0.18920695602762,0,0,0,0.213337776228157,0,0,0,0,0.0461351254836967,0,-0.257326004113829,0,-0.119218284019331,0,0,0,-0.124383899982944,0,0,0,0,0,-0.0721897291146495,0,-0.231688610439916,0,0,-0.0366303558861755,0,0
X600019.SH,0,0.465608711440162,0,0,0,0,0,0,0,0,0.247252414325827,0,0.0743805734111473,0,0.103029719230936,0,0,0,0,0,0.289655954095854,0,0,0.122037055420871,0,0,0,0,0,0,0,0,0,0,0,0,0.0261139088159659,-0.220267229914882,0,0,0,0,0,0,0,-0.146299685773163,-0.126395628175577,0,0,0,0,0.0257424058031217,0,-0.0442841608694541,0,0,0,0,0
X600886.SH,0.372148945842781,0,0,0,0,0,0,0,0,0.105891676391488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0967665754463586,0,-0.26576355981117,0,0,0,0,0,-0.0837013368119219,0,0,0,0,0.0285489189359973,0,0,0,0,0,0,0,0,0,0,0.0381759325402024,0.0695836596962663,0,0,0.00534212924796872,0,0
X600547.SH,0,0.0530883555868119,0,0,0,0.10445477267354,0,0,0,0,0,0.0349110139513028,0,0,-0.0423972883047864,0,0,0.697120286133902,0.228709209618773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.351851617076828,0,0,0.024313912784873,0,0,0,0,-0.00308536480743551,0,0
