,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600660.SH,X002460.SZ,X002271.SZ,X600011.SH,X000786.SZ,X600886.SH,X600176.SH,X600362.SH,X600426.SH,X601600.SH,X601898.SH,X600801.SH,X600010.SH,X600352.SH,X600188.SH,X600489.SH,X000301.SZ,X600111.SH,X600795.SH,X601991.SH,X600688.SH,X600803.SH,X600299.SH,X600486.SH,X002466.SZ,X000932.SZ,X600027.SH,X002075.SZ,X300037.SZ,X600219.SH,X601992.SH,X002080.SZ,X002353.SZ,X601168.SH,X000898.SZ,X000630.SZ,X600315.SH,X000723.SZ,X000027.SZ,X002409.SZ,X000883.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765715979619654,0,0,0,0.125224900398974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018805075466335,0,0.0305686385626107,0,0.0138309669365082,0,0.0260029350149195,0,0,0,0,0,0.0112178256301594,0,0,-0.0164819902261402,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.00977852761081116,0,0,0,0,0,0,0,0.00673334566250913,0,0,0,0.00293485157295404,0.0320464602715603,0.00929734929233003,0,0,0,0,0,0,0.00135455737964172,0,0,0,0,0.0592112096075833,0,0.0168426190832904,0,0.0164186741966697,0,0,0,0,0,0,0,0.0544849460682577,0,-0.0111141483994489,0,0,0,0,-0.020407046471302,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0949090011420155,0,0,0.0220172212757389,0,-0.00274138140791082,0,0,0,0,0,0,0.0095621419749261,0.301521371481888,0,0.022860693287159,0,0,0.060922789854714,0,0,-0.0685822746759233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00034180602115734,0,0,0,0,-0.00748609590123249,0,0
X600585.SH,0,0,0,0,0.064125955286239,0,0.102660774261775,0,0,0.0922556505656193,0,-0.0277833093341277,0.00302182183198982,0,0,0,0,0,0.017052186125889,0,0,0,0,0,0,0,0,0.0321516011859111,0,0,0,0,0,0,0,0,0,0,0,0,-0.0665225888662537,0.0179589429197371,0,0,0.0492872601684444,0,0,0,0,0,0,0.0163454921956956,0,0,0,0,0.0129997357637756,0,0
X600309.SH,0,0,0,0,0,0,0.0935898711370867,0.0449154315595558,0,0,-0.0300901374592216,0,0,0,0,0,0.378685906079399,0,0,0,0,0,0,0.0992175528711642,0,0,0,0,0,-0.136429271428841,0,0.375356877471157,0,0,0,0.207972493010244,0.176233169051817,0,0,0.0148238100108572,0.213888663261428,0,0,0,0,0,0,-0.0367942392641961,0,0,0,0.0208263797402976,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.000211824258135227,0,0,0.0593094868452177,0,0,0,0,0,0,0,0,0.0458594783696178,0.0455713442165388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139917945446498,0.0270500115129157,0.0590901317774579,0,0.0192505237510765,0,0.05438907185905,0,0.0530357947280341,0.04764933282246,0,0,0,0.0116898848475869,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.133578640242666,0,0,0,0,0,0,0.0584896476762837,0,0,0,0,0,0,0.574141168909188,0,0.0303793640470957,0,0,0,0,0,0,0.0294731529184416,0,0,0,0.0115634367906847,0.0549825579207133,0,0,0,0,0,0,0.0197491583591106,0,0,0,0,0,0,-0.0117615825106663,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0.0547860077750977,0,0,0,0,0,0,0.056889422870595,0.0135180148564634,0,0.0209931973005868,0,0,0,0,0.0474777092858239,0,0,0,0,0,0,0,0,0,0.110145565598683,0,0,0.207688314453988,0.118681266929969,0,-0.0610802882756708,-0.116445265560568,0,0,0,0,0,0,0,0.0456775497394086,0,0,0,0,0,0,0,0,0,0,0,0.0534872063622769,0,0
X600660.SH,0,0,0,0,0,-0.0771166168773437,0,0,0,0,-0.0851916369097554,0,0,0,0,0,0.00886701155441262,-0.0241952742946289,0,0,0,0.179022823396374,0,0,0,0,0,0,0,0.208778734196539,0,0,-0.0543037218919938,-0.0161578458834636,-0.0690315263208904,0,0.273345561840718,0,0,0,0,0,0,0,0,0,0,0,0,0.00369875712962184,0,-0.0285383924480997,0.0966644650619589,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.132333974753115,0.183704199604883,0,0,0,0.131526071778247,0,0,0,0,0,0,0,0,0,0,0,0,0.186994645185027,0,0,0,0,0,0,0,0,0.230696523658152,0,0,0,0.228947872006068,0,0,0,0,0.0985863389067648,0,0,0.0679009145636298,0,0,0,0,0.00680333859146449,0,0,-0.0586759522365963,0,0,0,-0.0209362235588961,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.00538252116222041,0,0.281932322337593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234369454653684,0,0.050155168309107,0,-0.167465474292658,0,-0.111405737944934,0.207834870419229,0,0,0,0,0,0,0,0.0750592689979408,-0.107291027354472,0,0.0959045440612745,0,0,0,0,0.114939367757471,0,0,0,0.0507297501554361,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0165570893189022,0,-0.17149477373617,0,0,0,0,0,0,0,0,0,0,0.112825020960688,0,0,0,0,0,0,0,0.00638179643205072,0.71751363184891,0,-0.0784532198468045,0,0,0,0,0.020238265296983,0,0,0,0,0,0,0,0.184935708475641,0,0,-0.0366728587434132,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0.00209512414544583,0,0.0242967764797777,0,0,0,0,0,0,0,0,0,-0.458468277698784,0,0,0,0.0959418791356538,0,0,0,0,0.253272162563837,0,0,-0.0648154385457985,0.334398406911688,0,0,0,0,0,0,0,0,0,0,0.138419282290404,0,0,0,0,0,0,0,0.0354186127499366,0,0,0,0.0647563438609943,0,0
X600886.SH,0,0,0,0,0,0,0.00620273571727793,0,0,0,0,0,0,0,0.0298226821999821,0,0,0,0,0.136056132492594,0,0,0.0738224633340706,0,-0.00541367259359091,0,0,0.469048336922967,0,0.0541300838821246,0,0,0,0,0,0,-0.0576977610120987,0,0,0,0,0,0,0,-0.0241661032483113,0,0,0,0,0,0,0.00507185465034818,2.16840434497101e-19,0,0,0,-0.00343103273674103,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0.0139345795597039,-0.0992904097352082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,-0.134570419638929,0,0,0,0.180507250283343,0.0373923428692673,0,0.35703463238585,0,0,0,0.255123344815316,0,0,0,0,0,0.189218535953467,0,0.0417292473568272,0.00920699634404805,0,0,0,0.0447430526553727,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.051452239689517,0.0285445436133872,0,0.0538907418386972,0,0.0269374623363583,0,0,0,0.0666046244869257,0,0,0,-0.0379453583713658,0,0,0,0,0,0,0,0,0.00367951029623278,0,0,4.33680868994202e-19,0.151402482941747,0,0,-0.0103361473052981,0,0,0,0,0,0,0,0,0.556155355570328,0,-0.0239320861751072,-0.00539816935418947,0,0,0,-0.0490219592929167,0,0
