,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X000792.SZ,X600111.SH,X600010.SH,X002466.SZ,X000301.SZ,X601600.SH,X600188.SH,X002271.SZ,X000708.SZ,X600660.SH,X600011.SH,X601898.SH,X600362.SH,X600547.SH,X600176.SH,X600426.SH,X600886.SH,X600219.SH,X000786.SZ,X000825.SZ,X000408.SZ,X600803.SH,X002080.SZ,X000959.SZ,X000723.SZ,X600795.SH,X601991.SH,X000932.SZ,X000898.SZ,X000807.SZ,X600295.SH,X000983.SZ,X600399.SH,X600808.SH,X600801.SH,X600027.SH,X600516.SH,X002326.SZ,X002192.SZ,X600096.SH,X000831.SZ,X600157.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.203490528026876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051874096200949,0,-0.0452117910611419,0,0,0.0745962158203265,0,0,0,0,0,0,0.00928299433339732,-0.0150871968800505,0,0,0,0,0,0,0.00990884491826081,0,0,0.0232538676935371,0,0,-0.0466338660207202,0,0,0,0,0,0
X600028.SH,0.248669275269734,0,0,0,0,0,0,0,0,0.00958728750042136,-0.0835334357756807,0.0551020875697661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380552137420745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749443842190924,0,-0.0184657522321846,0,0,0.0290844577341992,0,0,0,0,-0.00145206925532075,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,-0.00623457726207952,0,0.0264733217975373,0,-0.0967708670656061,0,0,0,0.118370059706041,0.0825604065901249,-0.0359433239389435,0,0,0,0.197924933140598,0,0,0,0,0.0134140188136411,0,0.108081804892973,0,0,0.155757952377407,0,0,0,0,0,0,0,0,0,0,0.00371813557192796,0,0,0,0,-0.0411659134823135,-0.0210182607638695,0,0.0160792810247528,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.118514210423892,0.00429391072571963,0,0,0,0,0.0879401727582959,0,0,0,0,0,0,0,0.0439583730758268,4.33680868994202e-19,0,0.0148155870499895,0,0,0,0,0.0191961109393508,0,0,0,0,0,0,0,0,-0.0118699568937673,0.0322567743181564,0,0,0,0,0,0,0,0,0,0,-0.0248633330650229,0.00297023700224312,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.26995932469858,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0798139441726548,0,0,0,0,0,0,0.248148279264642,0,0,0,0,0,0,0.0265861855488439,0,0,0,0,0,0.145177857346105,0,0,0.10260174843537,-0.0926849593429307,0,0,0.240311520874246,0.0595617902219765,0,0.0842515974079149,0,0,0,0.0387899921105553,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.022330394333096,0,0,0,-0.00652542470594803,0,-0.0270371907425806,0,0,0,0,0,0,0,0,0.073321328461056,0.0638803003681403,0,0,0,-0.0354844327369171,0,-0.0475046481541902,0,0,0,0,0,0,0,0,0,0.586482883041411,0,0,0,0,0,0,0,0,0,0.0232399539232423,0.00883454824230004,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.119450839394498,-0.00758116583532264,0,0,0,0,0,0,0,0,-0.0123412336695858,0,0,0,0,0,0,0,-0.0490017677977849,0,0,0,0,0,0,0,0.363858133613728,0,0.0425612048250075,0,0,0.132933870576713,0,0,0,-0.0342685308599365,0,0,0.0252223132331866,0,0,0,-0.0373966041691869,-0.00537853883457928,0,0,0,-0.125381711633153,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381024332009684,0,0,0,0,-0.074621798356968,0,0,0,0,0,0,0,-0.0667938244818816,0.0954037143681177,0,0,0,-0.338919642569752,0,0,0,0,0,0.176739461334097,0.174101932107522,0,0,0,0,0,0.00855228839257646,0,0,0,0,0,0,0.0639839276192347,0.052330062577073,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.265045231343346,0,-0.165724134564365,0,0,0.344842870931186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0758205558182666,0,0,0,0,0,3.46944695195361e-18,-0.00651862760776767,0,0,0,0,0,0,0,0.234913789666425,0,0,0,0,0,0.168554426836193,0,0.195574998154627,0.00609674464070691,0,0,0.00239458987120429,0.0308442977089889,0,0,0,0,0,0
X600010.SH,0,0,0,0.0312513966362243,0,0,0.373149417024682,0.0515274732644571,0.394914917702246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282202245465798,0,0,0,0.103669225986215,0,0,0.0441748698248088,-0.148451901584683,0,0.0181581739602557,0,0,0,0.0470116313461426,0.0396676398952678,0,0,0,0,0.00438755703062998,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0197680444893746,0,0,0,0.388038835545275,0,0,0,0.133336941277347,0,0,0,0,0,0,0.13360280890761,0,0,0,0,0,0,0,0.159632687863083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214136628148092,0.0306283898916101,0,0.0376612465240578,0,0,0,-0.0123860810198746,0.041025875431934,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938593031411786,-0.190083215943066,-0.0302926817337874,-0.238351427886815,0,0,0.130205161620136,0,0,0,0,0,0,0,0,0.24902497781727,0,0,0,0,0,0,0,0,0,0,0,0,0.235282086067349,0,0,0.307090946570543,0,0,0,0,0.0215102800223679,-0.120905166613358,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.108122782379239,0,0,0,0,0.0355041051569637,0,0,0,0,0,0,0,0,0,0.144814208864708,0,0,0,0,0,0.0132382879842786,0,0,0,0,0.330771065705411,0.0138651517783523,0,0.00564710356715162,0.191085598758823,0,0,0,0.0641196638345364,0,0,0,0,0,0,-0.013004882903127,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.125636739657112,0,0,0,0,0.182150378457993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335052434568118,0.0543735737578864,0,0,0,-0.0265208902686491,0,0,0,0,0,0,0.0326792701668094,0,0,0,0,0,-0.131646938046394,0.166850117795249,0,0.0262571551942862,0,0.457064517801675,-0.0877984685785813,0,-0.132897875154609,0,0,0,0,0,0
X002271.SZ,0,0,0,0.120464072428226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114101747317143,0,0,0.160071635061321,0,0,0,0,0.081770182756937,0,0,0,0,0,0,0.080170409554145,-0.0568086751078443,0,0,0,0,0,0,0,0,0.041830522629194,0,0,0,0.0935543211876817,-0.128617495767111,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.130688119569715,0,0.359807009691389,0,0,0,0,-0.0717149282580123,0.0181092911831159,0,0,0,0.00340675099079504,0.0649044652716119,0,0,0,0,0,0,0,0,0.0660490415611792,0,0,0.101765320305698,0,0.0789202020494049,0,0,0,0,0,0.181861922869367,0,0.0635077830595969,0,0,0,0.0390977260967763,0,0.150070973534107,0.0307002298037891,0,0,0,0,0.0133266554988789,0,0,0,0,0,0,0
