,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X600688.SH,X600547.SH,X300072.SZ,X600795.SH,X601600.SH,X600309.SH,X601991.SH,X600660.SH,X600362.SH,X600886.SH,X600188.SH,X600027.SH,X000709.SZ,X600339.SH,X600157.SH,X002466.SZ,X600111.SH,X000898.SZ,X000959.SZ,X600489.SH,X600299.SH,X601158.SH,X600008.SH,X002460.SZ,X600352.SH,X000883.SZ,X600219.SH,X000408.SZ,X600160.SH,X600578.SH,X000630.SZ,X000723.SZ,X000792.SZ,X000539.SZ,X600583.SH,X600176.SH,X600021.SH,X000027.SZ,X002271.SZ,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0514566716195351,0,0,0,0.0172398396733897,0,0,0,0,0,0.136798420991183,-0.0308655916176148,-0.00898807651390063,0,0,0,0,0,0,0.0169767766083379,0,0,0,0,0,0,0,0,0.0194875901352747,-0.0456116892664033,0,0,0,0,0,0,0,0,0,0,0.0685518810252132,0,0,0,0,0,0,-0.0129609809645963,0,0,0,0,0,0,0
X600028.SH,0.123093533617815,0,0,0,0,0,0,0.00625207391059582,0,0.0580547546710251,0,0.050019397090977,0,0,0.0337814144691898,0,0,0,0,0.0299893411584184,0,0,0,0,0,0,0.0892052866870195,0,-0.123174443808391,0,0,0,-0.0411032998801865,0,0,0,0,-0.010877340694859,0,0,0,0,0,0.00399226054193593,0,0,0,0,0,0,-0.00338816883026,0.00299385387385736,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.030167984344322,0,0,-0.0546335467662684,0,0,0,0,0,0,0.049113582918876,0,0,0,0,0,0,0,0.046536174698491,0,0,0,0.180558519480799,-0.00805128107701967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388832913481962,0,0.0700372013797859,0,0,0,-0.0977013181565229,0.00428661195349341,-0.0126231139819546,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0443236267107445,0,0,0,0,0.0731270970345571,0,0,-0.0800184375170541,0,0,0,0,0,0,0,-0.00537845974937291,0,0.0097884716671439,0,0.524165954325632,-0.0169536831471553,0,0,0,0,0.0592597327643844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.039521231635868,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.237388105709905,0,0,0,0.00275285271901169,0,0,0,0.0191279775043755,0,0.0424689785955822,0.103519580698261,0.0661431051500736,0,0,0,8.67361737988404e-19,0,0,0,0,0.00971548684571208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875042929378515,0,-0.0774786611038814,0.0188300940550546,0,0.05688552286519,-0.0240464336831513,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00986818375572599,0,0.255124994520212,0,0,0,0,0,0,0.174343013422995,0,0,0,-0.0189525986578741,0,0,-0.0164329876649487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208750027421171,0,0,-0.0225340623170497,-0.00106829787532726,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0403948495521599,0,0,0,0,0,0.138011021883947,0,0,0,0,0,0,0,0,0.017449713422556,0,0,0,0.245191915857091,0,0,0,0,0.113351199029305,0,0,0,0,0,0,-0.0486447951848941,0,0.101299093815961,0,0,0,-0.0644117026144272,0,0.210421140972473,0,0,0,0,0.00502217038259308,0,0,0,0,0,0
X601992.SH,0,0,0,-0.129578163454391,0,0,0,0,0,0,0,0,0,0.194954952573707,-0.0926444091931216,0,0,0,0,-0.0942922829768305,0,0.673202673693458,0,0,-0.166099779347943,0,0,0.154623151959009,0,0,0,0.368942731931025,0,0,0,0,0,0.314331333326,-0.0427670826729411,0,0,0,0,0,0,0,0,0.0801966094433871,0,0,0.0022237060981737,0.0256422457857975,0,0,0,0,0,0
X601898.SH,0,0,0.138258427517251,0,0,0,0,-0.00135577143756679,0,0,0,0,0,0,0,0,0,0.174991036154164,0,0.123603746730705,0,0,0.0819399243331159,0,0.0407491060959016,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0321638178229422,0,0,0,0,0,0,0.23571225759723,0.0623059610803616,0,0,0,0,0,8.67361737988404e-19,0.00830944931976894,0,0,0,0,0,0
X600688.SH,0,0.559056738404551,0,0.035602195737276,0.140909190693191,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170358525658873,0,0,0,-0.00183422355261665,0,0,0,0,-0.102701135719033,0,0,0,0,-0.0115473581632461,0,0,0,-0.0167822505145583,0,0,0,0,0,0,0,0,-0.00748220294455705,0.00500803945124326,0,0,0,0,0,0
X600547.SH,0,0,0,0.0233236351220914,0,0.0606399774334766,0,0,0,0,0,0,0,0,-0.143433099544412,-0.101009528917375,0,0,0,0,0,0.0288211421754799,0,0,0,0,0,-0.0220658058136569,0.079281125418111,0,0,0,-0.0998345784288912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00114376551548589,-0.0195682917992111,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.678933824894885,0,0,-0.115367605774703,0,0,0,0,0,0,0.155542321286044,0,0,0,0,0,0,0.00917991068327058,0,0,0,0,0,0,0,0,0,0.151630876219539,-0.360032851416908,-0.115341858065475,0,0,-0.0453900294480299,0,5.42101086242752e-20,0,0,0,0.365819538460996,-0.166437160160768,0,-0.162175372569564,0,0.393030748118155,0,0,0.0815986954755131,0.0474389323878378,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0026697120572571,0,0,0,0.0335357314110325,0,0,0.015297561929509,0.0243428995176115,0,0,0,0,0.026475647551207,0.0569540649249536,0,0,-0.0442361686826563,0,0,0,0,0,0,0,0,0,0,0,-0.0233839159946907,0,0.0372219651912365,0,0,0,0.150026397965675,0,0,0.0361459554400992,0,0,1.73472347597681e-18,0,0.00248522681891862,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0774171383956488,0,0.0823561860929009,0,0,0,0,0,0,0,0,0,0.441770149482547,0,0,0.22658561533384,0,0.167557481196395,0,0.00502261136856062,0,0,0,0,0,0,0,-0.0318507850775083,0,0,0.0400306013829098,-0.0771737383636121,0,0,0,0,0,0,0,0,0.0325379825688779,0,0,0,0,0.0111383037638906,0.0179202085970888,0,0,0,0,0,0
X600309.SH,0,0,0,-0.200846301350973,0,0,0,0,0,0,0,0,0,-0.114861900731416,0,0,0,0,0.113009295021635,0.0476438845101444,0,0.00832591579919766,0,0,0,0,0,0,0.0181579401343393,0,0,0,-0.148867016193643,0,0,0,0,0,0,0,0,0.40924086486913,0,0,0.0653355952318235,0,0,0,0.466901847184387,0,0,0.0281965949276188,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,-0.0691302596343687,0,0,0,-0.158390459721634,0,0,0,0,-0.320460078361988,0,0,0.101541526021601,0,-0.052866933757813,0.328799347487536,0,0,0,-0.131168058835993,0,0,0,0,0.249419396050812,-0.0967863388593332,0,0,0,0,0.355844358124712,0,0,0,0,0,0,0,0,0,0.212713506109212,0,0,0.0950101307702487,0.0106117476222207,0,0,0,0,0,0
X600660.SH,0,0,0,0.191764018050797,0,0,0,0.0212179622818869,0,0,0,0.0277505575746439,0,0,0.228471523442688,0,0,0,0,0,0.237383271997962,0,0.0953587514994345,0,0.0108284528623003,0,0,0,0,0,0,0,0,0,0,0,-0.139611549576699,0,0,0,0,0,0,0,0,0,0,0.0798230741151756,0,0,0.0369583594256101,-0.0052454177450871,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.0242876086019803,0,0,0,0,0,0,0,0.201445107815175,0,-0.146346552001791,0,0,0,0.0454153623790473,0,0,0,0,0,0,0.165640860213365,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0.675732983735726,0,0,0,0,0,0,0,0,0,0,0.00514995119708655,-4.33680868994202e-19,0,0,0,0,0,0
X600886.SH,0,0,0.0143037447194431,-0.0318283265033763,0,-0.135272873108746,0,0,0,0,0,0.059557302008421,0.105980258694296,0,0.110846066701352,0.0369424799811498,0,0,0,0,0,0,0.0341059949754859,0,0,0,0,-0.0342065417717162,0,0,0,0.126501232570413,0.0216921141865875,0,0,0,0.0829090922783366,-0.108175886515142,0.0735329706802224,0,0,0,0,0,0,0,0,-0.0201072727443942,0,0,0.0370776769486997,-0.00518665763154685,0,0,0,0,0,0
X600188.SH,0,0,-0.0085101140690582,0,0,0,0,0.129020560907942,0.65790635425226,0,0,0,0,0,0,0.13035057555078,0,0,0,0,0,6.7762635780344e-21,-0.262800848183313,0,0,0,0,0,0,0,0,0.110083874812684,0,0,0,0,0,0.0407807504163318,0.109174392406498,0,0.0514235632554587,0,0,0,0,0,0,0,0,0,0.0366156417986888,0.0114428037951803,0,0,0,0.131055958823075,0,0
X600027.SH,0,0,0,0,0.262502911908321,0,0,0,0,0,0,0,0,0.163528845743611,0,0.0293741942816059,0,0,0,0,0,0,0,0,0,0,0,0.0259111526061114,0,0,-0.0118530737170108,0.0513781344868982,0,0,0,0,0,-0.0455319180883114,0,0,0,0,0,0.236028755438655,0,0.299374178838737,0,-0.146763389370487,0,0,0,0.0134806430747988,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0.168603420323111,0,0,0,0,0,0,0.214814987678153,0,-0.149604438586124,0,0,0.217301640093767,0,0,0,0,0,0,0.107893054412358,0.50124539610846,0,0,0,0.160593916186726,0,0,0,0,0,-0.0890003298075397,0.314219174518325,0,0,0,0.341199341982127,0,0,0,0,0,0,0,0.034352997107284,-0.00677903596422081,0,0,0,0,0,0
X600339.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579846920731696,0,0,0.0422134424398531,0.200263694993511,0,0,0,0.015854366585519,0,0,0,0,0,0,0,0,0,0.115769101096502,0,0,0,0,0.0063188001427735,0,0,0,0.0870710552406263,0,0,0,0,0.0889769945916006,0,0,0.344913932780988,0,0.0261091366596766,-0.0184301695944383,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.00483396348577528,0,0,0,0,0,0.0467073928797307,0,0.0443893411040451,0,0.0714364846903119,0,0,0,0.0220494235636217,0.00459277656367612,0,0.0555769761783257,0,0,0,0.0981286325703693,0,0,0,0,0,0,0,0,0,0,0,0.0627099220506616,0,0.109617527552691,0,0,0,0,0,0,0,-0.00661878159855736,0.0260645514623701,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.275692805784252,0,0,0,0,0,0,0,0.25306335125888,0,-0.00842449542693242,0,0,0,0,0,0.0250440267140254,0.0173089187807215,0,0,0,0,-0.032170720230054,0,0,0,0,0.606280183216064,0,0,0,0,0,0,0,0,0,0,0.278639600258321,0,0,0,-0.0577669956141642,0,0,-0.0149937075855632,0.00110370265529494,0,0,0,0,0,0
X600111.SH,0,0,0,0.025977557304381,0,0,0,0,0,0,0,0,0,0,0,0.00452963709252312,0,0,0,0,0,0.0136944778629837,0.0690856575932891,0,0.143435928930049,0,0,0,0.253900963523243,0,0,0,0,0,0,0,0.0841983050610281,0,0,0.086648062456106,0,0,0,0,0,0,0,0,0.109087510882343,0,0,0.0233352718969303,0,0,0,0,0,0
X000898.SZ,0,0,0.0943855523542794,0.0693887284986959,0.101429480234013,0,0.122539713898887,0,0,0,0,0,0,0,0,0,-0.0110352540085156,0.543026177233506,0,0.215178602242521,0,0,0,0,0,0,0,0,-0.156743601555857,0,0,0.0206595669132459,0,0,0,0,-1.73472347597681e-18,0.0446036777030504,0,0,0,0,0,0,0,0,0,-0.0570152040046339,0,0,0.0113229323182621,0,0,0,0,0,0,0
