,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X000792.SZ,X600585.SH,X600019.SH,X002466.SZ,X600111.SH,X002271.SZ,X000708.SZ,X600660.SH,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600188.SH,X600011.SH,X600362.SH,X600547.SH,X600176.SH,X600426.SH,X600219.SH,X000786.SZ,X600886.SH,X000408.SZ,X600803.SH,X000723.SZ,X600399.SH,X000831.SZ,X601991.SH,X000932.SZ,X600795.SH,X000959.SZ,X002080.SZ,X000825.SZ,X000807.SZ,X000898.SZ,X002409.SZ,X300037.SZ,X600352.SH,X600801.SH,X002145.SZ,X600489.SH,X002192.SZ,X601699.SH,X000983.SZ,X600549.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.000662358952262243,0,0,-0.0327334782504747,0,0.0536114225308544,0,0.0324257874475997,0,0,0,0,0,0,0.0193058310213718,0,0,0,0,0,0,0.0282818412550894,0,0,0,0,-0.0832899006879343,0.0591172623063028,0,0,0,0,0,0,0,0,0,0.0198190153201995,-0.0335597933529201,0,0,0,0,0,0,0.0589564483933279,0.0493151514447519,-0.00203221264033321,0,0,0.00173774203770131,0,0,0,0,0,0,0
X600028.SH,0.106257843805984,0,0,0,-0.0802851893401099,0,0,0,0,0,0,0,0,0,0.0493156950321204,0,0,0,0,0,0,0,0,0,0,0,0,-0.000553448847151489,0.0263060007736481,0,0,0,0,0,0.0121551962306246,0,0.0422023691389772,0,0,-0.0193099127425613,0,0,0.0835561767664228,0,0,0,0,0.0626214566916971,0,0,0,-0.0111184430171582,0.0592558047803224,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,-0.0468621701637458,0,0,-0.00926314367286288,0,0,-0.00578873186675086,0.118838653381298,0.128529897441535,0.0832820744451681,0,0,0,0,0,0,0.0959340133458284,0.0423123609521049,0,0,0,0,0,0,0,0,0,0,-0.0256615154927915,0.0126590505771335,0,0,-0.0989710072775364,0,0.0379441415418204,0,0,0,0,0.000314718651821619,0,0.0442327768910959,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.111086475548449,0.0757313104270539,0,0,0,0.0401952627699365,0,0,0,0,0,0,0,0.121240341121724,0,0.0298927957454899,0,0,0,0,-0.0622466686995457,0,0,0,0,0,0,0,0.0185405360401915,0,0.0641795609253961,0.0120891878302614,0,0,0,0,0,0,0,0,0,0,-0.0012291964888851,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.104037215757616,0,0,0,0,0,0,0.107161155506544,0,0,0,0,0,0,0,0,0.0805996714329548,0,0,0,0,0,0.00850585796735983,0,0,0,0,0,0.0362655380863322,0,0,0.0767799893494999,0,0,0,0.241626475380154,0,0.409978462169252,8.67361737988404e-19,0,0.180559062899483,-0.0857005981006041,0,0.018412234869423,-0.0617881077727054,0,0,0,0,0,0
X000792.SZ,0,0,0,0.113500804286615,0.146998613614621,0,0,0,0,0,0,0,0.0472036976120594,0,0,0.0889519810829173,0,0,0,0,0,0,0,0,0,0,0.0848732570405461,0,-0.372819525140278,0,0,0,0,0,0,0,0,-0.120228770325934,-0.0219469168618573,-0.0146726237198752,0,0,0,0,0,-0.0348082867012451,-0.0710587418380089,0.110045593303465,0,0,0,0.0103131380834828,0.112611469181873,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0261244007774939,0,0,0,0,0,0,-0.0796851467553422,0,0.0156494447182062,0,0,0,0,0,0,0,0,0,0.0652929909027163,0.0875062820297398,0,0,0,-0.0286698497018412,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0025960033041962,0,0,0,0.542808004165228,0,0,0.0111910298481377,0,0,0,0,0,0,0.0131494772400567,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111149170971881,0,0,0,0.0106494567524712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364036402578314,0,0.0573647223076632,0,0.401768596549849,0,-0.0778102104709532,0,0,-1.73472347597681e-18,0,0,0,0,0.0226271106741205,0,0,-0.0399998425059048,0,0,0,0,-0.139962997522197,0,0
X002466.SZ,0,0,0,0.088218140284467,0,0,0,0,0,0.135147946064818,0,-0.23464539195164,0,0,-0.0695444078766241,0.265408916948881,0,-0.116563164477622,0,0.084806469899858,0,0,0,0,0,0,0.396692547815616,-0.019841052744224,0,0.162058838487298,0.101625189228704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331562259754404,0,-0.0775906016168197,0,0,0,-0.185856614485255,0.220632500827514,0,0,0,0.117495513755551,0,0
X600111.SH,0,0,0,0.053263125259312,0.020594224566443,0,-0.103042407692502,0,0.122883672522635,0,0,-0.051781097939527,0,0.169720672605013,-0.0267632204960489,0,0,-0.0368532688054887,0,0.110750334041527,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.128787273449675,0.272946476779559,0,0,0,-0.0508668734261991,0,0,0,0,0.0321378731670211,0,0,0,0,0,0,0,-0.0100968129836864,0.406037255091313,0,0,0.0394278888632882,0.115517363246199,0,0,0,0,0,0
X002271.SZ,0,0,0,0.266601045534052,0,0,0,0,0,0,0,0,0.185166607851681,0,0,0,0,-0.0887957780141325,0,0,0,0,0,0,3.46944695195361e-18,0.0154148835732505,0.0436981961297657,0,0,0.108660739532212,0.0708506405585354,0,0,0,0.235475960531925,0,0,0,0,0,0,0,0,0,0,0,-0.0356816498425759,-0.00770642335484068,0,-0.0825892165719095,0,0.0693824342552271,-0.0646427139870221,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0227347577750967,0,0,0.157768800100177,0.122402487552176,0,0,0,0.186354567182577,0,0,0,0,0,0,0,0,0.0690067172751141,0.128069042788081,0,0,0,0,0,0,0.0934641718853021,0,0,0,0,0,0,0,0,0,0,-0.0853959245585417,0.479867517661702,0,0.0374344630527287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0609668310581726,0,0,0,0,0,0.222303866504181,0.10762857578552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238626468746399,0,-0.085709809386235,0,0.00385473495389626,0,0,0.138812542524675,0,0,0,0,0.142810679648944,0,0,-1.0842021724855e-19,0,0.0250620949852307,0.0568459615641022,0,0.00979973359307799,0,0,4.33680868994202e-19,0.0120030315298377,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0500033596496945,0.26739864937269,0,0.264042448178264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483568048078192,0,-0.0101581544712367,0,0,0,0.0572895663086552,0,0,0,0,0,0,0,0.124649759968285,0,0,0,0,-0.0290081720495156,0,0.00524122806288725,0,0.072066244451539,0.178899449911378,0,0,0.0206970556774369,-8.67361737988404e-19,0,0,0,0,0,0
X000301.SZ,0,0,0,0.126665861844723,0,0,0,0,0,0,0,0.0934840705623044,-0.124946288984018,0,0,0,0,0,0,0,0,0.720009428427696,0,0,0,0,0,0.0405296606694687,0,0.234031886524664,0,0,0,0,0,0,0,0.077003011180574,0,0,0.185186227331651,0,0,0,0,0,-0.13287352611013,0.42196832708053,0,0,0,0.249784972132859,-0.215733834490507,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.146529947114172,0,0,0.0609256792327568,0,0,0,0,0,0,0,0,0,0,0.0523905406369269,0,0.135583800472542,0,0,0,0.0546448799260165,0.0228591855116974,0.0199621916925811,0,0,0,0.0649643033594687,0,0,0.370957756150299,0,0,-0.124400422885373,0,0,0,0,0.109077969279821,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0676642866797232,0,0,0,0,0,0,0,0,0,0,0.0498136105664658,0,0.0179702554034967,0,0,0,0.0399591465728413,0.14263611573106,0,0,0.0480985232926358,0,0,0,0.101881177389793,0,0,-0.323901665494701,-0.201629506155905,0,0,0,0,0,0.169826660049423,0.263428390196489,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.472103839047551,0,0,0,0,0,0,0,0.121770451182434,0,0,0.649460806914031,0,0,0,0,0,0,0,0,0,0.16325056687255,0,-0.014804090021876,0,0,0,0,0,0,0,0.0310410450187209,0,0,0,-0.188321140084215,0,-0.209962238253637,0,0,0,0.22241572877909,0.00129218398940811,0,0,0,0.0841757983631076,0,0,0,0,0,0,0
