,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002466.SZ,X002460.SZ,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X600426.SH,X600362.SH,X002271.SZ,X600795.SH,X000877.SZ,X601699.SH,X000983.SZ,X600176.SH,X600489.SH,X600027.SH,X600803.SH,X000807.SZ,X000786.SZ,X601991.SH,X000932.SZ,X600160.SH,X000630.SZ,X000933.SZ,X600219.SH,X000408.SZ,X000629.SZ,X600985.SH,X002080.SZ,X600612.SH,X600688.SH,X300037.SZ,X002353.SZ,X000539.SZ,X600096.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.993180810442152,0,0,0,0,0,0,0,0.00555223545661865,-0.0627233114536054,0,0,0,0,0,0,0,0,0,0.0886629710175516,0,0,0,0,0,0.0580840632266856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123230086298613,0,0,0,0,-0.0297350486774388,0,0,0,0.159386210158954,0,0.0245393100017914,-0.067629078200376,0.133789802026605,0,0,0,0,0
X600028.SH,0.575532805922593,0,0,0,-0.012127668973014,0,0.0477852086890341,0,0,0,0.0637118426024255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370189456904985,0,0.0946906075001496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0416044847024544,0.0334235134999561,-0.156741660068168,0,0,-0.00355941612422029,0.0370169143835917,-0.0164935448190058,0,0,0,0,0
X601088.SH,0,0,0,0,0.286039949342347,0,0,-0.195823895552485,0,-0.0296890815173813,0,0,0,0,0,0,0.10764611378738,0,0,0,0.0459822576993477,0,0.0462394406095316,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0844027162575746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128764048275596,0,0,0.00106566091761307,0.0356675555576851,0,0,0,0,0
X600309.SH,0.0592072952572504,0,0,0,0,0,0,-0.0337950569622228,0,0,0.0275579075745029,0.0307405523057683,0,0,0,0.177725922071763,0,0,0,0,0,0,0.13755629479704,0,0,0,0,0,0,0,0,0.095670813307853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02829195197789,0,0,0.0329769392663823,-0.037791275307334,0,0,0,0,0,0
X600188.SH,0,0,0.721957873765876,-0.223414438064073,0,0,0,0,0,-0.196539524614932,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.171049596009548,0,-0.16174983406833,0,0,0.257619089018084,0.213467618872275,0,0,0,0,0.164427145146875,0,0,0,0,0,0,0,0,0,0,0,-0.285315814425087,0,0,0,0,0,0,0,0.0523103508410598,-0.0656789627030145,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.199183820237372,0,0,0,0,-0.211860659322579,0,0,0,0,0,0,0.100488127100549,0,0.0536461881170275,0,0,0,0,-0.220757009840194,0,0,0.00348726766107433,0,0.0184557630882915,-0.056712117569039,0,0,0,0,0,0,0.188939306991813,0,0,0,0.139630838247519,0,0,0,0,0,0.0181927362784349,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0269085513121476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13304567728085,0,0,0,0,0.10529287935922,0,0,0,0,0,0.132612066622508,0,0,0,0.313592170692397,0,0,0,0,0,0,0,0,0,0,-0.217566715530676,0.00293728823311696,0,0,0,-0.0291105197477077,-0.0118720395126336,0.0405724161625185,0,0,0,0,0,0
X600011.SH,-0.0196883195742657,0,0,0,-0.118972687710183,0,-0.0377289620952911,0,0,0,0,0,0,0.310302508931842,0,0,0,0,0,0,0,0,-0.176553185867447,0,0,0,0,0,0,0.383355513892342,0,-0.0458877899969978,0,0,0,0.0752493206890352,0,0,0,0,0,-0.0283655216965127,-0.151701623379388,0,0,0.0352863001816308,0,0.296277360257788,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956014135259735,0.231712096497334,0.136880110474125,0,0,0,0.144527206377385,0,0,0,0,-0.0324530050076159,0,0,0,0,0.0952600416833981,0.0247833667172662,0,0,0,-0.182260000442084,0,0,0,0.109833076191761,0,-0.00804682274211043,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.169044208105506,0,0,0,0,-0.0634235399723258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428266228780703,0,0.0193527779577083,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,1.73472347597681e-18,0.0148554253319082,0,0,0.186673057246129,0,0,0,0.117997426278535,-0.019429829067967,0,0,0,0,0,0,0
