,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X600188.SH,X601991.SH,X600027.SH,X600362.SH,X601992.SH,X600111.SH,X600886.SH,X600157.SH,X600299.SH,X600623.SH,X600547.SH,X600660.SH,X601158.SH,X600489.SH,X000709.SZ,X002466.SZ,X000792.SZ,X600309.SH,X600583.SH,X000898.SZ,X600352.SH,X000539.SZ,X000629.SZ,X002075.SZ,X000883.SZ,X000060.SZ,X000630.SZ,X000983.SZ,X000027.SZ,X000959.SZ,X600021.SH,X601699.SH,X002470.SZ,X300072.SZ,X600578.SH,X600022.SH,X000012.SZ,X600098.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0510981675387296,0.0539890683594518,0,0,0,0,0,0,0,0,0.141130362964312,0,0,0,0,0,0,0,0,0,0.0168788157200755,0.049199986967203,0,0.0376406963743361,0.0430241252131944,0,0,0.0802767656469103,0,0,0,0,0,0,0,0,0,0,0,0.0430732921930062,0,0,0,0.00776162677049994,0,0,0.0121930371735953,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.111916410686659,0,0,0,0,0,0,0,0,0.0342080046071314,0,0,0,0,0,0,0,0,0.0134308505533774,0,0.0283384432202261,0,0.0513169997541668,-3.46944695195361e-18,0.0259264090816268,0,0.113016472200718,0,0,0,0,0,0,0,0,0.0330873787087653,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0056005934098809,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.430628256477978,0,0,0,0,0,0.0762535101174783,0,0,0,0.00527721916345284,0,0.0179218766172443,0,0,0,0,0,0,0,0,0,0,0,0.0621001640927362,0.0630511488310148,0,0,0,0,0,0,0,0,0,0,0,0,0.191625597784008,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.131034026405583,0,0.0654331927997465,0,0,0,0,0,0,0,0.0168128957843163,0,0,0,0,0,0.136648838879264,0.0121612417265429,0.0137837813546859,0,0,0,0,0,0,0,0,0,0,0,0.0370778613995602,0,0,0,0,0,0,0.00154810955157547,0.0600079447826056,0.144591624640076,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.025183027036949,0,0,0,0,0,0,0,0.110225981931337,0,0.0174044115726224,0,0,0,0,0,0,0.14047937938887,0,0,0,0,-4.33680868994202e-19,0,0,0.0849277135070882,0,0,0.0963155976517173,0.184398803830772,0,0,0.0846643625131236,0.0985100307140013,0,0,0,0,0.103269544506345,0.00491693902472071,0,0,0,0,-0.0103218656597739,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.266311526918627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258612967107369,0,0,0,0.0347580341113806,0,0.00753923181511146,0,0.116446599448434,0,0.137415546569878,-0.0547962079344078,0,0,0.0127212299842215,0,0.186427999545009,0.0930213753635959,0,0,0,-0.0212729898522805,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143285418581485,0.143153672629565,0,0.0572940590157405,0,0,0,0,0.0163677859971324,0,0.0457390593414524,0,0,0,0,0,0.118370863273851,0.0203971857557996,0,0.0566589578392124,0,-0.0333350651130091,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0.231254077363652,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0484215364483604,0,0,0,0,-1.73472347597681e-18,0,0.15632244749555,0,0,0,0,0,8.67361737988404e-19,0,0,0.256702607319959,0,0.0725704131821941,0,0.0383007792377241,0.0603008865097875,0,-0.0468077292319981,0,0,0,0.0274225239500596,0,0,0,0.0274365219141207,0.0309875528426573,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.150504104813365,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.112180691410182,0.163190420719391,0,0,0,0,0,0,0,0.0253736231348129,0,0,0.147773471133515,0.0170635537797257,0,0.0830102247626028,0,0,-3.46944695195361e-18,0.039954243214127,0,0,0,0,0,0,0,0,0,0.126291298558619,0.00699923611433256,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130620592092941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723590594551149,0,0,0.0621780565315585,0,0.234672512123403,0.104736206250707,0,0,0,0.239400574307872,0,0,0.121814907334102,0,-0.0427048070279882,-0.0325388551335228,0,0,0,0,0,0
