,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600188.SH,X600019.SH,X600111.SH,X600011.SH,X002466.SZ,X000877.SZ,X600010.SH,X601600.SH,X002271.SZ,X000708.SZ,X601898.SH,X600660.SH,X600547.SH,X000301.SZ,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000723.SZ,X000408.SZ,X600219.SH,X600795.SH,X000807.SZ,X601991.SH,X601699.SH,X000786.SZ,X000983.SZ,X600803.SH,X002353.SZ,X002080.SZ,X600489.SH,X600096.SH,X000630.SZ,X000825.SZ,X600801.SH,X000932.SZ,X600688.SH,X600027.SH,X600141.SH,X000959.SZ,X000960.SZ,X600157.SH,X002497.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0124372165679843,-0.0759307724778453,0,0,0,0,0,0.104825829701108,0,0,0,0,0,0,0,0,-0.0220494415446232,0,0,0.0542757808067495,0,0,0,0,0,0,0,0.0780662757023461,0,0,0,0.25306007549107,0,0.135911226073263,0.0203135255267077,0.024213836994344,0,0.0965259623748941,0,0,-0.039506367921083,0,-0.0251935302988529,0,0,0,0.0140475525564323,0,0
X601088.SH,0.125819940692851,0,0,0,0,0,0,0.216272823045171,0,0,0,0.0641380708538877,0,0,0,0.100306966849895,0,0,0,0,-0.0275772605059997,0,0,0,0,0,0,0,0,0,-0.163140784393129,0.088242549872043,0,0.23521249497365,0,0,0,0,0,-0.0823214470203213,0,0,0,0.0384395103744113,0,0,0,0,0,-0.104046478800976,0,-0.0264056205925918,0.0347438137209174,0,0,0,0,0,0
X600028.SH,0.219992722742771,0,0,0,0,0,0,0.0167883801506526,0,-0.00985901078958748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358907247664849,0,0,-2.03409371156263e-05,0,0,0,0,0,0,0.0264994060406369,0,0,0,0,0,0.00802797363518508,0,0.0429194323032768,0,0.126035681522159,0.0330955797486647,0,0,0,0,0,0,0,0.00309518017300337,0,0,0,0.0269256962063624,0,0
X600309.SH,0,0.0535396907794148,0,0,0,0,0,0,0,0.0775867540066209,0,0,0,0,0,0,0.087081835324638,0,0,0,0.1976082950174,0,0,0,0,0,0,0,0,-0.0492081590348535,0,0,0,0,0,0.0144757887722433,0.0627804157938855,0,-0.00212537539324016,0,0,0,0,0.00910285506919526,0,0,0,0,0,0,0,-0.00411913401212652,0,0,0,0,0.0310734469025914,0,0
X600585.SH,0,-0.00429544996236766,0,0,0,0,0,0,0,0,0,0,0,0.0733065019935022,0,0,0,0,0,0,0,0,0,0.00825849124145182,0,0,-0.00223141540891725,0,0,0,0,-0.0203164605528411,0.0967381457476459,0,0,0,0,0,0,0,0,0.422829092157142,0,0,0,0,0,0,0,-0.0111498130014609,0,-0.00730881371000217,-0.000632668196303207,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0965292950391515,0,0,0,0.476588808290877,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142921123341756,0,0,0,0,0,0,0.0308830740622835,-0.0684369661087981,0,0,0.123699034277547,0,0.0383969689951309,0.171041199572741,0,0,0,0,0,0.0365634668685661,0,0,0,0.186297952319698,0.133415447988922,-0.0469089341463035,-0.0146071609630658,0,0,0,-0.0573893873418372,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.3866704805544,0,0.17959898932016,0,0,0,0,0,-0.0773638919592393,0,0,0,0,0,-0.0519236188641674,0,0.365959979585347,0,0.0909384450378391,0,0,0,0,0,0,0,0,0,0,0,0,-0.248234121881173,0,0,0,0,0,0,-0.00896008563187633,0,0.0786973559272887,0,0.0187824463836519,8.67361737988404e-19,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0660730034728502,0,0,0,0,0.137229920017243,0,0,0,0,0,0.0276814717986615,0.112975342471896,0,0,0,0,0,0,0,0,0,0,0,0.00971892031017541,0,0.163413671902645,0,0.411337496645697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0784821849865051,0.129302075162831,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0716976479667639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622555872627908,0,4.33680868994202e-19,0.176361241190476,0.426249273263336,0,0.0356358765929766,0,0.0811871114966579,0,0,0,0,2.16840434497101e-19,-0.00897659461141265,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.135119117317443,0,0,0,0,0,0.0571400838062015,0,0.112947906381326,0.00720171515195221,0,0,0,0,0,0.0702134194817911,0,0,0,0,0.0339724897562278,1.73472347597681e-18,0.00172172207874084,0,0.0367268812432349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319603364247567,0,0,0,0.199099488188644,0,0.00944020415248889,0,0,0,0,0,0,0
