,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600188.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X601991.SH,X600547.SH,X600886.SH,X600176.SH,X600516.SH,X600111.SH,X000898.SZ,X000786.SZ,X000709.SZ,X002271.SZ,X600352.SH,X000792.SZ,X000825.SZ,X600027.SH,X000553.SZ,X600299.SH,X601699.SH,X000408.SZ,X601158.SH,X600808.SH,X600219.SH,X600489.SH,X000830.SZ,X600426.SH,X000883.SZ,X000959.SZ,X002110.SZ,X000630.SZ,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.365023782392129,0,0,0,0,0,0,0.00459537396999793,0,0,0,0,0,0,0.210385962637624,0,0,0,0,0,0,0,0,0,0,0,0,0.000324955093590308,0,0.0710348745041848,0,0,0,0,0,0,8.67361737988404e-19,0,0,8.67361737988404e-19,0.0481549417639838,0,0,0.0359035759864451,0,0,0,-0.00468608568387643,0,0,0,0,0,0,0
X600028.SH,0.519000060959103,0,0.180676259097911,0,0,0,-0.0738476423243568,-0.0318907644316931,0,0,0,0,0.242017466897122,0,0,-0.0287231583346599,0.00990125863414626,0,0,0.229236293191837,0,0.0234429312356542,0.0430232702184893,0,0,0.116543180249795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04889678799219,0,0,0,-0.0361443273627423,0,0,0,-0.00816013940133918,0.00747048488654659,0,0,0,0,0,0
X601088.SH,0.00632778471225456,0.0450776617533627,0,0.242616778908811,0,0,0,0.0681723945479047,0,0.0638819897691086,0,0,0,1.73472347597681e-18,0,0,0,-0.0678709366622647,0,0.0780255251015996,0,0,-0.0551888421956624,0,0.0489542079802479,0,0,0,0,0,0,0,0,0,0.15638610751541,0,0,0,0,0,0.0259359245438769,0,0,0,0,0,0.160349203854536,0,0.00561976609599459,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.227491428576412,0,0,-0.0152156178145844,0,0.35189698886699,0,0,0,0,0,0,0,0,0,0.00240783450524431,0,-0.0976297285102852,0,0,0.0280593450863326,0.0725208893160854,0,0,0,0,0.0378215859186688,0,0,0,0,0,0,0,0,0,0,-0.0667504349316596,0,0,0.0905134992846758,0,0,0,0.036016605786777,-0.047413842893769,0,0,0,0,0,0
X600585.SH,0,0,0.0412768208741148,0.272356112381617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262512372170673,0,0,0,0.309095436552396,0,0,-0.109425987210467,-0.158866971026828,0,0,0,0,0.275520823649161,0,0,0,0,0,-0.0048686036423842,0,0,0,0,0,0,0,-0.0379069488186154,0.0418383297289882,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0835732379224861,0,0,0,0,0.0483421283270252,0,0,0,0,0,0,0.0882721022392356,0,2.16840434497101e-19,0,0,0,0,0.0557974089964576,0,0,0,0,0,0.0210138317867112,0.0610544515041856,0,0.139650905797578,0.136178812772243,0,0,0,0,0,0,0,0,0,0,0.0597656634221376,0,0,0,0,0,0.00189744080580325,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2382845290555,0,0,0,0,0,0,0,-0.0457381591165296,0,0.00674780216150964,0,0,0,0.0644982564056016,0,0,0,0.0463918721662288,0,0,0,0,0,0,0,6.93889390390723e-18,0.0277311783310293,0.274036088336287,0.012252252405725,0,0,0.21439148619801,0,0.0313646743947752,-0.0274312301326275,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.439307731255338,0,-0.241095601218582,0,0,0,0,-0.253007251141668,0,0,0,0,0.367735699901279,0,-0.0589082636811648,0,0,0,0,0.247903253797582,0,0,0,0,0,0,0,0,0,-0.0546190858815447,0,0,0,0.317938101583843,-0.447862879213352,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0978847356040568,0,0,0,0,0,0,0,0.151983313546494,0,0,0,0.0742424486138113,0,0.116283343491969,0,0,0,0,0,0,0,0,0.0353678343062692,0.0561513750300261,0,0,0,0.0597049551571811,0.122921017991613,0,0,0.0652161224859774,0,0,0,0,0,0.105355681512225,0,0,0.163934903784526,0,0.00671953077535203,0,0,0,0,0,0,0
X600188.SH,0,0,0.464209321357268,0,0.011935423074532,0,0,0,0,0,0,0,0,0,0,0.0184050817008636,0.0554221050087981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335957924321758,0,0,0,0,0,0.081372188317476,0,0,0,0,0,0,0,0,-0.000204742383667509,0,0,0,0,0,0
