,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600660.SH,X600886.SH,X600547.SH,X601600.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600010.SH,X600489.SH,X600111.SH,X000708.SZ,X600803.SH,X600027.SH,X002460.SZ,X000301.SZ,X601991.SH,X600426.SH,X002466.SZ,X000983.SZ,X600219.SH,X000786.SZ,X601699.SH,X000807.SZ,X600160.SH,X000630.SZ,X600096.SH,X600985.SH,X000408.SZ,X600176.SH,X002128.SZ,X601168.SH,X000883.SZ,X000877.SZ,X600995.SH,X000933.SZ,X600352.SH,X600378.SH,X600863.SH,X002353.SZ,X000027.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.224037190906847,0,0,0.399766107323065,0,0,0,0,0,0,0,0,0,0,0,0,0.079153436023,0,0,0,0,0,0,0,0,-0.0502474107877987,0,0.274950157763266,0,0,0,0,0.256059211883261,0,0,0,0,0,0,0,0,0,0,0,-0.156994180562241,0,0.0511091678638655,0,0,0,0.0357886083571602,-0.0760862051437733,0,0,0,-0.0464616010832199,0,0
X600028.SH,0.420970875674683,0,0,0,0.198872622959119,0,0,-0.102443983355806,0.100972807110959,0,0,0,0,0,0,0,0,0,0,0,0,-0.00438744871205403,0,0,0,0,-0.203385768145542,0,0,0,0,0,0,0,0,0,0,0.00523655715034956,0,-0.0880107829971857,0.0695120463414609,0.134886346904072,0,0,0,0,0,0,0,0,0,0.0175089001906161,0,0.030622580135444,0,0,0.0309137563844793,0,0
X601088.SH,0.0661545307663701,0,0,0,0.207332666370901,0.0397709279283821,0,0,0,0,0,0,0,0.142572717401745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091205691047657,0,0,0,0,0,-0.0327879743889929,0,0.0632454380895464,0,-0.022208822766534,0,0,0,0,0.147123078981738,0.0110070359459491,-0.0323713351330468,0,0,0,-0.0386633834946355,0,0
X600309.SH,0,0,0,0,0,-0.0495152283379953,0,0,0,0,0,0,0,0,0,0,0,-0.0740239909054986,0,0,0,-0.0462369743551143,0,0,0,0.285798531222774,0,0,0,0,0,0,0.0151242494149205,0,-0.127751068350994,0,0,0,0.359386436955783,-0.00960749634202106,0,0,0,0,0,0.182381762174977,0,0.0252173243481057,0,0,0,-0.0391436880583416,-0.0809071233372458,0,0,0,-0.0233463439326057,0,0
X601898.SH,0,0.345856585123454,0.220624429893363,0,0,0.148328767306424,0,0,0,0.055934454491697,0.0130387262340997,0,0,0,0,0,0,0,0,0,0,0.00746918197089191,0,0,0,0,-0.0145488948911681,0,0,0,0.0965900192170957,0,0,0,0,0,0,0,0,0.141131000646061,0,0,0,0,0,0,0.100315352878503,-0.0865636265656152,0,0,0,0,0,0,0,0,0.016185646477233,0,0
X600188.SH,0,0,0,0,0.0534318494309929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141824451942816,0,0,0.431321991188082,0,0,0,-0.0998456606495596,0.271013024503111,0.118233202141876,0,0,0,0,0,0,0.0993203422283949,0,-0.00164453740790624,0.0993593477085478,0,0,0,0,0,0,0,0,0,-0.00487901526771565,0,0
X600019.SH,0,0.41625466496168,0,0,0.0280680292064311,0,0,0,0,0,0.180423566446488,0,0.00803186329430736,0,0,0,0,0,0,0.448824058548923,0,0.0531365943840932,0,0.0582314182413837,0,0,0,0,0,0,0,0,0,0,-0.133037449556587,0,0,0,0,0,-0.044939438701725,0,0,0,0,-0.160888499267058,0,-0.0934167391574117,0,0,0,0.0677232411997478,0,-0.160323371904637,0,0,-0.0197746436866834,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0765234138598255,0,0,0,0.061742668973411,0,0,0,0.262256465589047,0.303799224949924,0,0,0,0.171882096075809,0.0548883731067767,0,0,0.0837733122011823,0,0,0,0,-0.256513748529385,0,-0.128708288127658,0,0,-0.04653119055627,0,0,-0.136111080142221,0,0,0,-0.0230603120758355,-0.0810405860192397,-0.137038728330172,0,0,-0.0389533885863387,0,0
X600886.SH,0.292031846489677,0,0,0,0,0,0,0,0,0.122621171730835,0,0,0,0.0569658235057354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216023466556451,0,0,0,0,0,0,0,-0.107758994333707,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353729519049828,0.0185174925454546,0.0299745209569772,0.115703752153663,0,0,-8.67361737988404e-19,0,0
X600547.SH,0,0,0,-0.09581100038393,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646437351802745,0.140902375334719,0,0,-0.0531232905945892,0,0,0,0,0,0,0,0,0,0,0.0682034280120584,0,0.0332654436594983,0,0,0,0,0.0617292172244848,0,0,0,0,-0.0249595990111464,0,0,0,0,-0.334708541674269,0.000434460683772106,0,0.0185828020046301,0,0,0,0.00446670359510978,0,0
