,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X600688.SH,X600362.SH,X300072.SZ,X601992.SH,X600795.SH,X002460.SZ,X600660.SH,X600188.SH,X601991.SH,X600547.SH,X600111.SH,X600886.SH,X600516.SH,X000898.SZ,X000709.SZ,X000792.SZ,X600157.SH,X600027.SH,X000786.SZ,X600339.SH,X000959.SZ,X002271.SZ,X600489.SH,X000723.SZ,X600219.SH,X000408.SZ,X600808.SH,X000553.SZ,X600176.SH,X000807.SZ,X600549.SH,X601158.SH,X600352.SH,X000630.SZ,X000883.SZ,X000983.SZ,X002092.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0298482290465339,0,0,0,0,0.0418676844644972,0.0393963621518999,0.0101199336550741,0,0,0.000201469809513246,0,0,0,0,0.0437287859547746,0,-0.00769202808177288,0,0,0,0,0,-0.00644363586648958,0,0,0,0,0,0,0.0147190721908334,-0.047216878363792,0.0243534357267021,0,0,0,0,0,0,0,0,-0.0133128292920166,0,0,-0.015608621081363,0.0197603672144731,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.172556740182727,0,0,0,0,0,0.0203483432707329,0,0,0,0,0,0,0,0.0178799020453204,0,0.0121341677844771,0.0442665762685228,0,-0.0547090981682897,0,0,0,0,0,-0.0337180339130874,-0.0279343779217845,-0.0821278024253391,0,0,0,-0.0128869692116868,0,0,-0.00620271564186833,0,-0.00941216533631954,0,0,0.11162585348786,0,0,0,0,0,0,-0.00368886589470712,-3.46944695195361e-18,0,0,0,0,0,0
X601088.SH,0,0,0,0.119459618690878,0,0,0,-0.0155945848705306,0,0,0,0,0,0,0,0.749502823817239,-0.00469288479487667,0,0,0,0,0.0584725877961784,0,0.00826534995412498,0,0,-0.0313878359100184,0,0,0,0,0,0,0,0,0,0,0,0,-0.122794661842979,-4.33680868994202e-19,0,0,0,0,0,0,0.109238502015162,0,0,0,-0.0168668870127773,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0445032695800156,0,0.258952610011742,0,0,0,0.0899666080564497,0,0,0,0,0,0,0,0,0,0,0.0759661361382795,0,0,0,0,0,0,0,0,0,0,0.0246006471624457,-0.043363716653547,0.31657286066783,0,0,0,0,0,0,0,0,0,0,0,-0.0421648398910196,-0.00574326429538983,-0.0137111733692032,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.073208115064637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128821390998079,0,-0.0988518817334312,0,0,-0.103923740902544,0,0,0.116829544238072,0,0,0,0,0,0,0.00156199895163025,0,0,0,0.114009543362433,0,0,0,0,0,0,0,0,-0.0898084876076138,0,0.00153295668832917,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.111344453411804,0,0,0,0,0,0,0,0,0,-0.00768754546785859,0,0,0,0,0.17663155918587,0,0,0.0465531388179224,0.0277826293928931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192779427382066,0,0,0,0,0.0378309454900278,0.201530224396781,0,0,-0.0359368939971997,0.0393195312586077,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.387748030667026,0,0.0741576991152515,0,0.124050479116967,0.100058161698705,0,0,0,0,0,0,0,0,0,0,0,0,0.0164196677262225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079270955447352,0,0,0.0953223611466526,0,0,0,0,0,0.0570437713924097,0,0,0,-0.0335871730461469,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.346200474537605,0,0,0,0,-0.0393918293551682,0.117117428150153,0,-0.0986701854044597,0,0,0,0.349022520537195,0,0,0.191847454043833,6.93889390390723e-18,0,0.0857395837830989,0,0,0,0,0,-0.127842728720452,0,0,-0.125153187146805,0,0,0,0,0,0,0,-0.128513326129967,0,0,0,0,0,0,0.163477624964522,0,0,0,0.060985741371892,0.151610672240518,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692724836005759,0,0,0,0,-0.0397446783059454,0,0,0.00927502738417892,0,0,0,0.00104914147238098,0,0,0,0,-0.0296950128384153,0,0,0,0,0,0,0,0.0381118754606278,0,0,0,0.0372788080573008,0.11570065756767,0,-0.023806012498639,0.012793210683269,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0649071779766591,0,0,0,0,0,0.136987890307825,0,0,0,0,0,0.156271323308141,0,0,0.290891741699702,0,-0.0212758862577074,0,0,0,0,0.039002697501295,0.0954722633321218,0,0,0,0,0,0.118120660292654,0,0,0.0501547112967053,0,0,0,0,0,0,0.00323216868107728,0,0,0,0,0,0
X002466.SZ,0,0,-0.00234218904464527,0,0,-0.0242867197342987,0,0,0,0,0,0,4.33680868994202e-19,0,0.029078727789787,-0.0411934810147153,0.573869249911389,0,0,0,0,0,0,0.0394706156165192,0.0452923381569537,0,0,0,0,0.0274552037326556,0,0,0,0,0,0,0.0581729083645029,0.00418223144526269,0,0,0,0.115478601954947,0,0,0,0,0,-0.0490932743628962,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0255087505204831,0,0,-0.0848269939637348,0,0,0,0,0,0,0,0,0,-0.0980675602954205,0,-0.0262406004369476,0.0417444469063572,0,0,-0.0259909770931644,0,0,0,0,0,0,-0.188456041530364,0.00585044330184812,0,0,0.0961962469702387,0,0,0,0,0,0,0,0.284385937567498,0,-0.0385705621821274,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411232676327333,0,0,0.0312885455688087,0,0.005648204833536,0,0,0.00469383353789442,0,0,0,0,0,0,0,0,0,-0.0552001144813329,0,0,0,0,0,0,0,0.571891524717195,0,0.0284519996310304,0,0,0,-0.0196598851607322,-0.00849284188640615,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0.0592435750403238,-0.244071233182129,0,0,-0.0761841314159286,0,0,0,0,0,0,0,0,0,0,0.217112888310904,0,-0.0120783424068092,0,0,0,0,0,0.0765014167117325,-0.575209180743853,-0.0729131346879881,0,0,0,0,0,0,0,0,-0.220957004515775,0,0,0,0.284014995833447,0,0,0,0,0,0.0467527213491498,0.0616886102792032,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,-0.0334897551958913,0.0578329961603072,0,0,0,0,0,0.20575957272197,0,0,-0.0880791230352149,0,0,0,0,0.083371332779647,0,0.0575401531453294,0,0,0.00553089128063795,0,0,0,0,0,0,0,0,0,0,0,0.582898763071151,0.0820629808262904,0,0,0,0,0,0,0,0,0.0622703895285705,0,0,-0.0341266887437871,0,0,0,0,0,0
X600795.SH,0,0,-0.0538621585864326,0,0,0,0,0,0,0,-0.101750251578919,0,-0.296766700166884,0,0,0,-0.00922619449606107,0,0,0,0,-0.0377549236409918,0,0,0.095414895922978,0,0,0,0,0,0,0,0.0193898179449045,0,0.0595806958424122,0,0,0.0691127606540307,0,0,0.137082319479452,0,0,0,0,0,0.0713743106263183,0,0,0,-0.00032495362397332,-0.0522546625355501,0,0,0,0,0,0
