,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600188.SH,X600795.SH,X600547.SH,X601600.SH,X601991.SH,X600027.SH,X600157.SH,X300072.SZ,X600362.SH,X600111.SH,X600886.SH,X601992.SH,X600489.SH,X600309.SH,X600660.SH,X600299.SH,X600623.SH,X002466.SZ,X000792.SZ,X002075.SZ,X601158.SH,X000709.SZ,X000723.SZ,X000408.SZ,X000898.SZ,X600352.SH,X600583.SH,X000983.SZ,X000883.SZ,X600549.SH,X000539.SZ,X000027.SZ,X000959.SZ,X600176.SH,X002470.SZ,X000012.SZ,X600021.SH,X000630.SZ,X601699.SH,X002460.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0430293275344723,0.0136305228884359,0,0,0,0.0142700408213503,0,0,0,0,0,0,0.0108287263745391,0.021419565092851,0.00320335191495616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103915199987851,0,0,0,0,0,0,0,-0.00619135587490043,0,0,-0.0112634066548989,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0468017881617391,0.0271028177482344,0,-0.017407047062932,0,0,0,0,0.0095959410773705,0,0,0,0,-0.0176013331186682,0,0,0,0,0,0,0.0241785058330542,0,0,0,0.0757576241279276,0,0.0263201219229528,0,0.0509438008734374,0,0.0280519857265977,0,0,0,-0.0121243247764282,0,0,0,0,0.0136917362832112,0,0,0,-0.00668981199736159,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.1168133025698,0.130216835270518,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0334962887730296,0,0.0392104961634711,0,0,0.037964303328882,0,0,-0.00575322058355199,0,0,0,0,0,0.0872586327601827,0,0,0,-0.0121691425789821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682873260488639,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.124971383909714,0,0.0933084997486819,0,0,0,0,0,0,0.0335004164612348,0,0,0,0,0,0,0,0,-0.0206701502512625,-6.93889390390723e-18,1.73472347597681e-18,0,0,0,0,0.0610049829655439,0,0.188387512886045,0,0,0,0,0,0,0,-0.101147663192838,0,0,0,0,0,0.0611465555557141,0,0,-0.00754629109857006,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.118960869376018,0,0,0,0,0,0,0,0,0,0,0,0.0361943529186783,0.247370933491511,0,0,0,0,0,0,0,0,0,-0.0621249171258896,0,0.307467069905005,0,0,0,0,0,0,0,-0.0234338944284105,0,0,0,-0.032593004527154,0.0354932605975553,0.0206064545317694,0,0,6.93889390390723e-18,0,0,0,-0.0185117090698804,-0.0117396990286753,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.244166205853733,0,0,0,0,0.114834459964519,0,-0.0315199303073085,0,0,0,0,0,0,0,0,0,0,-0.0403001772515781,0.298057694987655,0,0.215258432896581,0,0,-0.0728727679346311,0,0,0,0,0,0,0,0,0,0.0465496469308351,0,0,-0.0429250109572635,0,0,-0.214209932439398,0,0,0,0,0.0606202034533116,0,0.0151997673829135,0.0589577505113212,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0621841498906725,0,0,0,0,0,0,0,0,0,0,0.0402231264617094,0,0,0,0,0,0.00576308640208878,0,0,0,0,0,0,0,0,-0.00808669452278285,0.0268621010858651,0,0,0,-0.0118023215969685,0.0360520164269587,0,0,0,-0.0129519361122874,0.00921577074599582,0,0,-0.0737774043172258,0.0245505623565315,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.09422876944833,0,0,0,0,0,0,0.0178110670657029,0,0,0,0,0.0348337029317733,0.0535657525575851,0,0,0.121679664505271,0,0,0.0447719684145474,0,0.0927205317344527,0,0.0723162679429475,0,0,0,0.0363186662581157,0,-0.0838568000933962,0,0,0,0,0,0,0,0,0.363115908287547,-3.46944695195361e-18,0,0,0.0138991367024408,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0738965278518538,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0534020764907151,0,0,0,0.0743160008672069,0,0,0.0484889930448247,0,0,0,0,0,0.140451442176674,0,0.133933032078913,0,0,0,0,0,0.00488112540792676,0.154409930263507,0.0259540867014974,0.0426916274588982,0,0.0225899638706755,0.0498801448544944,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.206205855802634,0,0,0,0,0,0.0176082811657084,0,0,0,0,-0.107308080767227,0,0,0,0,0,0,0,0,0.042437410773504,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.583344610216082,0,0.0422439807140955,0,0,0,0,-0.0212865564571826,0.152266811397247,0,0,0,-0.101430323967195,0.157080030829375,0,0,0.1163495177543,0,0,0,0,0,0
