,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600623.SH,X600027.SH,X600188.SH,X600157.SH,X600111.SH,X600362.SH,X601992.SH,X600886.SH,X002466.SZ,X600547.SH,X600299.SH,X600660.SH,X600309.SH,X000709.SZ,X601158.SH,X600583.SH,X600489.SH,X000792.SZ,X300072.SZ,X000898.SZ,X600352.SH,X000539.SZ,X000883.SZ,X000027.SZ,X000983.SZ,X000630.SZ,X000629.SZ,X002470.SZ,X000723.SZ,X600549.SH,X600176.SH,X002407.SZ,X000012.SZ,X600021.SH,X000060.SZ,X002460.SZ,X000959.SZ,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0471005176535453,0,0.0202329781018214,0,0,0,0,0,0,0,0.030873236071228,0,0,0,0.0178743171206,0,0,0,0.233388978608065,0,0,0.0920467710215547,0,0,0,0.0731186247993948,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0325391217669181,0,0,0,0,0,0,0,0,0.00625097278220054,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515685743092219,0,0.0244595130918648,0.0490691853312115,0,0,0,0,0,0,0,0,0,0.219586757305115,0,0,0,0,0.0837219724406254,0,0,0,0,0,0,0,-0.0181858405555391,0.0698270137011614,0,-0.0234764587989195,0,0,3.46944695195361e-18,0,0,0,0,0.00312726695842957,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.207628223087221,0.00552214398222389,0,0.000702445916179788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128611714095642,0,0,0.0104657125385041,0,0.0551573787448824,0,0,0,0,0,0,0.0313896997384215,0,0.205263680329238,0,0.0772861389820209,0,0,0,0,0,0,0,0,0,0,-0.02396511820415,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0600845307917509,0,0,0,0,0,0.0177580192045822,0.262953633516067,0,0,0,0,0,0,0.0123364647047469,0,0,0,0.0433493053031878,0,0,0.135373346160098,0,0.0344266778771865,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.00524029084407348,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213895047170838,0.00714871537518747,0,0,0,0,0,0,0,0.211421732990121,0,0,0.0546359033174528,0.0578486910890922,0.0879183666249955,0.125811305953069,0,0,0,0,0,0,0.0559442177134623,0,0.0240540796118653,0.0385177960870934,0,0.00701365037847289,0,0,0.0172153451163063,0.00615901121870093,0,0,0,0.0254640977299134,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.00857503440321986,0.0522831659755765,0.216049473929576,0.178660481042442,0,0,0,0,0,0.0179249714102074,0,0,0,0,-0.0374206821812717,0,0,0,0,0,0,0,0,0.163395296714651,0,0,0,0,0,0,0,0,0,0,0,0.0252660626623757,0,0,0,0,0,0,0,0.0714875280253505,0,0.05843123057864,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.166152244150882,0,0,0.0297738236247288,0,0,0,0,0,0,0,0,0,0.0497975944460562,0,0,0.247554378802519,0,0.0682659636692532,0,0,0,0,0.0495876678190649,0,0,0,0,0,0,0,0,0.0531470996047248,0,0,0,0,0,0.0309231374706961,0,0,0,-0.0431997475738315,0,0.0955268339485918,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612094609427628,0.140574373080681,0,0,0,0,0,0,0.0509444535844414,0,0,0,0.391438263840709,0.0256653718859096,0.0388654663954283,0,0.0791937843546759,0,0.00571412014764452,0,0,0,0,0,0.011463979927633,0,0,0.03697637671722,0,0,0,0,0.119282039433943,0,0,0,0,-0.0589787956769395,0.01489759655112,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0400943316555925,0,0,0,0,0,0.00913571002596165,0,0,0.0428830600118545,0,0,0.0282625442155125,0,0,0,0,0,0,0,0,0.00327630047474433,0,0.0980601192688354,0,0.125339348184984,0.255762376992317,0,0,0,0.0771424852728849,0,0.228138850058805,0,0.00436131245116791,0,0,0,0,0,0,0,0.04677902928158,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087571358300617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682743421826527,0,0,0,0.0276029682724815,0,0,0,0.19745829665479,0.217259133541496,0,0,0,0.0937633390389793,0.0478310017024943,0.0484672532474673,0,0,0,0.0229420476734779,0,0.143856215963174,0.272586267561431,0,0,0,0
