,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X600362.SH,X600795.SH,X601991.SH,X600309.SH,X300072.SZ,X600188.SH,X600027.SH,X600157.SH,X601992.SH,X600660.SH,X600886.SH,X600111.SH,X000898.SZ,X600489.SH,X000709.SZ,X600339.SH,X601158.SH,X600299.SH,X000959.SZ,X002466.SZ,X600583.SH,X000630.SZ,X000792.SZ,X000408.SZ,X000883.SZ,X600352.SH,X600219.SH,X600098.SH,X000983.SZ,X000539.SZ,X000825.SZ,X002092.SZ,X000027.SZ,X000723.SZ,X600021.SH,X601699.SH,X600623.SH,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.346470314338574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.00319894808489187,0,0,0.0268650107878743,0,0.0243500596719034,0,0,0,0,0,0,0,0,0,0,0,0,0.0203094908123062,0,0,0.0789838988510916,-0.0671045889377981,0,0,0,0,0.0846104452153067,0,0,-0.00879112983046715,-0.000845283267160863,0,0,0,0,0,0
X600028.SH,0.688415074031924,0,0,0,0,0,0,0,0,0.033735793686511,0,0,0,0,0.143721680677934,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.109930285599416,0,0,0,0,0,0,0,0,-0.0468810154931235,0,0,0.0484627115718712,0.07757561366267,0,-0.0586837556096461,0,-0.0285472851967324,-0.00889223152218628,0.00891719224561794,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.154240407500119,0,0,0,0,0,0.031187933370057,0,0.0205159328246547,0,0,0,0,0,0,-0.00298159188799432,0.0337717460660813,0,0,0.0402538186503395,0,0.124519873127152,0.0215524172946977,0,0,0,0,-0.0184363143414119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646453501616676,0.218309576651425,0,0,0,-0.0334603302257976,0.0113304545991108,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,-0.0383974114164564,0.426709035702582,0,0,-0.209291993145033,0,-0.0577162294622698,0,0,0,-0.0519686081120947,-0.126003247318948,0,0,0,0,0,0,0.0645636383147523,0,0,-0.0540041959704438,0,0,0,0,0,0,0,0,0,0,0,-0.0948174511676295,0,0,0,0,0,0,0.173333380590827,0,-0.00823512040856281,0.204974275288463,0,-0.00505032443842708,0.00346156958440894,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.00563610559379672,0,0,0,0,-0.0645297242504233,0.00781127619671009,0.243168169879056,0,0,0,0,0.365221654419401,0,0.0563181854664972,0,0,0,-0.118685145934275,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0514778232149803,0,0,0.0760179064991671,0,-0.0115949141355309,0,0,-0.0140182374943463,0.00687233763274103,0.0608109442666802,0,0,0,0,0
X600585.SH,0,0.214634002601746,0,0,0,0,0,0,0.082537052670137,0,0,0,0,0,0.117660185182494,0,0.0670755287227317,0,0,0,0.00735147338669705,0,0,0.0938137741816722,0,0,0,0,0,0,0.00853085499044313,0,0.0839702178011361,0,-0.689816035475235,0,0,0,0,0,0,0.0563597623225855,0,0,0,0.0485925086203423,0,0,0,-0.136346626571972,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.122157564175835,0,0,0,0,0.0657380620810101,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.150114185410871,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00330319517808944,0.0056349016438098,0,0,0,0.0226429420486329,0.10033928278874,0.0502015177517234,0,-0.0215051401674379,-0.00122280203244985,0,0,0,0,0,0
X601898.SH,0,0,0.131517807461218,0,0,0,0,0,0.073527822983507,0,0,0.0957713098139155,0,0,0,0,0.267438465668418,0,0,0,0.00619661863797999,0,0,0,0,0,0,0,0,0,0,0.0896258591296121,0,0,0,0,0,0,-0.0295182148392085,0.0560533076900446,0,0,0,0,-0.0035854616410712,0,0.0652903216911424,0,0,0,-0.00657603098700898,0.00209458380850214,0,0,0,0,0,0
X601600.SH,0,0,0,0.0279498656379793,0,0.0146407667230292,0,0,0,0,0,0.241021129274554,0,0,-0.00337690694256826,0,0,0,0,0,0.102150512027566,0,0,0,0,0,-0.207534239625984,0,0,0,0,0,0,0,0,0,0,0.327984759618317,0,0,0,0,0.0155183619491074,0,0,0.215933216989149,0.126477409964236,0,0.0192633778262942,-0.099755236273261,2.16840434497101e-19,-0.00118036208611491,0,0,0,0,0,0
X600688.SH,0,0.47418470555806,0,0.0145045189178048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0466587593825258,0,0,0,0,0,0.0290672869419348,0.136981837274711,0,0,0,0,0,0,0,0,0,-0.0253418266357268,0,0,0.0114262883225947,0.0364039956423359,0.0552469128740824,0,0,-0.103706618910805,4.33680868994202e-19,0.000451458471154742,0,0,0,0,0,0
