,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X600011.SH,X002466.SZ,X000792.SZ,X601898.SH,X600547.SH,X600111.SH,X601600.SH,X000301.SZ,X000708.SZ,X600660.SH,X600010.SH,X002271.SZ,X600886.SH,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X601699.SH,X600176.SH,X600803.SH,X000983.SZ,X600027.SH,X601991.SH,X600489.SH,X000807.SZ,X600160.SH,X000786.SZ,X600995.SH,X000629.SZ,X600378.SH,X002080.SZ,X000933.SZ,X600219.SH,X000408.SZ,X000723.SZ,X600096.SH,X000932.SZ,X600688.SH,X300037.SZ,X600157.SH,X000630.SZ,X000683.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.128908717711078,0,0,0,0,0,0,-0.064378362352853,0,0,3.46944695195361e-18,0,0,0.132949612359137,0,0,0,0,0.0455915646461064,0,0,0.00905667816527067,0,0,0.0468748867538863,0.037887686914027,0.0386873301625037,0,0,0,0,0,0,0.0770803687890115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491771882042966,-0.0630413468139909,0,0,0,0,0,0
X600028.SH,0.170173390745275,0,0.179905572961595,0,-0.124178239177866,0,0.104252328162236,0,0,0,0,0.198385899559281,0,0,0,0,0,0,0,0.00788120161603109,0,0,0.0623300714607386,0,0,0,0,0.0360713016966236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214755047860971,0,0,0,0,0.0232945967291462,-0.0217939148230336,0,0,0,0,0,0
X601088.SH,0,0.332799881985915,0,0,-0.163821500632425,0,0,0,0,-0.0107150151686059,0,0.346569737756489,0,0,0,0,0,-0.16219812004155,0,0.0116048809209472,0,0,0,0,0,0.102543893420779,0,0,0,0,0.0489566351295793,0,0,0,0.0852064014633565,0,0,0.00741064614075864,0,0.0759245761408078,0,0,0,0,0,0,0,0,0.0199981132299593,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.0815653218967553,0,0,0.00961256548851255,0,0,0,0.122809966033547,0,0,0.0557042681433896,0.00481032985503965,0,0.0038411037463239,0.297810278888934,0,0,0,0,0,0,0,0,0,-0.0676091054587418,0,0,0,0,0,0,0,0,0,0,0,0.271931268365344,0.259225485354355,0,0,0,0,0,0,0.0243884657556288,0,0,0,0,0,0
X600188.SH,0,0,0,-0.145723924283928,0,0,0,0,0,0,0,0.304264287411354,0,0,0,0,0,-0.279809851609584,0,0.14231185577248,0.196882819781163,0,0,0,0.00573431411231159,0.0943148284784362,0,0,0.213736662814996,0,0,0,0.0782097893527405,0,0,0,0,0,0,0.147180389857987,0,0,-0.334689354797688,0,0,0,0,0,0,0,0,0,0.025639976735679,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0906215717771686,0,0,0,0.0699161026922112,0,0.437121371688977,0,0,0,0,0.0129050257640627,0,0,0,0,0,0,0,0.0384631011875272,0,0,0,0,0.0824279962760587,0,0,0,0,0,0,0,0,0,0,0.0824719232827013,4.33680868994202e-19,0,0,0,0,0,0,0
X600019.SH,0,0.394980958411783,0,0,0.181474733062929,0.186455004936768,0,0,0,0,0,0,0,0,0,0.127121191835864,0,0,0,0,0,0.294561422072603,-0.0770798884388993,0,0,0,0,-0.0585606606114412,0,0,0,0,-0.0518074740828653,0,0,0,0,0.00635962991975289,-0.0736075809755346,0,0,0,0,0,0,0,0,0,0.144956239759602,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0100660734915358,0,0,0,0,0.628200691263906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384037997604511,0,0,0,0,-0.0678816360006118,-0.0304031308780554,0,0,0,0.0597230978468827,0,0,0.177738528795667,0,0,0,0,0,0,0,0,0,0,0.00443737850128648,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,-0.0774667711381128,0,0,0,0,0,0,-0.0940706428453159,0.0766313714852998,0,0.542111148921897,0,0,0,0,0,0,-0.0163088146927887,0.0846295711639412,0,-0.121214823513709,0,0,0,0,0,0,0,0,-0.034748593482684,0.237983262249999,0,-0.0100200078059422,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.501543823336239,0,0,0,0,0,0.0137161745131828,0,0,0,0,0,0,0,0,0,0.115913578989387,0,0,0,0,0,3.46944695195361e-18,0,0,-3.46944695195361e-18,0,0,0,0.0764542559567535,0.0510867173218552,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0259172144566497,0.0247034129970932,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.142714496916832,0,0,0,-0.00734899824587719,0,0.120797774755288,0,0,0,0,0,0.0275120694971763,0,0,0.0610308290523436,0,0,0,0,0,-0.017263436667659,0.0592774778074237,0,-0.155619777528029,0,0.0616393395744586,0,0,0,0,0,0,0,0,0,0,0,0,0.092915143517013,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.759949029844788,0,0,0.323548243671304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144590496846888,0,0,-0.000749572786187881,0,0.122934322967249,0,0.0178745515616354,0,0,-0.0384572355911596,0,0,0.0350370578493766,0,0,0,0,0,0.0442108000662709,0,0,0,0,0,0,0,0,0.0578244792937746,0.0684943835868533,-0.117391192591924,0.069309116915074,-0.133275250929435,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.106576013263431,0,0,0,0,0,0,0,0,0,0.0275593361627123,0.196415099179137,0,0,0,0,0,0,0,-0.182793908245239,0,0,0,0.405251977320049,0,0.122137905034608,0,0,0,-0.0424289056663178,0,0.0557880297546449,0,0,0,0,0,0,0,0,0,0,0,-0.0238726834911732,0.00783311208919767,0,0,0,0,0,0
X600111.SH,0,0,0,-0.0757858017339518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124645992871283,0,0,0,0,0.0884749998931072,0,0,0,0.356547615713727,0,0,0.217673189488688,0,0,0,0,0,0,0.243133283305991,0,0,-0.134069277308832,0,-0.00499523843210996,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199513033547701,-0.0175901109357649,0.460737698637652,0,0,0,0,0,0.114723252623093,0,0,0.218291658562356,0,0.162866478509173,0,0.0735642971813191,0,0,0.0768146998482891,0,0,0,0,0,0,-0.016473269947159,0,0.0208327175801758,0,0,0.061605391285422,-0.0849887282357835,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0.103993693349964,0,0,0,0,0.0480606329963923,0,0,0,0,0,-0.0322588294902689,0,0,0,0,0,0,0,0,0.229031613713083,0,0,0,0.0540317370781552,0,0,0,0.146202400438285,0,0,0,0,0.123443154049813,0,0.531915340226624,0,0,0.12295678720131,0,0,0,-0.0519977815123772,-0.0664645123701204,0.175569401356332,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.052126323265941,0,0,0,0,0,0,0,0.0158669745519224,0,0,0,0,0.0162580639523406,0,0,0,0,0,0.0784123908122016,0,0,0,0.126217658851409,0,0,0,0,0.0874764177190187,0,0,0.0703620232181696,0,0,0,0,0,0.0869130965304342,0,0,-0.017358397966356,0,0,0.0632769234305921,0,0.0282246787397655,-0.0356557026848283,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.141504440698773,0,8.67361737988404e-19,0,0,0,0,0,0.166165060712378,0,0,0,0.0354448688108923,0,0,0,0.0675147641179121,0,0.0103670105713888,0,0,0,0,0,-0.0369660733826523,0.0167486292173447,0.0339756802059662,0,0,0,0,0.0930460883887637,0,0,0,0,0,0,0,0,0,0,0,-0.0156473677011452,9.61200812171788e-05,-0.0415890563827333,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321898230126635,0,0.0581395506055297,0,0,0,0.0125956082138552,0,0,0,0,0,0.0792966558573587,0,0,0.0177219084843154,0,0,0,0,0,0,0,0.164429121358445,0,0,0.0597815725262523,0,0,0,0,0,0,0.0125109621966157,0,0,0,-0.0630748084986791,-0.0240923626252279,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110715669024914,0,0,0,0,0,0,0,0,0,0,0,0.0114900776861129,0,0,0,0,0,0.0745463034903758,-0.0350882180488847,0.358095677266391,0,0,-0.125298305480199,0.164667697619253,0,0,0,0,0,0.335616011880882,0,0.115577257062523,0,0.0149229265143073,0,0,0,0.00106049099643641,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0643763028151118,0,0,0,0.0670009067905969,0,0,0,0,0,0,0,0,-0.207574771382503,0,0.0173141816492879,0,0,0,0,0.0612897733611113,-0.0619870632030497,0,0.0641486897890208,0,0,0,-0.00244654390258965,0,0.0394591213751332,0,-5.42101086242752e-20,0.0258442956751658,0,0,0,0,0,0,0,0,0,0.0203529427225328,0,0,0,0,-0.0210948549117511,0.0267090063889313,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.369859500428015,0.115926887007452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0518395668078281,0,0,0.159417771725648,0,0.134779593847742,-0.0176614809532595,0,0,0,0,0,0,0.0483912046817126,0,0,0,0,0,0,0.0235297179238412,0,0,0,0,0,0,0
X600426.SH,0,0,0,0.634758725620138,0.205242840896677,0,0,0,0,0,0,0.177154961139072,0,0,0,-0.0275258476744178,-0.508222461714408,0,0,0.187202472912605,0,0,0,0,0.0535209962744183,0,0,0,0,0,0,0,0.0305750921665843,0,0,0,0,3.46944695195361e-18,0,-0.231346704364846,0,0,0,0,0,0,0,0,0,0,0,0.0299692580177415,0.0285096851914869,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.106164000432201,-0.111343466164371,0,0,0,0.147301235334689,0,0,0,0,0.215380841464778,0,0,0,0,0.0920471449502211,0,0,0,0,0,0,0,0,0,-0.00665150322549371,0,0,0.149326943431611,0,0,0,0,0.00391441028811616,0,0,0,0,0,0,0,0.0293268316797302,0.0753718131160326,0,0.116996633742156,0,0,0.0152243473379416,-0.0452504864416256,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.032498651639021,0,0,0.0841874750391584,0,0,0,0,0.0890999585676439,0,0.279754649447193,0,0,0,0,0,0.225306748627164,0,0.122349367956598,-0.197987211383923,0,0,0.131041616069548,0,0,0,0,0,0,-0.0467301912183192,0.171262629046194,0,-0.048913593922257,0.0272530331680233,0.187820140597374,0,0,0,0,0
X601699.SH,0,0,0,0,0.0289539811080763,0,0,0,0,0,0,0,0,0,0,0,0,-0.443503340192701,0,0,0,0,0,0,0,0,0,0.0733837440190115,0.867699077846047,0,0,0,0,0,0.151888837601484,0,0,0.0333902098797665,0,0,0,0,0,0,0,0.0583963325632389,0,0,0,0,0,0.0113967307993719,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,-0.018350638239523,0,0,0,0.0193005041930124,0,0.133878508362426,0,0,0,0,0,0,0.0729111001979085,-0.136485401852094,0,0,0,0,0,0,0,0,0.0910796425947298,0,0,0.126933802080812,0,0,0,0.0364966650958583,0,0,0,0,0.031012789760807,0,0,0.182955440326749,0,0,0.144618234586035,0,0.0558900472810878,-0.021485894296939,0,0,0,0,0,0
X600803.SH,0,0,0,0,0.104927314160315,0,0,0,0,0,0,0,0,0.159819047530686,0,0,-0.0629996935870579,0,-0.13595424318328,0,0,0,0.256517602175758,0,0,0.054154041961763,0,0,0,0,0,0,0,0.192810905775499,-0.101582134497705,0,0,-0.0225605674427893,0,0,0,0,-0.0819063563163047,0,-0.104765317935058,0,0.0577094038555768,0,0,0,0,0.0172974642180226,0,0.0452566355144012,0,0,0,0,0
X000983.SZ,0,0,0,0,0.265851179070853,0,0,0,0,0,0,0.0808429783751199,-0.033703303240633,0,0,0,0,0,0,0,0,0,0,0,0,0.240074774368384,0,0,0,0,-0.0900915673151194,0,0.0508074701671136,0,0,0,0,0,0,0.202700739872201,0,0,0,0.155785799302546,0,0,0,0,0.111444522006092,0,0.14879970495844,0.0359405370559411,-0.0747519587822629,0,0,0,0,0,0
X600027.SH,0,0,0,0,-0.0144248181431724,0,0,0,0.51072553148796,0,0,0,-0.047753985485266,0,0,0,0,0,0,0,0,0,0,0,0.453586344562446,0.132406772870542,0,0,0,0,0,0,0,0,0.0426035849777281,0,0,0,-0.00846295588712715,0,0,0,0,0,0,0,0,0,0,-0.031850578143058,0,-0.0217816381654181,0,-0.164125022428881,0,0,0,0,0
X601991.SH,0,0,0.120534649403848,0,-0.0624430695706036,0,0,0,0,0,0,0,0,0,0.00476935779903021,0.0157142437420716,0,0,0,0,0,0.0986101322380903,0,0,0,0,0,0,0,0.361910652975363,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0545385366129802,0,0,0,0,0,0,0,0,0,0,0,0.0142512153550672,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0.174173430753704,0,0,0,0,0,0.513817589339103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030378250275237,0,0,0,0,0,0.0405425227477126,-0.00956797746908848,-0.0663208453693235,0,0,0,0,0,0,0,0,0,0,0,0.0503095716389099,0,0,0,0,0,-0.00874226933163935,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0.0107180789512031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066259912090457,0,0.0995097975557837,0,0.26774235292827,0,0,0,0.141616690458313,0,-0.0304822732533841,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.324858934744415,0,0,0,0,0,0,-0.0526934161176498,0,0.204678382450613,0,-0.0440157285944607,-0.0278542921154894,0.0673738188213425,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0,0,0,0,0.0651709581452405,0,0,0.228805574108142,0,0,-8.67361737988404e-19,0,0,0,0.00295697133074451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271614722971449,0,0,0,0,0,0,0,0,0,0,0,0.0586443280352094,0.0726137931366118,0,0,0,0,0,0,0,0,0
X000786.SZ,0,-0.0142756910398916,0,0,0,0,0,0,0,0,0,0,0,-0.0839652881765087,0.0611026623059571,0,0,0,0,0.0700660264560285,0,0,0,0,0,-1.73472347597681e-18,0.148920899139005,0,0.0594667033985118,-0.0207431869216327,0,0,0.12580737920277,0,0,0,0,0,0,0,0,-0.0456486548479414,0,0.0346276725777907,0,0,-0.129533516688793,0,0,0.0255225817073113,0,0.0819135190978306,-0.102003428371812,0,0,0,0,0,0
X600995.SH,0,0,0,0,0,0,0,0,0,0.0108032536517139,0,0,0,0,0.136189680620559,0.0182412413939564,0,0,0,0.0558417765939163,0,0,0,0,0,-0.00880991627150442,0,0,0,0.0428020304006592,0,0,0,0.209696850555586,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0161743603239184,0,0,0,-0.148105315340805,-0.024887204523584,0.0151102080514926,0,0,0,0,0,0
X000629.SZ,0,0,0,0,-0.010181734601838,0,0,0,0,0.0450350275178762,0,0,0,0.401132865600253,0.0436095240348248,0,0,0,0.0259345715771696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0137648790229216,0,0,2.77555756156289e-17,0.0714688171759104,0,0,0,0,0,0,-0.0500109456267568,-0.0305061432401862,0.0619419558914277,0,0,0,0,0,0
X600378.SH,0,0,0,-0.258490038884228,0,0,0.624833777890025,0,0.159773023985877,0.0396108315513531,0,0,0,0,0,0,0,0,0,0,0,0,-0.338212662474752,0.626255752385486,0,0,0,0,-0.890247814043112,-0.160198361629784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13594257031466,0,0,0,0,0,0,0.473771220342101,0.0304039035322911,0.0410199581642922,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0,0,0.209097492781642,0,0,0,0,0,0,0,0,0,0,0,0,0.00115326136837188,0,0,0,0,0,-0.138702664106828,0.392230284497992,0,0,0,0.126489656311166,0.0525537940495868,0,-0.0120602325869156,0,6.93889390390723e-18,0.16360956550902,0,0,0.08351323057558,0,0,0,0,0,0,0,0,0,0,0,0.000899666076497893,-0.0297497763711306,0,0,0,0,0,0
X000933.SZ,0,0,0,0,0,0,0,0,-0.00897569467802129,0,0,0.150561632971758,0,0,0,0.0591920641978396,0,0,0.156242907250162,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.606302694621462,-0.0777900690187183,0,0,0.117988134560015,0,0,0,0,0,0,0,0,0,0,0,0,0.0782092975778827,0,0.00932553315424086,0.00463816638096028,0,0,0,0,0,0
X600219.SH,0,0,0,0,0.00459797625317525,0,0,0,0,0,0,0,0,0.0978700147059322,0.0543242429627379,0.017497990345892,0,0,0,0,0,0,0,0.0529099893788403,0,0,0,0,0,0,0,0,0.154797522947054,0.0672786466468828,0,0,0,-0.0522572090832746,0,0.0803435862961263,0,0.0954536463071603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000408.SZ,0,-0.269692618007432,0,0,-0.0405366255597514,0,0,0.287501397843054,0,0.120210937600502,0.0787986701154852,0,0,0,0,0.0361972144767549,0,0,0,0,0,0,0.0154157261413747,0,0.236956403212604,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.00557174490484243,0,0,0,0,0,0,0,0,-0.0194149098027966,0,0,0,0,0.0818174567756816,-0.071211083268062,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762323171552461,0.124931588052911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313953345973867,0,0,0.0644891921502698,0,0,0,0.285652037027809,-0.0661548869769522,0.0433490988852505,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122663007012837,0.00966239396669035,0,0,0,0,0,0
X600096.SH,0,0,0,0,0.0128529692110927,0,0,0,0,0,0,0,0,0,0,0.190714129091045,0,0,0,0,-0.00244656861165536,0.169233953443033,0,0,0,0,0,-0.154793447198816,0.350699400447276,0,0.0152228388598463,0.054784454367928,0.00777893847385816,0,0,0,0,0,0.107537948663543,0,0,0,0,0,0,0,0,0,0,0.0924528046353036,0,1.73472347597681e-18,0.0384211918049156,0,0,0,0,0,0
X000932.SZ,0,0,0,0,0,0,0,0,0.00671833306617486,0,-0.127613762495562,0.334455034825599,0,0,0,0.0106075361925814,0,0,0,0.168704445386401,0,0.0290830871468821,-0.051434087472626,0,0,0,0,0,0,0.0792923553969483,0,0,0,0,0.0277397704416227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0621507470209004,-0.0489309536011205,0,0,0,0,0,0
X600688.SH,0.242574272142163,8.67361737988404e-19,0,0,0.0177030893560885,0,0,0,0.0269496875476126,0,0.0564328815834066,0.067325487127449,0,0,0,0.00536547319133599,0,0,0,0.0829404934554511,0,0,0,0,0,0.0465506629519191,0,0,0,0,0.133608269387132,0,0,0,0,0,0,0.10942743601147,0,0,0,0,0,0,0,0,0.0155998292549609,0,0,0,0,-0.0031213793581804,-0.0140340167963198,0,0,0,0,0,0
X300037.SZ,0,0,0,0,-0.109642587545606,0,0,0,0,0,0,0,0,0.187199702990676,0,0.20381722450393,0,0,0,0,0,0,0,0,-0.0952049167492809,-0.0436576301137822,0.143172073861862,0.0852271427394193,0,-0.122008362956518,0,0,0,0,0,0,0.0545241337643198,0,0,0,0,0,0,0,-0.300474960689855,0,0,0,0,0,0,-0.00614598753253131,-0.00889052901768345,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.0669042954808411,0,0,-0.0175941636399539,0,0,0,0,0,0,0,0.0525664562921719,0,0,0,0,0,0,0,0,0,0.0162240104648088,0,-0.00199538369234826,0,0,0,0,0.156385694388843,0,0,0,0,0,0,-0.00144343038914024,0,0,0,0,0,0,0,0,0.00982234835447155,0,0,0,0,0,0
X000630.SZ,0,0,0,-0.0811172463055229,0,0,0.444149638627936,0,0,0,0,0,0.0875142271231993,0,0.120781754996086,0,0,0,0,0.206508904271089,0,0,0,0.135343210578817,0,0.0627115507369618,0,0,0,0,0,0,0,0,0,0,0,-0.180346887975891,0,0,0,0,0,0,0,0,0,0,0,0,0.29143405822491,0,0.0482847278141381,0,0,0,0,0,0
X000683.SZ,0,0,0,0,0,0,0,0.109556091164962,0.0685182495231658,0,0,0,0,0,0.0466096024014431,0.0484620086647031,0,-0.0108767821164956,0,0,0,0,0,0,0,0.234245981745096,0,0,0,0,0,0,0,0.0446922246267306,0.0532958378845843,0,0.069034759433163,-0.0369914284587792,0,0,0,0,0,0,0,0,0.227221676136487,0,0,0,0,-0.0327834361588304,0,0,0,0,0,0,0
