,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X601898.SH,X600019.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X600547.SH,X000301.SZ,X600886.SH,X600795.SH,X601600.SH,X000877.SZ,X002271.SZ,X600426.SH,X600362.SH,X600803.SH,X600027.SH,X600176.SH,X601699.SH,X601991.SH,X000983.SZ,X000408.SZ,X600160.SH,X000629.SZ,X600348.SH,X600995.SH,X000723.SZ,X600096.SH,X600219.SH,X600489.SH,X600378.SH,X000786.SZ,X002192.SZ,X600157.SH,X000831.SZ,X000933.SZ,X000807.SZ,X002353.SZ,X600688.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.557031281388392,0,0,0,0,0,0,0.15769566658977,0,0,0,0,0,0,0,-0.0699547676420321,0,0,0.147735423093356,0,0,0,0,0.0399238251640808,-0.00533200674022595,0,0.0191061936909468,0,0.0245066662752426,0,0,0,0,0,0,0,0,0.0813262246106132,0,0,0,0,0,0,0,0.104081099531529,0,0,0,0.00223172699027926,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.271852451296457,0,0,0,0,0,0,0.108546992398447,-0.0906846789436211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117948479892598,1.73472347597681e-18,0,0.294450845458389,0,0.0858017451872211,0,0,-0.0458186645914025,0,0,0.00547837816760578,0,0,0,-0.0379887495642523,0,-0.00230539976641874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.545709093854585,0,0,0,0,0,0.00894466654346132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308212258513451,0.031222747448222,0.0258345000875385,0,0.0856651974692753,0,0,0,0.0189053865302552,0,0,0,0,0,-0.0101902405299563,0,0,0,0.0290475384049682,0,0,0,0,0,0,0,0.022498260059328,-0.0154080830778795,0.00163724709329334,0,0.00769070941336855,0,0.0311019731721298,0,0,0,0,0
X600309.SH,0,0,0,0,-0.224027030146218,0,0,0,0,0,0,0,0,0,0,0,0,0.0464367909251722,0,-0.0254257806347055,0,0.00617970691553272,0,0.345421678664109,0,0.218550556108395,0.123076915237287,0,0.050313438743295,0,0,0,-0.0684322473392423,0,-0.130401675646611,0.00824895113379623,0,0,0,0.0893248731217433,0.130550348979198,0.203887568020449,-0.0924637408615137,0,0,0,0,0.00768631236882442,0,0,-0.0720548986278693,0,-0.0340948542556421,0,0,0,0,0,0
X600188.SH,0,0.63909198861653,0,0,0,0,0,0,0,0.131636928359291,0,0,0,0,0,0,0,0,0,0,0,0,-0.00576333578996978,0,0,0.070419164787459,0,0,0,0,0.0230561069189866,0,0,-0.0138447615673467,0,0,0,0,0,0,0,0,0,0,0,0.13479624179368,0,0,0,0,0.135210643259409,0,0,0.131871202610296,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.348262292823456,0,0,0,0,0,0,0,0,0,0,0.0680506202597492,0,0,0,0,0,0,0,-0.237680787393775,0,0,0,0,0,0,0,0.11813725577411,0,0,0,0,0.0658514419843297,0,0,0,0.154652946749299,0,0,0.00591752093359727,0.128525760330961,0.140647458085431,0,0,0,0.0239657608771795,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.422194420421162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138903435507942,0,0,0,0,0,0,0,0,0.165608856954554,0.0573625056487909,0,0.523305388784996,0,0,0,0,0,0,0,0,0,0,0,0,0.173731232690958,-0.118594711602105,0,0,-0.157916520478206,0.0116237073695706,0,0.0158263478857273,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0677295930999386,0,0,0,0.0974851879082329,0,0,0,0.128053691646203,0,0.0180378906230328,0,0,0,0,0,0,-0.116717383026013,0,0,0,0,0,0,0,0,0.141597008472918,0,0,0,0.458944288322552,0,0,0,0.0100039187326385,0,0,0,0.0409676662919086,0,-0.00433415896846793,-0.023544312259573,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.18690810856845,0,0,0,0,0,0,0.216708570656961,0,0,0,0,0,0,0,0.106615467027301,0,0,0,0,0,0,0,0,0,0,0.267679110062837,0,0,0,0,0,0,0,0,0,0.0935550663024012,0.0497910685492389,0,0,0.0757851885879463,0,0,0,0,0,-0.00147398200944549,0.0211821880590736,0,0,0,0,0,0
X601898.SH,0.0197731786699099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796821164191162,0,-0.0386097619818546,0,0,0.184616305942114,0,0,0.128390297530975,0,0.336049222254221,0,0,0,0.046356546118363,0,0,0,0,0,0,0,0,0,-0.0916487294002944,0.114577775400203,0,0,0,0,0,-0.00424463346187857,0,0,0,0,0,0,0
