,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X600010.SH,X601600.SH,X601991.SH,X600795.SH,X600188.SH,X600362.SH,X600886.SH,X600111.SH,X600027.SH,X600688.SH,X601992.SH,X600583.SH,X600309.SH,X000709.SZ,X600352.SH,X601158.SH,X000792.SZ,X000898.SZ,X600157.SH,X600660.SH,X600547.SH,X000629.SZ,X600489.SH,X000027.SZ,X002353.SZ,X000539.SZ,X600008.SH,X600021.SH,X600808.SH,X000825.SZ,X000060.SZ,X000831.SZ,X600219.SH,X600549.SH,X000630.SZ,X600578.SH,X002470.SZ,X600307.SH,X601699.SH,X600315.SH,X000959.SZ,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.440199856189444,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0282536993651964,0,0.224846229464205,0,0,0,0,0,0.0735987938677047,0,0,0,0,0,0,0,0.0310116582746157,0,0,-3.46944695195361e-18,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289750497021424,0,0,0,0,0,0
X600028.SH,0.386067045907329,0,2.77555756156289e-17,0,0,0,0,0,0.0454368142703294,0,0,0,0,0,0,0,0,0,0.202797053066541,0,0,0,0,0,0,0,0,0,0,0.107581220699771,0.0668176134052485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202835489498646,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.413702486120832,0,1.0842021724855e-19,0,0,0.187946088287974,0,0,0,0,0,0,3.46944695195361e-18,0.0635589414848371,3.46944695195361e-18,0,0,0.0143318748648336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300844194886336,0,0,0,0,0,0,0.166472050020847,0,0,0.0185202996181079,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0777280051380059,0,0.20055789851478,0,0.0122961936377654,0.0593060336240908,0,0,0,0,0.488022240572147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010090433521285,0,0,0,0,0.08519073266413,0,0,0,0,0,0,0,0,0,0,-0.0119169225858973,-0.029210799621699,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312354084954312,0.188580350343804,0.0332663576629905,0,0,0,0,0,0,0,0,0,0.0174285312374616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098043571420273,0.0400885138654868,0,0,0.116598409808843,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.0624846729916059,0,0,0,0,0,0,0,0,0,0,0,0.0385007384897746,0,0.207320803084263,0.0264970836939604,0,0,0,0.197026411478195,0,0,0,0.137243170640916,0,0,0,0,0,6.93889390390723e-18,0,0.061296686418931,0,0.00373109691709888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.102421139003273,0,0,0,0,0,0.156016807559761,0.160195362449719,0.0121578279609859,0.0440915300628176,0,0,0,0,0,0,0,0,0.00356696972945804,0,0,0,0,0,0,0,0.0815879388738315,0,0,0,0,0.0197530106809658,0,0,0.0518832276007199,0,0,0,0,0,0,0,0,0.279165692360558,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.41424596281555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0888889416084563,0,0,0,0,0,0.182521367397946,0,0,0.0652429006272793,0,0,0,-0.0770999643815416,0,0,0,0.0797247901909413,0,0.0597602927849207,0.234160315612755,0,0.0611385891484415,0,0,0.141078778877885,0.0607158163811138,0,0,0,0.0962455555168085,-0.0489197926567979,0,0,0.0607241526510543,0,0
X601600.SH,0,0,0,0,0,0,0.0756079504919819,0,0,0.00892080930853797,0.00675637023457725,0,0,0.0972462623248291,0.234425639834275,0.219516380383958,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.23583332023325,0,0.0570554438828844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987909535476135,0,0,0.0315282963155497,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,-0.00052441135955725,0.250270634121976,0,0,0,0,0.23338697165987,0,0.168216361473506,0,0,0,0,0,-0.0303012295547704,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.182106444442674,0,0,0,0,0.0617388790200149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.267319548963706,0.128629954057534,0,0,0,0,0,0.142940867801892,0,0,0,0,0,0,0.0560543366740549,0,0,0,0,0,0,0,0.00227672752482576,0,0.0375253886765935,0,0.054025841517694,0.0651984669358864,0.135413779846905,0,0,-8.67361737988404e-19,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0769899446721893,0,0.0254883188163368,0,0,0,0,0,0.289230542360708,0.119894429770848,0,0,0.0698013478970868,0,0,0,0,0,0.117870617024653,0,0,0,0.0661890129960279,0,0,0,0,0,0,0,0,0,0.214567907394569,0,0,0,0.150225902511303,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0261058221259501,0,0,0,0,0,0
X600362.SH,0,0.0530839173393638,0,0,0,0,0,0.163278522126433,0,0,0,0,0,0,0,0,0.0927958509539056,0.00944015697729089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.17828767364978,0,0.00569171931779565,0,0,0,0,0.0418066553539734,0,0,0,0,0,0,0,0,0,0
