,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002271.SZ,X600660.SH,X000877.SZ,X600011.SH,X002466.SZ,X600188.SH,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000723.SZ,X000786.SZ,X600219.SH,X000408.SZ,X002080.SZ,X600803.SH,X601991.SH,X600795.SH,X600688.SH,X002353.SZ,X600801.SH,X600027.SH,X300073.SZ,X600352.SH,X000959.SZ,X000807.SZ,X000825.SZ,X000932.SZ,X300037.SZ,X600489.SH,X600157.SH,X600516.SH,X600486.SH,X600160.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.015071472005741,0,0.0949451701185293,0,0,0,0,0,0,0,0,0.0153211541780005,0,0.0136108174707456,0.00514879891029291,0,0,0,0,0,0,0.104693718488874,0,0,0,0,0,0,0.118767893754867,0,0,0.112999837252045,0,0,0,0,0.00414304818061917,0,0,0,0,0,0,0,0,0,-0.056566097032694,-0.00137694265015734,0,0,0,0,0,0
X600028.SH,0.0295284615927486,0,0.00163727835323818,0,0,0,0,0,-0.0751827331162817,0,0,0,0.0496963188163143,0,0.0197052397553049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474850509067408,0,0.0897245667948976,0,0,0,0.0189677354503315,0.0259632244156632,0,0,0,0,0,0,0,0,0.066465169790894,0,0,0,0,0,0,0,0,0
X601088.SH,0.0344033014135671,0,0,0,0.142819498447289,0,0,0,0.0974937896036618,0,0,0,0.155286585000154,0,0.194409324129783,0,0,-0.029891200612624,0,0,0,0,0,0,0,0.0673485326442045,0,0,-0.00445099571498702,0,0,-0.161059822291565,0,0.123763720777598,0,0.0113499640209085,0,0,0,0,0,0.0340121608650672,0,0,0,0,0,0,-0.0167540068105233,0,0,0.0193214406344201,0,0,0,0,0.0319679055519686,0,0
X600309.SH,0,0,0,0,0,0,0,0.00203495180245094,0,0.0337162942839653,0.0798281236106494,-0.200333984815511,0,-0.0460477262138396,0.037675624029656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115802694222978,0,0,0,0.0418595246343413,0,0,0,0,0,0.0920366715263868,0,0,0,0,0,0,0,0,0,0.0210634523004084,0,-0.030409063857861,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0809195188269469,0,0,0,0,0.114443266036103,0,0,0.0283428190603139,0,0.0626923623238596,0,0,0,0,0,0,0,0.293278622199877,0.0558999424123482,0,0,0,-0.117490059467052,0,0,0,0,0,0.323129297923865,0.0419956635288701,0,0,0,0,0.0456659756627506,0,0,0,0,0,0,0,0,0,-0.0015250699241628,0,0,0,0,-0.0098729178545542,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429614999275083,0,0,0,0.142396933325821,0,0,0.135332418380848,0,0,0,0.109529736986357,-0.115511831829413,0,0,0.0576382503053334,0.0617545985912674,0,0,0,0,0,0,0,0.120791623447957,0,0,0,0,0,0.198091992771566,0,0,0,0,0,0,0,-0.0347878157688819,0,0,0,0,-0.0814942397493115,0,0
X000792.SZ,0,0,0,0,0,0,0,-0.0632682708660503,0.175823505875355,0,0,0,0,0.0392629432933507,0,0,0,0.00870402008670615,0,-0.123756894589124,0,0,0,0,0,0.329627583273857,0,0,0.0625690668612036,0,0,0,0,0,0,0,0,0,-0.160986484404605,0,0,-0.193831730588907,0,0.0225375709376839,0,0,0,0,0.101539707064009,0,0,0,0,0,0,0,0,0,0
X600019.SH,0.113827788303559,0,0,0,0,0,0,0,0,0,0,0,0.0218684541395323,0,0.00481450004752553,0,0,0,0,0,0,0,0,0,0,-0.0724726600774294,0,0,0,0,0,0,0,0.00423653541843367,0,0,0.0737757287004384,-0.043886332008209,0,0.0401779206404462,0,0.211597383385841,0.352995140061674,0,0,0,0,0,0,0.0141888346856385,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0895241788640846,0,0,0,0,0,0,0,0.207427235797951,0.0155969851499177,0.129546483303452,0.210682880273667,0,0.0214982811498152,0,0,0,0,0,0,0.110080377403568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564975973640339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00757797798056936,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.0346640184296496,0,0,0,0,0,-0.106594945273847,0,0,0,0,0.202845849181561,0,0.109415159258678,0,0,0.642845029645658,0,0,0.010314243624246,0.0711298765275528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0633252542333377,0,-0.00402539691300291,0,0,0,0,0,0
