,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X600011.SH,X002466.SZ,X002271.SZ,X600188.SH,X600660.SH,X600010.SH,X000877.SZ,X601600.SH,X000301.SZ,X000708.SZ,X601898.SH,X600886.SH,X000723.SZ,X600547.SH,X600362.SH,X600176.SH,X600426.SH,X000408.SZ,X601991.SH,X000786.SZ,X002080.SZ,X600803.SH,X600795.SH,X600219.SH,X600027.SH,X600688.SH,X300037.SZ,X600399.SH,X300073.SZ,X600141.SH,X600157.SH,X002326.SZ,X600516.SH,X600801.SH,X600021.SH,X000825.SZ,X600352.SH,X600486.SH,X000959.SZ,X000027.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.514519757844141,0,0,0,0.00307682705186482,0.0389520606373242,0,0,0,0,0,0.00575904728699293,0,0.0168579207517559,0,0,0.0593997431433796,0,0.0341605664706635,0,0.0182177272536743,0,0,0,0.0192764395710814,0,0,0,0.00958638923650565,0,0,0,0.105915137727458,0.031241388071373,0,0,0,0,0,0,0.0917803223926654,0,0,0,0,0,0,0,0,0,-0.00954642599923209,0,0,0,0,-0.0666684092643578,0,0
X600028.SH,0.17737625614334,0,0,0,0,0,0,0,0,0,0,0,0.0601252677482569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10695076928249,0,0,0,0,0,0,-0.0204020416522033,0,0.101120398518946,0,0,0.0800417708800868,0.0193973232689094,0,0,0,0,0.0534538433524781,0,0,-0.0148834184467287,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0438482431892666,0,0,0.116750486719457,0.110129734952247,0,0.360974709984097,0,0,0,0,0,0,0,0.0156912275998461,0.105591886964949,0,0,0,0,0,-0.0950101171334291,0,0.0133978062935752,0,0,0,0,0.14318650674318,0,0,0,0.0340256455623567,0,0,0,0,0,0,0,0,0,-0.157669636512804,0,0,0,-0.00820058328078342,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0482680977005332,-0.0156376663701963,1.73472347597681e-18,0.0598800130254892,0.0968269980740378,0.0561696109378422,0,0.0638875899753954,0,0,0,0,0,0,0,0,0,0,0,0.0750799223301139,0.166263335735218,0,0,0,0,0,0,0,0,-0.000246761314772301,0,-0.0713032322624006,-0.0665790391350804,0,-0.0603740442873302,0,0,0,0,4.33680868994202e-19,0,0.0269309494687096,0,0,0,0,0,-0.0405914776407009,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0632143141143365,0,0.0555920422761176,0,0,0.235971242893753,0,0,0,0,0.0629026971030943,0,0,0,0.266448934654519,0,0,0,0.105040494525012,0,0,0,0,0,0,0,0,0,0,0,-0.063627892843589,0,0.313369364239577,-5.42101086242752e-20,0,0.00518921663464546,0,0,0,0,0,-0.00516054735687595,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.53081996662007,0,-0.0302386422175517,0.416519571925761,0,0,0,0,0,0,0,-0.0623806570841262,0.175911312950605,0,0,0,0.0649003674898814,0,0,0,0,0,0,0,0,0,0,0.105584713631161,0.191806608580642,0,0,0,-0.0311102897506422,0,0,0,0,0,0,0,0,-0.0114347493210391,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.120932115349831,-0.022447042601541,0,0,0.124293897317974,0,0,0.326364828699208,0,0,0,0.0206461352162056,0,0,0,0,0.354224778064737,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110839877123042,-0.177526189119041,-6.93889390390723e-18,0,-0.2156661007539,0,0,0,0,0,0,0,0,0.0137971811662009,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0843637584021529,0,0.0148673829990518,0,0,0.0154837578799243,0,0,0,0,0,0,0,0,0.0489209109296057,0,0,0,0,0,0,0.0712966986700811,0,0,0,0,0,0,0,0.0323662599525869,0.249855868301833,0.0102910229820035,0,0,0,0.0958077758514606,0,0,0,0,-0.0266619196684034,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.14904514653004,0,0,0,0.128800065973156,0.316691031395427,0.119641239239605,0,0,0.177996073252257,0,0,0.167021333422407,0,-0.0652876653752803,0,0,0,0,0,0.100785288795522,0,0,0,0,-0.121505967797045,0,0,0,0,0,0,0.101594291622089,0,0,0.054234771424751,0,0,0,0,0,0,0,0,0,0,-0.00943000546248104,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127898426919058,0,0,0,0,0,0,-0.206381101216954,0,0,0.0100214701335172,-0.0338912410323897,0,0,0.419358541214331,0.0407415842151377,0,0,0,0,0,0.0916003498433245,3.46944695195361e-18,-0.0851765416752745,0.441357376802471,0,0,0,0,0,0,0,-0.00197145520293598,5.42101086242752e-20,0,0,0,-0.0169252029051629,0,0
