,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600886.SH,X600010.SH,X600111.SH,X000301.SZ,X000708.SZ,X600426.SH,X600362.SH,X002271.SZ,X000877.SZ,X600795.SH,X601699.SH,X000983.SZ,X600176.SH,X600489.SH,X600027.SH,X600803.SH,X000807.SZ,X000786.SZ,X601991.SH,X000932.SZ,X600160.SH,X000630.SZ,X000933.SZ,X600219.SH,X000408.SZ,X000629.SZ,X600612.SH,X002080.SZ,X600985.SH,X600688.SH,X002353.SZ,X300037.SZ,X000539.SZ,X601168.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.907381568737164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231728300895016,0,0.0383952349135111,0,0,0,0.0640204575226122,0,0.167985223108731,0.0237689078322792,0,-0.0672182702951466,-0.0195305856177105,0,0,0.0373836837653825,0,0,0,0,0.0558324470538743,0,0,0,0,0,-0.0715351386046407,0,0.00471113269920426,0,0,0,0,0.0360237267859919,0,0,0,0,0
X600028.SH,0.459868009941647,0,0,0,0,0,0,0,0.284422132765445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0986912559619794,0.0717584881307889,0,0,0,0,0,0,0.0914692549184691,0,0,0,0,-8.67361737988404e-19,0,0,-0.0236485735112961,0,-0.00419542693141239,0,-0.219824224934347,-0.0276541379178435,0,0.0289221225916738,0,0,0,0,0,0
X601088.SH,0,0.122627019910313,0,0,0.187009367053476,0,0,-0.0496112799425505,0,0,0,0,0,0,0,0,0,0.0728373902104395,0,0,0.160763363152501,0.0107148168941924,0,0.044431265655595,0,0,0,0.224924103975668,-0.00834154604529776,0,0,8.67361737988404e-19,0,0,0,-0.171845819723865,0.0576437973461332,0,0,0,0,0.06288118699905,0,0,0.0592826061095926,0,-0.015562391886621,0,0,0,0,0,0.0187358795320872,0.117104479424603,0,0,0,0,0
X600309.SH,0.0347798784719638,0,0,0,0,0,0,-0.0073602572225616,0,0,0,0.0512596334402503,0,0,0.251883995002191,0,0,0,0,0,0,0,0.110440508591313,0,0,0,0.0157956884354994,0,0,0,0.00943543123749718,0,0,0,0,0,0,0.0410440820797991,0,0,-0.0280326069865233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0.79785496862108,0,0,0,0,0,0,-0.245483196779773,0.0908408371070606,0,0,0,0,0,0,0,0,0,0,0,-0.134701013645906,0,0,0.361004991990853,0.00998376215187751,-0.0521586168457967,0,0,0,0.127409352835549,0,0,-0.123794095985542,-0.0330278193115564,0,0,0,0,0,-0.227430583367109,0,0,0,0,0,0,0,0,0,0.015571396910741,-0.00743697983171305,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0972176305563968,0,0,-0.0627574864979552,-0.214826676873528,0,0,0,0,0.101015951381813,0,0,0.113988204125336,0.0779701207457534,0,0,0,0,0,-0.220770354078487,0,0,0.0751211966223941,0,0,-0.0132382679274435,0,0.209615466132279,0,0,0,0,0.0243146953238407,0,0,0.156283309777654,0,0,0,0,0,0,0.00369452438152916,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0163247163168125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255145204621187,0.000302889169767251,0,0,0.13667811172395,0,0,0,0,0,0,0.110465672451202,0,0,0,0.281119212526151,0,0,-0.0190651941290137,0,0,0,-0.0119769209289095,0,0,0,0,-0.211967773365985,0,0,0,-0.0201466843921718,-0.00929389517873376,0.0356707257203562,0,0,0,0,0,0
X600011.SH,0,0,-0.29988055954294,0,-0.0461114628241117,0,0,0,0,0,0,0,0,0,0,0.473045645479913,0,0,0,0,0,0,-0.0624725408607724,0,0.0050526113041108,0,-0.0648902711404597,0,0,0.409984138987663,0,0,-0.128286410443591,0,0,0.0273970137975597,0,0,0,0,0,0,-0.0939568371563128,0,0,0,0.0647985331816279,0.126464490935285,0.063192153019931,0,-0.0893497850095115,-0.0105735999791072,0,0,0,0,0,0,0
X601898.SH,0.10000445094776,0,0,0,0,0,0,0,0,0,0,0,-0.0122902455423335,0,0.0111237659051996,0,0,0,0,0,-0.0659567175587895,0,0,0.0755490082424214,0,0.257019613558473,0.147872149202748,0,0,0,0.199228329053954,0,0,0,0,-0.063836290432668,0,0,0,0,0.0729356097578527,0,0.0489746417192666,0,0,0,-0.17120739674867,0,0.0871917134199777,0,0,0,0.00247714369660562,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.196715642921389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422194865769855,0,0.066135907141339,0,-0.0231822034073943,0,-0.000871050822286516,0,0.38080466181568,0,0.0984496779315448,0,0,0,0,0,0,0,0,-0.135476967229876,0,0.127559923579834,-0.0310973115165556,0,0,0.0982396239101825,0.0422161951419864,0,0,0,0,-0.029503205604744,0,0,0,0,0,0,0
