,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X601992.SH,X600111.SH,X600299.SH,X600188.SH,X601158.SH,X600623.SH,X600583.SH,X000027.SZ,X600309.SH,X600352.SH,X000539.SZ,X600660.SH,X600160.SH,X000792.SZ,X002466.SZ,X000709.SZ,X000629.SZ,X000630.SZ,X000898.SZ,X000060.SZ,X600098.SH,X000883.SZ,X600021.SH,X002470.SZ,X600547.SH,X600489.SH,X002004.SZ,X600578.SH,X000012.SZ,X600315.SH,X600863.SH,X300072.SZ,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.325295070878638,0,0,0,0,0,0,0,0,0,0,0,0.0155158733734844,0,0,0,0,0,1.38777878078145e-17,0,0,0.118318474054619,0,0,0,0,0,0,0.068800541754658,0,0.105699015072309,0,0.0365238149407712,0,0.0424993287372962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00451518147093702,0,0.0204566851521046,0,0,0,0,0
X600028.SH,0.391909469939852,0,0,0,0,0,0.0712169416323244,0,0,0,0.0158640809236149,0,0,0,0,0,0,0,0,0,0,0,0.152113362985024,0.00285678052003886,0,0,0,0,0,0,0,0,0.0315470387943986,0,0,0.015487036284014,0,0,0,0,0,0,0.0337996535293212,0,0,0,0,0.0356516205837267,0,0,0.0159775957714671,-0.00962578535346109,0.0582290783345394,0,0,0,0,0
X601088.SH,0.183242265458119,0,0,0,0,0,0.105562818483051,0.0908017283535681,0,0,0,0,0,0,0,0.061228247831632,0.0137817976563104,0,0,0.0295754908590345,0,0,0.0150076984289035,0,0,0,0,0,1.0842021724855e-19,0.0177918175945149,0,0.144016005431245,0,0,0,0.0549572420707351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221783031020006,0.0126622505941296,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.145508945747268,0,0,0,0.0694672684184483,0,0.038122821214082,0,0,0,0,0,0,0,0,0,0,0.107156259628265,0,0,0,0,0.0221796644606938,0,0.108567990511636,0,0,0,0,0.0328436991829057,0,0,0,0,0,0,0,0.0284551192539071,0,0,0,0,0,-0.0133609590086289,0.0251242442485837,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000435919876807732,0.00642858793821126,0,0.0733722901406434,0.500522036819835,0,0.0741442607437132,0,0,0,0,0,0,0,0,0,0,0.0219217826404088,0.104480462401481,0.135566065232304,0.0304381771276777,0,0.0321545896365778,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0135120915792363,-0.0181471648483355,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683978509625849,0,0,0.197121407064989,0,0,3.46944695195361e-18,0,0,0,0,0.0474536497773859,0.0254404370414243,0,0,0.0116009553715889,0,0,0.0882189149549258,0,0,0,0.04442818739102,0,0,0,0,0,0.158521486342136,0,0,0,0,0,0,0,0,0,0.0163589939591546,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0269799071967272,0,0,0.0744733093322787,0,0,0,0.00432658373392771,0,0.00434787293037913,0,0,0,0,0.039977677927108,0,0,0,0.0427666609014687,0,0,0.226812498224015,0.0654312980029885,0,0,0.0503540447861307,0,0,0,0,0,0,0.0243684216162784,0,0,0,0,0,0,0,-0.0211492075508985,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.120942349069016,0,0,0,0.131889525001416,0,0.128375991058311,0.0613700508507685,0,0.0533936269485498,0.026218610160862,0,0,0.0307175640623229,0,0,0,0,0,0.0833617465827754,0,0,0,0,0,0.0592164335152007,0.0570213224625549,0,0,0,0,0,0,0,0.02588948749164,0,0,0,0,0,0,0.00259300337873545,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0356835100991507,0,0,0,0.0467395865922335,0,0,0,0,0,0.110590682183283,0,0,0,-1.73472347597681e-18,0,0,0,0,0.00998809128949569,0,0,0.0577834743551881,0,0,0.0989681324958483,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343144173875009,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00958898401078605,0.140744120791277,0.00411301440937944,0,0,0,0.224254366974167,0,0,0,0,0,0,0,0,0.0130790292229558,0,0,0.17647266931656,0,0,0,0.143401111616994,0,0,0,0,0,0.0521622917144515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
