,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X601898.SH,X600010.SH,X600660.SH,X600688.SH,X601991.SH,X601600.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X002466.SZ,X600547.SH,X600027.SH,X600516.SH,X601992.SH,X002460.SZ,X600111.SH,X600176.SH,X600299.SH,X000709.SZ,X000629.SZ,X300072.SZ,X000825.SZ,X600352.SH,X600339.SH,X600808.SH,X600583.SH,X000553.SZ,X600801.SH,X000786.SZ,X002110.SZ,X000301.SZ,X600426.SH,X601158.SH,X000883.SZ,X600219.SH,X000932.SZ,X000792.SZ,X000408.SZ,X601699.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0803410044354556,0.0386860673627069,0,0,-0.18518445305843,0.133504511888087,0,0,0,0,0.0736504666537236,0,0.0228207234636058,0,0,0.0819995696139775,0,-0.0635977383757037,0,0,0,0,0,0,0,0,0,-0.0203960714581462,0,0,0,0.173177302580048,0.0199723469207123,0,0,0,0,0,0,0.0664137339715417,0,0,0,0,0,0,0,0,-0.0623955954358382,0.0151905014946837,0.0136931122459543,0,0,0,0,0,0
X600028.SH,0,0,0.0806604152715151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304092803125858,0,0.125156645456979,0,0.174112021995255,0,0,0,0,0.0841565634344873,1.73472347597681e-18,0.0379565431879767,0,0,-0.00695560666027465,-0.0160824045641799,0,0,0,0,0,0
X601088.SH,0,0.0349154558630988,0,-1.73472347597681e-18,0,0,0,0.0546928184331837,0,0,0,0,0.0921402384901359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291732723985856,0,0,0,0,0,0,0,0,0,0.0238666377303245,0.379060420013472,0.0840336715038263,0,-0.00282675246421851,-0.0170155459653379,0,-0.0563365918825396,0,0,0,0
X600585.SH,0,0,0,0,0.138407935826673,-0.0397333846368765,0,0,0,0,0,0,-0.0879813932546404,0,0,0,0,0,0,0,0,0,0,0,0,0.0891142378442475,0,0,0.00908215488898463,0,0,0,0,0,0.0460986991608235,0,0.368908694863776,0.294717940138929,0,-0.078703620424699,0,0,0.0737145153831134,0,0,0,0,0,0,0,-0.0181734857361881,-0.0336097591836935,0,0,0,0,0,0
X600019.SH,0,0,0.0329222653352286,0.0722979135866814,0,0,-0.0387467099439702,0,0,0,0,0,0,0,0,0,0.00338548585779859,0.483104463917449,0,0,0,0,0,0,0,0.102731004823371,0,0,0,0,0,0,0,0,0,0,0.179103799291452,0,0.00576886546111314,0,0,0,0,0,0.164831133540021,0,0,0,0,0,0,-0.00415323855171009,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0511298870905083,0,0.232735009301299,0,0,0,0,0.0756588022706948,0,0,0,0.126738658151633,0,0.0902621308402518,0,0,0,0.0523627814393081,0.0726351297402429,0,0,0.284418719922518,0,0,0,0,0.0397641697456864,0,0,0,0,0,-0.0105197635074263,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0441723367078797,0,0,0,0,0.0608151814499313,0,0.768904835290749,0,0,0,0,0,0,0,-0.00100438190683664,0,0,0.107787706059064,0,0,0,0,0.0322812578087931,0,0,0,0,0,0,0,0,0,0.00265404949617017,-0.000123252235389611,-0.203167056811622,0,0,0.0207248753862446,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.273146068763812,0,0,0,0,0,0,0,0,0.0546441525842364,0,0.0686834958409298,0,0,0,0,0,-0.0209378466923911,0,0,0,0,0,0.00557235212904404,-0.0468013439221271,0,0,0.0284343044130768,0,0,0,0,0,0.0494136408196439,0,0.261128713732999,0,0,-0.0107532249935417,-0.00680625281132519,0,0,0,0,0,0
X600010.SH,0,0,0,-0.0425394902686097,0,0,-0.0118039951804144,0,0,0,0,-0.0679689632581617,0,0,0,0,0,0.300000091607086,0,0,-0.0369332914219614,0.220471865343685,0,0,0,0,0,0,0,0,0.0248678385267505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551530415734553,0.126271972778698,0,0,0,0,-0.00300305635862088,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.126111016356497,0.133761978352292,0,0,0,0,0,0,0,0,0,0,0,0.138175317596743,0.21526406506855,0,0.0246248645009468,0,0.0303061309969333,0,0,0,0,-0.0277995503631628,0,0,0,0.0175065927304175,0,0.019305027732741,0,0,0,0,0,0.0408796935347851,0,0,0,0,0,0.19927567868762,0,0,0.02543000442846,-0.000280532099594967,0,0,0,0,0,0,0
