,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X601600.SH,X600019.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600489.SH,X600111.SH,X002460.SZ,X000708.SZ,X600803.SH,X600027.SH,X002466.SZ,X600160.SH,X000786.SZ,X601991.SH,X000301.SZ,X000807.SZ,X600426.SH,X600219.SH,X000983.SZ,X601699.SH,X000630.SZ,X000408.SZ,X600985.SH,X601168.SH,X600096.SH,X600176.SH,X000933.SZ,X002128.SZ,X000877.SZ,X600378.SH,X002271.SZ,X600995.SH,X002353.SZ,X000883.SZ,X600352.SH,X000027.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.150984536812021,0,0.0963546613223598,0,0,0.157537450419335,0,0,0,0,0,0,0,0,0,0.21440239835068,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344002031670751,0,0,0.0116316584078373,0,0,0,0,0,-0.195466378846484,-0.0240224347733141,0,0.171842688775908,0,0,0,0,0,0.0390515748431864,0,0,0,0,0,0,0
X601088.SH,0.0252881532140158,0,0,0,0.307018208343605,0,0,0,0.0178434526232552,0,0,0,0,0,0,0,0,0,0,-0.0441923762392084,0,0,0,0,0,0,0,0,0,0.0158564483938484,0,0,0,0,0,0.136324590169961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203858434899023,-0.0273967572237063,0,0,0,0,0
X600028.SH,0.456991631947974,0.0421574159393749,0,0,0.223741771111684,0.0811273378557025,-0.00232124757552819,0,0,0,0,0,0,0,0.0527143625814737,-0.0473225327925399,0,0,0,2.77555756156289e-17,0,0,0,-0.0704088119389887,0,0,0.0725086470490265,0,0,0,0,0,0,0,0,0,-0.105197568977599,0,0,0,0,0.037958686491051,0,0,0,0,0,0,0,0,0,0,0.0238433796987524,0.0423330276390652,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958844103338132,0,0.141929280921261,0,0.0203047713395747,0,0.10676866651774,0,0,0,0.352086778063312,0,0,0,0,0,0,0,0,0,0,0.0833518667492295,0,0,0,0,0.0506874395180223,0,0,0.0372571331910917,0,0,-0.106472511925208,-0.0295234084435849,0,0,0,0,0,0
X601898.SH,0,0.660090653299407,0,0,0,0,0,0,0,0.0506826956550655,0,0,0,0,0,0,0,0,0,0,0.0187482599206901,0.169870071329618,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0083713503152787,0,0,0,0.00407753776208673,0,0
X600188.SH,0,0,0,0,0.0520884870568352,0,0,0,0.0266873752452053,0,0,0,0,-0.2225028815502,0,0,0,0,0,0,0,0,0.0666721539492546,0,0,0,0,0,0,0,0.022759492946293,0.124583138011622,0.580116308524323,0,0,0,0,0,0,0,0,0,0.215465518669565,0,0,0,0,0,0.0910098183712347,0,0,0,0,0.181209750611086,0,0,0,0,0
X600660.SH,0,0,0,0.038532991851739,0,0,0,0,-0.0976018553724604,0,0,0,0,0,0,0,0,0,0.257331828175243,0,-0.290431622786897,0,0,0,0.0817763915580735,0.377190529744012,0,0,0,0,0,0,0,0,0,-0.034515418237392,-0.0416067123031294,0,0,0,0,-0.217774076011199,0,0.13643380349257,0,0,0,0,0,0,0,-0.0317190503508195,0,-0.163453187022571,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192615539617912,0,0,0.105437300121274,0,0,0,0.475207915893407,0,0.326626473999274,0,0,0,0,0,0.288987316284393,0,0,0.0794152219856092,0,0,0,-0.110168301419397,0,0,0.126777462908741,0,0,0,0,-0.0157951213199923,-0.0561722288228884,0,0,0,0,0,0
X600019.SH,0,0.245315173741735,0.117204627806666,0,0,0,0,0,0,0,0,0,0.22179404694446,0,0,0,0,0,0,0,0.324483079655773,0,0,0,0,0,0,0.0394514502157506,0,0,0.00691035366393501,0,0,0,0,0,0,0,0,0,0,0.0397558728907315,0,0,0,0,0,0,0,0,-0.0249604490807815,-0.0604224642288934,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0600046894562481,0,0,0,0.0792525588367783,0,0,0,0,0.252975497485735,0,0,0,0,0,0,0,0.0543939559997134,0,0,0,0.221794480127237,0.0657144217974532,0,0,0,0,0,0,0,0,0,0,0,0,-0.0489066730744998,0,0.209587117231134,0,0,0,0,0,0,0,0,0,0.0660904939502934,0,0,0,0,0,0,0
