,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X600011.SH,X002460.SZ,X600660.SH,X600886.SH,X601600.SH,X600362.SH,X601898.SH,X600801.SH,X600010.SH,X600489.SH,X000786.SZ,X600352.SH,X600111.SH,X600188.SH,X600176.SH,X601991.SH,X600795.SH,X600688.SH,X002466.SZ,X600529.SH,X600027.SH,X600426.SH,X600299.SH,X601992.SH,X600612.SH,X002080.SZ,X600315.SH,X002353.SZ,X600486.SH,X600219.SH,X000932.SZ,X002409.SZ,X000301.SZ,X000723.SZ,X600126.SH,X600516.SH,X000027.SZ,X000898.SZ,X601158.SH,X000401.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107899560978025,0,0,0,0,0.0588334876263637,0,0,0,0,0,0,0,0.043360056067292,0,0,0,0,0,0,0,0,0,0.098057658109889,0,0,0,-0.00380151765582571,0,0.079251006980733,0,0,0,0,0,0,0,0,-0.00232624671372885,-0.0111755545236092,0,0,0,0.0777346895747884,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0218270905688284,0,0,0,0.0437265608293822,0,0,0,0,0,0,0,0,0.0271443277695391,0,0,0,0.0176108773330919,0,0,0,0,0,0,0,0,0.0922772571601632,0,0,0,0,0,0.0787326445203505,0.0184545131511628,0.0485544980663069,0,0,0,0,0,0,-0.00452551275893168,0.00673256640755105,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.000691732385512633,0,0,0.0614637051795896,0,0,0,0,0,1.38777878078145e-17,0,0,0.228387904289128,0,0,0,0,0,0.0827395333161832,0,0,0,0,0.00911674380918604,0,0,0,0,0,0.0449681200377697,0,0,0,0,0.0660614716558555,0,0,0,0,0,0,0,0,0,0,0,-0.0615350681872789,0,-0.0211303751432648,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0225983371916432,0.110993263545381,0,0,0,0,0,0,0,0.0524154459547262,0,0,0,0,0,0,0,0,0,0.0686563401510456,0,0,0,-0.00888882895649139,-0.0204907791563222,0,0,0,0,0,0,0,0.0160606124600051,0,0,0.0309205437514467,0,0,0,0.0318441052210089,0,0,0.0413910306674299,0,0,0,0,0.00773703485305461,0.0105584710244949,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.018922879232689,0,0.0528268793553235,0.202054303085253,0,0,0,0,0.0288929469347108,0,0,0.0487962888615254,0,0,0,0.0607037235014975,0,0,0,0,0,0,0.255728979270512,0,0,0,0,0,0.030433814193182,0,0,0,0.0941486563450675,0,-0.0679477211710262,-0.0149764865060622,-0.00398730603273496,0,0,0,0,0,0,-0.00917762715363686,-0.00199219483102667,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0458803076235276,0.113173122507128,0,0.0387278076264267,0,0,0,0,0,0,0,0.662000896848599,0,0,0,0,0,0,0,0,0,0.0607624389521182,0.0232040972137898,0,0,0,0.123637129304733,0.009873476781503,0,-0.138897429475756,0,0,0,0,0,0,-0.0446362490646236,0,0,0,0,0,0,-0.0586746470080404,0.000972170685808912,-0.0094436742498564,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.00471047451885939,0,0,0,0,0,0,0,0,0.197976972928496,0,0,0,0,0,0,0,0,0,0.0924824795253369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128992934945566,-0.00953457979448539,0,0,0,0,0.0619656501298738,0,0,0.00821165260245121,-0.0126719312617631,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.00708036557791303,0,0,0,0,0,0,-0.184431778305671,0,0.592640276375462,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00182837776301448,-0.0900416275665425,0,-0.0508377277933663,0.0353005539102294,0,0,0,0,0.0506384890068406,0,0,0,-0.044843460314775,0,0,0.0949438609290598,0,0,0,0,0,0,0,-0.0201523343965808,0,0,0,0,0,0,0
X002271.SZ,0,0,0.243150500396517,0,0.0298559012235298,-0.0410441949631036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510729681995379,0,0,0,0,0,0,-0.011787779356847,0.129537889212992,0,0.295230361177238,0,0,0.118612931516756,0,0,0,0.0238991247537626,0,0,0,0,0,0,-0.0105670312331156,-0.0351212495527973,0,0,0,0,0,0
X600011.SH,0,0,0.147655966848699,0,0,0,0,0,0,0,0,0,0,0,0.0534793631728756,0,0,0,0,0.0846794832761517,0,0,0,0,0,0,0,0.0136059744804808,0,0.0920136428491991,0,0,0,0,0.026598472328035,0,0,0,0,0,0.052873722614249,0,0,-0.0728761854221009,0,0,0,0,0,0,0,0.00619695966086343,0.0014761436035673,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0811724355187333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769867631209727,0.183660686807146,0,1.73472347597681e-18,0.0443486341303148,0,0,0,0.383375688609309,0,0,0,0,0.172377931249495,0,0,0,0,0.350043833960801,0,0,0,0,0,0.00258478977763568,0.00305089975468062,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.1285903159214,-0.152292103722132,0,0,-0.0298779830271474,0,0.111619014043106,0,0,0,0.170747293022225,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0434657114835138,0,0,0,0,-0.0108372250816258,0,0.0446301324272206,0.0813518327465197,0,0,0,0.00785509191269097,0,0,-0.0383575350529329,0,0.0540974400407142,0.179565302876111,0,0,0,0,0.00448235886355024,0.0101455377644444,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314180589499238,0.192822552749844,0,0,0,0,0,0,0,0,0,0,0,0,-0.00918659661634156,0,0,0,0,0,0.0119301497224169,0,0.0426393433184472,-2.16840434497101e-19,0,0,0,0,0,0,0.0264586364520312,0,0,0,0,0,0,0,0.00148196417632605,0.00262757306414566,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0319336736916699,0,0.0764239791134531,0,0,0,0,0,0,0.348751822316485,0.138413473972568,0,0,0.0578600601078582,0,0,0,0.0244953453827996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440290226154668,0,0.0143486863579914,0.0237407334047745,0,0,0.107438517276689,0,0.082205967165196,0,0,0,0,0,0,0.0144055342455857,-0.0145558340531492,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172949642648208,0,0,0,0,0.0161982531967758,0,0,0,0.393880868135045,0,0,0,0,0,0.026811932867016,0,0,0,0,2.16840434497101e-19,0,0.0619759647798939,0.00915491979175823,0,0,0.0059615675133841,0,0,0,0,0.0337075846612233,0,0,0,0,0,0,0.0126439715314913,-0.00277256123950314,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0771977096649307,0,0,0,0,0,0,0,0,0.0832643548882372,0.0442684784271853,0,0,0,0,0,0,0,0.268413716526586,0,0,0,0,0,-0.0194497951725438,0.13265886338776,0,0,0,0,0,0,0,0,0,0.0108823661839534,0,0,0,0,0,0,0.182388502312695,0,0,0,0,0.000346552957813113,-0.00201063373632339,0,0,0,0,0,0
X600801.SH,0,0,0.486294470325712,0,0,0,0,0,0.259937004610195,0,0.102161217164992,0,0,0,0,0,0,0,0,-0.0106410570657303,0,0,0,0.178237738159411,0,0,0,0.0237409188017386,0,0,0,0,0,0,0.0139946803325737,0,0.12319212830999,0,0,0,0,1.73472347597681e-18,0.0846880530157062,0,0,0,0,0,0,0,0.13714024876986,-0.0195254349671796,0.0380436525227596,0,0.0245449868014167,0,0.10827359253039,0,0
X600010.SH,0,0,0,0,0,5.42101086242752e-20,0,0,0.0023504166411468,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0377159797461384,0,0,0.00510017049771028,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,-0.0496921616221459,-0.102770226658758,0,0,0,0,0.713624382160326,0,0,0,0,0.00317311648561955,-0.0114846651978759,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.995807464993098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483655316977826,0,0,0,0,0,0,0,-0.0201740520564207,0,0,0,0,0,0.034734974683617,0.124002890125526,-0.0332776577047299,0,0,0,0,0,0.0106433821480553,0.0863680334844071,0,0,0,0.108168898611247,0,0.0190010574968151,0.00192460482052693,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0.102512913847638,0,0,0,0,0,0,0,0,0.00873726836339117,0,0,0.139760389879814,0,0.11978284756373,0,0,0,0.0319305333712534,0,0,0,0,0,0,0,0.091305214376953,0,0,0,0,0.0118112755051903,0,0,0.0286759078276604,0,0,0,0,0,0,0,0,-0.0230134739851469,0,-0.0100450183189955,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0.0981332673495763,0,0,0.125425913422138,0,0,0,0,0,0,0,0,0,0.0104757462772144,0,0,0,0,0,0,0,0,0,0,0,0,0.000108010691696592,0,0.0562193024385344,0.0979016958237759,0.0120831344645867,0,0,0,0.0605076434329744,0,0,0,0,0,0,0.00936803621877368,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.0753494110212542,0,0,0,0.137808618230263,0,0,0,0,0,0.0421509946702187,0,0,0,0,0,0,0,0,0,0,0,0,0.120080066814049,0,-0.186066718568166,0,0,0,0,0.114323863625266,0.0693750563101823,0,0,0.390361294925322,0.0113258661619802,0.211930769242308,0,0,0,0.018429541415356,-0.0015904772376407,0.0175483834650739,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.120353488423669,0,0,0,0,0,0.0977264749500857,0.313938294451723,0,0,0,0,0,0,0,0,0,0,0,0,-0.0465696873182957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715767643459752,0,0,0,0,0,0,0.00762359127211288,-0.00430345309665224,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.190228541479427,0,0,0,0,0,0,0,0,0,0,0,0.177989163750938,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882172343035364,0,0,0,0,0,0,0,0,0,0,0,0.230921018066467,0,0.0237266348498825,0,0.0141858817069657,0,0,0,0,-0.00994461561263124,0.00414994052205903,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0.00569761099877967,0,0,0.0730771378800204,0,0,0.0835990234189611,0.0876898678636749,0.0154533024467358,0,0,0.0151899423555876,0,0,0,0,0,0,0,0,0,0,0.0797648457124743,-0.00835814517574602,0,0,0,0,0.0077742199807418,0,0.0104334574817527,0,0.0437709055069906,0.0198993226376978,0.0923082355933247,0,0,0,0,0,0,0.000883258638147915,-0.0123812047229198,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0731153883288203,0,0,0.0827557003961942,0,0,0,0,0,0,0.0664832441997404,0,0.0376709552173191,0,0,0.18357035185047,0,0,0,0,0.00278988709733524,0,0,0,0,0,0,0,0.0241976601606103,-0.0738658277091332,0,0,0.0507085747543249,0,0,0,-0.0433237589053589,-0.00202540562048305,0,0,0,0,0,0,-0.00601218388571113,0.00345310877831417,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,-0.0541681081753214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332743218142681,0,0,0,0,0,0,0,0.127068132578158,0,0,0,0,0,0.134024655685435,0,0,0,-0.0468384112952381,0.0994837439215065,-0.0398906087506364,0,0.0460414762742459,0.124006158023016,0,0,0,0,0.0134182386993343,-0.00567585347330641,-0.0136363888683053,0,0,0,-0.0891639066046864,0,0
