,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X601600.SH,X600585.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X002460.SZ,X600160.SH,X600489.SH,X600803.SH,X000708.SZ,X000301.SZ,X000807.SZ,X002466.SZ,X000786.SZ,X600027.SH,X601991.SH,X000408.SZ,X600219.SH,X600176.SH,X600426.SH,X000983.SZ,X002128.SZ,X000630.SZ,X601168.SH,X000933.SZ,X601699.SH,X600378.SH,X600096.SH,X002353.SZ,X000877.SZ,X600985.SH,X600157.SH,X600299.SH,X600995.SH,X600352.SH,X600688.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.769486458793978,0,0,0.0204761806222026,0,0,0,0,0,0,0,0,0.0264775031615412,0.00770939920828185,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.0080197335151947,0,0,0,0,0,0,0,0,0,0,0,0.000584766532133631,0,0,0,0,0,0,0,0,0,-0.00274419526449838,0.00899618354615861,0,0,0,0.00205814926852135,0,0
X601088.SH,0,0,0,0,0,0.489929254011686,0,0,0,0,0.0606513028892538,0,0,0,0,0,0,0,0,0.020142955381068,0,0,0,0,0,0,0,0,0.0923073938884192,0,0,0,0.0460763991931586,0,0.01324329350034,0,0,0,0.000627208835530919,0,0,0,0,0,0,0.00404301110876563,0,0,0,0,0,0.018509904658642,0,0,0,0,0.0207493709907032,0,0
X600028.SH,0,0,0,0,0,0.262761197089578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10706319654244,0.00558788582573769,0,0,0,0,0,-0.0111471926829886,0,0,0,0,0,1.38777878078145e-17,0,0,0.0970528742936819,0,0,0,0,0.166943826423325,0,0,0,0,0,0,-0.022992337929083,0.0163568662567872,0.00272466826460744,0,0,0,-0.0231064064063903,0,0
X600309.SH,0,-0.0314489094194518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217197908700814,0.132766410657067,0,0,0.218659159940461,0,0,0,0,0,0,0,0,0,0,0,0,0.0572596192418824,0,0,0,0,0,0,0.12238725020362,0,0.010809452906742,0.0250460949617245,0,0,0,0,-0.078833941701473,-0.0187801817569677,0.00732113670826001,0,0,0,-0.00589682861697748,0,0
X600660.SH,0,0.0329377266769939,0,0,0,0,-0.0100464112778922,0,0,0,0,0,0,0,-0.0357218172401728,0,0.33419375449821,0,0,0.22505233419483,0,0,0,0.052538413848588,0,0,-0.0295788076245595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105119604330073,0,0,-0.165306553510091,0.0684564905294956,0,0,0,0,0,0,0,-0.0939474978080237,0.0965888493259609,0,-0.01607083998642,0,0
X601898.SH,0.253803450864405,0.576444459424512,0,0,0,0,0,0,0,0.0780543101649097,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0515846319901276,0,0,0.104533321257162,0,0.0437532318717917,0,0,0,0,0,0,0,0,0,0,0,0,0.102105360062264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463461826361346,-0.0185030413178719,-0.0423473846065424,0,0,-0.0298066968843953,0,0
X600019.SH,0,0.159688918045658,0,0,0,0.110864353646776,0,0,0.20463807905212,0,0,0,0,0,0,0,0,0,-0.00432348833202549,0,0,0.0834923274549246,0.0608388985915637,0,0,0,0.02659485392448,0.134310328110771,0,0,0,0,0,0,0,0,-0.0339352332574023,0,0,0,0,0,0.0788783292321086,0,0,0,0,0,0.0350242108894913,0,0,0.0137302967672528,0,0,0,0,-0.0173959695231048,0,0
X600188.SH,0,0,0,0,0,0.0887690310095821,0,0,0,0,0,0,0,0,0,0.00393061602435061,0.158064730823982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094814867891431,0.14662980028553,0,0,0.126838932274017,0,0,0,0,0,0,0,0.0722757406307439,0,0,0,0,0,0,0,-0.00345526168550114,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26814401652646,0,-0.177350611632486,0,0,0,0,0.0268482574107207,0,0.0288227561537119,0,0,0,0,-0.135192213908022,0,0,0,0,0,0,0,0,0,0.0713763006791081,-0.348477280636049,0,0,0,0,0,0,0,0,0,0.00224697223397824,0,0,0,-0.0320310893972391,0,0
X600585.SH,0,0,0,0.380636056912341,0.0452308314408079,0.055519949317749,0,0,0,0,0,0.0348634377708295,0,0,0,0,0,0,-0.00708100429873679,0.035399582722535,0,-0.37909710073121,0,0,0,0,0,0,0,0.0348591408758652,0,0,0,0,0,0,0,-0.153327928181982,0,0,0,0,0.3667281044932,0.000434117690274346,-0.0218570734569949,0,0.0339386950435031,0,0,0,0,0.00311566782024316,0.0152632088303189,0,0,0,0.0155740237993847,0,0
