,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600019.SH,X600585.SH,X600188.SH,X601898.SH,X600547.SH,X002460.SZ,X601600.SH,X000792.SZ,X002466.SZ,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X000877.SZ,X002271.SZ,X600426.SH,X600362.SH,X600795.SH,X600027.SH,X600176.SH,X600803.SH,X601991.SH,X600489.SH,X000807.SZ,X601699.SH,X000983.SZ,X000786.SZ,X600160.SH,X000932.SZ,X000539.SZ,X000408.SZ,X600219.SH,X002080.SZ,X000629.SZ,X300037.SZ,X600688.SH,X000723.SZ,X000630.SZ,X600995.SH,X000933.SZ,X600378.SH,X600157.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.737935377934491,0,0,0,0,0,-8.67361737988404e-19,0.0397959437200689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143646779025868,0,0,0,0,0,0,0.042467376739171,0,0,0,0,0.167487181721721,0,0,0,0,0,0.065436399679277,-0.287761640727807,0,0.0768283610105663,0,0,0,0,0,0,0,0,-0.0615102004450895,0,0,0,0,0,0
X600028.SH,0.658421850558129,0,0,0,0,0,0.200903262038054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121564075215609,0,0,0,-0.0173200936357088,0,0.0802397424303326,0,0,0,0,0,-0.0203578093425939,0,0,0,0,0,0,0,0,0,0,0,-0.122780735029683,0,-0.00644421884451115,0,0,-0.0544767483832255,0,0.0660267120759398,0,0,0,0,0,0
X601088.SH,0.0280198829541922,0,0,0,0,0,0,0.41469453421983,0,0,0,0,0,0,0,0,0.0620229934133988,0,0,0,0,0.0644096258500212,0.019137968005461,0,0,0,0.136792386870542,0,0,-0.0155728379020454,0.0355087379100887,0,0,0,-0.0592582437110097,0,0,0,0,0,0,-0.00383542966058725,0,0,0,-0.166359204084996,0,0,0,0,0,-0.0131919487052809,0.00856338699904057,0,0,0,0,0,0
X600309.SH,-0.0428172083450185,0,0,0,0,0,0,0.0143429179831777,0,0,0,0,0,0,0,0,-0.0429358898468292,0,0,0,0,0,0.122756579621073,0,0,-0.0512870934456358,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288325570647396,0,0.0362857069736667,0,0,0,0,0,0,0,0,0,0,-0.00123761120954311,0,0,0,0,0,0
X600011.SH,0,0.319983595031871,0,0,0,0,0.111233219222893,0,0,0,0,0,0,0,0.59593485263927,0,0,0,0,0,0,0,0,0,0,0.434171218390405,0,0,0,0,-0.0299427052712214,0,0,-0.298611856755301,0,-0.104274195795206,0,0,0,0,0,0,0,0,0,0,0,0.0360212046206036,0.0212880280815377,-0.0576958752029991,0,-0.048787596351177,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120142558298225,0.0161952182975993,0.120866860460098,0,0,0.0582889453632341,0,0,0,0,0.182519370114924,0.114685884542849,0,0.0344784529873724,0,0.0503854156001338,0,0,0,0,0.0164682511604274,0,0,0,0,0,0,0,0,0,0,-0.00756040760801462,0,0.0717840543061375,0,0,0,0,0
X600585.SH,-0.0183600452911239,0,0,0,0.148026970875813,0.148843201292233,0,0,0,0,0.216728135425074,0,0,0.0984140162030697,0,0,0,0,0,0,0,0,0,0,0,-0.167531843975131,0,0,0,0,0,0,0,0,0,0,0,0.218738106988605,0,0,0,0,0,-0.0277562566989263,0,0,0,0,0,-0.113533881342144,0,-0.0211603346335617,-0.0435949087108287,0,0,0,0,0,0
X600188.SH,0,0,0.313256740560906,0,0,0,0,0,0,0,0,0,0,0,-0.155145205371979,0,0,0,0,0.0212098209926647,0,0,0.0910233237948871,0,0,0,0,0,0,-0.689931924655904,0,0.524873292165234,0,0,0.0150702038183404,0,0.0446018945015558,0,0,0,0,0.110522497154844,0,0,0,0,0,0,0,0,0,0.0274115088131954,0,0,0,0,0,0,0
X601898.SH,0.165060390211134,0,0.121807876651965,0,0,0,0,0.167286154346619,0,0,0,0,0.173343357476848,0.0373554734670953,0,0,0,0,0.100154716858216,0,0,0.0607628888617942,-0.19886394441025,0,0,0,0,3.46944695195361e-18,0,0,0,0.0917392821612383,0.0663802760771594,0,0,0,-0.145691832355545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158444798997095,0,0,0,0,0,0,0
X600547.SH,0,0.126959980963799,0,0,0,0.0577696885167617,-0.0482630770719164,0.117000683706035,0,0,-0.145360902679812,0,0,6.93889390390723e-18,0,0,0,0,-0.152048177223725,0,0,-0.0755023188007133,0,0,0,0,0,0.00852424312737629,0,0.795083465614158,0,0,0,0,0,0.286950740234,0,0,0,0,0,0,0,0,0,0.0195284898772607,0,-0.0487696121192586,-0.109150348327519,0,0,-0.0364963126697134,0,0,0,0,0,0,0
