,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X600188.SH,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X600019.SH,X601898.SH,X600111.SH,X600660.SH,X600011.SH,X000708.SZ,X002271.SZ,X600010.SH,X000877.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X000629.SZ,X600426.SH,X600362.SH,X600176.SH,X600348.SH,X000408.SZ,X601991.SH,X600096.SH,X300073.SZ,X000723.SZ,X600803.SH,X000983.SZ,X000786.SZ,X002080.SZ,X600160.SH,X600219.SH,X600027.SH,X600141.SH,X601699.SH,X600378.SH,X600549.SH,X600157.SH,X002407.SZ,X600801.SH,X600295.SH,X002353.SZ,X002192.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.133238621457596,0,0,0,0,0,0.0193972306438374,0.0396347781178581,0,-0.00823292329986165,0,0,0,0,0,0.11560264922744,0,0,0,0,0,0,0,0,-0.0880636528482306,0,0,0,0,0.157630634826672,-0.16016914480734,0,0,0,0,0,-1.38777878078145e-17,0.0243191929318213,0,0.131451317201834,0,0,0,0,0,-0.0422566724658127,0.00561804047149877,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0412401128902882,0.0520512398871415,0,0,0,-0.100314439865123,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359344576369276,0,0,0,0,0,0,0,0,0.120174927912634,0,0.0719174270205715,0,0,0,0,0,0,0.37542948010248,0,0,0,0.122153192358207,0,0,0,0.115706005336994,0,0,0,0,0,0,-0.00232987489280644,0,0
X600028.SH,0,0,0,0.0307125620283263,0,0,0,0,0.0271341756102844,0,0,0,0,0,0.00689860375177351,0,0,0,0,0,0.0598727528372917,0,0.0301657711050362,0.0287294149175041,0,0,0,0,0,0,0,-0.0160444590930154,0,0,0,0,0,0,0.0406670457346291,0,0,0,0,0,0.112247614738962,0,0,0,0,0,0,-0.0222069004147454,3.46944695195361e-18,0,0,0,-0.0182683164941422,0,0
X600309.SH,0,0.0223430405948887,0,0,0,3.46944695195361e-18,0,0,0,-0.0687073276656058,3.46944695195361e-18,0,0,0,0,0,0,0.0161836023258467,0.13865788398395,0,0,0,0,0,0.0161730118909646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084607687504458,0,0,0,-0.0119751729649438,0,0.0572737591179612,0.0629167303027418,0,0,0,0,0,0,0,0.00987796818431757,0,0
X002466.SZ,0,0.0122914075430162,0,0,0,0,0.469347584501458,0,0.131030811919149,0.0884591545466099,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.163189631597528,0,0,0,0,0.11964758953325,0,0,0,0.122317442389338,0,0,-0.01637578763908,0,0,0.00297051898656976,0,0,0,0,0,0,0.0659693334844016,0,0,0,0.167555020250977,0,0,0,0,0,0,0,0,0
X600188.SH,0.0465368757997998,0.0872908896877552,0,0,0,0,0,0.145309991582024,0,0,0,0.289147624049563,0,0,0,0,0,0,0,0,0,0,-0.0365071451330852,0.0703044722198231,0,0,0,0.00583569191735307,0,0,0,0,0,0,0.0805735181023272,0,-0.00380131348172067,0,0,0,0,0.359182467154961,0,0,0,0,0,0.0135006881077025,0.0629493922498216,0,0,0,-0.0536340287053724,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.140072013858755,0,0,0,0,0,0,0,0.0479853792237232,0,0,0,0,0.204627829810342,0,0,0.0971216005184276,0,0,0,0,0,0,0,0,0,0,0.0805621270630378,0.0445174139676626,0,0.0324025319989073,0,0.0499175795244933,0.0553975699917974,0,0,0,0.0339927852025096,0,0,0,0.0822272031695556,0,0,-0.0162129427655304,0,0,0.017608417885257,0,0,0,0,0.0779679303719975,0,0
X600585.SH,0,0,0,0,0,0.0473157948436521,0,0,0,0,0,0,0,0,0,0,0.182389302277829,0,0,0,0.0418026329749922,0,0,0,0,0,0,0,0,0.0323168805241365,0,0,0.0474144625259048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331951532147913,0,0,-0.0339469637935686,0,0,-0.0437797018933778,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.267328841013458,0,0,0,0,0,0,0,0,0,0.0530667156364265,0,0,0.0704188846787469,0,0,0,0,0,0.145911374862265,0,0,0,0.0604647214006643,0,0,0,0,0,0,0,0,0.069034473459905,0,0.073877468920854,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161811409681412,0,0,0,0,0,0,0
X000301.SZ,0,0,0,-0.138006775373927,0.0391340216968414,0,0,0,0.0968141480877548,0,0,0,0,1.73472347597681e-18,-0.044042277072204,0,0,0.118134730886793,0,0,0,0,0,0,0,0,0,0.045460141372708,0.0706894942370469,0,0.0127780968884243,0,0,0,0,-0.15582911762256,0.155749285247686,0,0,0,0,0,0,0,0,0,0,0,0,0.352343872378338,0,-0.0762512645714074,0,0,0,0,0.0256920444036275,0,0
