,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X600585.SH,X002466.SZ,X600188.SH,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600111.SH,X002271.SZ,X600660.SH,X000877.SZ,X600010.SH,X000301.SZ,X000708.SZ,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X600176.SH,X600362.SH,X000408.SZ,X600426.SH,X000629.SZ,X000786.SZ,X600096.SH,X601991.SH,X000983.SZ,X300073.SZ,X600803.SH,X600027.SH,X000723.SZ,X600141.SH,X002080.SZ,X601699.SH,X600219.SH,X600801.SH,X002192.SZ,X600157.SH,X600486.SH,X002353.SZ,X000959.SZ,X300037.SZ,X600399.SH,X600378.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0934146277398712,0,0,0,0,0,0,0,0,0,0.0819168298568914,0,0,0,0.00530610631599223,0.117681660396682,0,0,0,0,0.000699045420654711,-0.158460051772079,0.0879299511830579,0,0.143450761289502,0,0.177300295529929,0,0,0,0,0,0,0,0,0,0.0071514290215784,0.0679659417332232,0,-0.014257946999359,0,0,0,0,0.00348582579534569,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0638401933757716,0,0,0.144016293032326,0.366905272132148,0.0366466735059595,0,0.011767047816334,0.105053637325605,0,0,0,0,0,-0.135933042705088,0,0,0,0,0,0,0,0,0,-0.00532882098201467,0,0,0,0,0,0,0,0,0.035923556702995,0,0.142221963925907,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.110403414748449,0,0,0,0.0305450033963652,0,0
X600028.SH,0,0.0748449390507947,0,0.0214504358524049,0,0,0,0,0.00632026766365447,0,0,0.00878190310515204,0,0,-0.00886874934350687,0,0,0,0,0,0,0.120873247894377,0.0113392508337054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934157874518264,0,0.0208385432017889,0,0,0.050535588398405,0,0,0,-0.00472685644632145,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0464722283632883,0,0,0.105161548459985,0,0,0,0,0.185417009708055,0,-0.0045011095535634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000551503893052627,0,0,0.0668272940514362,0,0,0.074867778829802,0,0,0.0349547747995992,0,0,0,0,0,0,0,0,-0.0362407745658707,0,0
X002460.SZ,0,0,0,0,0,0,0.0892419424137015,0,0,0,0,0,0.0127900559872981,0,0,0,0.0909309790990638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102718336488264,0,0,0,0,0.100910720982473,0.118471141071328,0,0,0.147349313232288,0,0,0,0.204545031349669,0.150012631395555,0,0,0,0,0,-0.106955563177708,0,0,0,0.0386329105248318,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0174281678495222,0,0,0,0,0.149784547366751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,1.73472347597681e-18,0.0366146964517706,0,0,0,0,0.412122315638259,0,0,0,0,0.0376623789498959,0,0,0,0,0,0,-0.0391661769406528,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.67004471613533,0,0,0,0.0138385370457189,0,0,0.036593051810675,0.0705437111020754,-0.0308413335350618,0,0,0.126968884002238,0,0,0,0,0,0,0,0,0,0.0305315710547237,-0.197770063470983,0,0.0595745512581044,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.157041099554601,0,0.0425961489615826,0,0,0,0.0388585622403169,0,0,0,-0.00831161136199082,0,0,0,0,0,0,0
X600188.SH,0,0.324295137282761,0,0,0,0.0263901080251761,0,0,0.0095839788509644,0,0,-0.210706252340841,0,0,0,0,0,0,0,0,0,0,-0.0356386279910923,0,0,0,0,0,0,0.085622150802764,0,3.46944695195361e-18,0,0,0,0,0,0,0.45347457318393,0,0.129567700865806,-0.02779339972452,0.0471737692862476,0,6.93889390390723e-18,-0.0290355543445354,0,0,0,0,0,0.065719746255942,-0.09789650887444,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.113079753683458,0,0,0.177735589388777,0,0,0,0,0,0,-0.00258669992821802,0,0,0,0,0,0,0.0463086722427974,0,0,0,0.391089850158914,0,0,0.0463121711194404,0,0,-0.0310243602346963,0,0,0,0,0.0272101232118718,0,0,0,0,0,0,0,0,0,0,0,0.0662586754682455,0,0,0,0,0,0,0,-0.0229769955235667,0,0
X600019.SH,0,0,0,0,0,0,0,0.00255455795261545,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0743293258617182,0,0,0,0,0,0.0330494929933744,0.0891837651551778,0,0,0,0,0,0,0,0,0,0.0798723921352604,0,0,0,0.0363310500070902,0,0,0.159555310069295,0,0,0,0,0,0.018199373439709,0,0,0,0,0,0,0
