,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X002460.SZ,X600801.SH,X601898.SH,X600886.SH,X600010.SH,X000792.SZ,X601600.SH,X600660.SH,X600688.SH,X000786.SZ,X600362.SH,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X600027.SH,X601992.SH,X600299.SH,X600111.SH,X000723.SZ,X600489.SH,X600176.SH,X002466.SZ,X002075.SZ,X600426.SH,X000401.SZ,X601158.SH,X600126.SH,X000553.SZ,X000898.SZ,X600219.SH,X002353.SZ,X000932.SZ,X600516.SH,X000883.SZ,X600486.SH,X000709.SZ,X600583.SH,X600529.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0452867073512501,0.0292743375520416,0,0,0.00510485210059922,0,0,0,0,0,0,0,0.128921685351705,0,0,0,0,0,0,0,0,0.0227434244973763,0,0,0,0,0,0.0253941878596285,0,0.140316099884861,0,0,0,0,0.255606165352209,0,0,0,0,0,0,0.0467106307251016,0,0,0,0.0137082617234485,-0.0124323191518812,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0489437282992611,0,0,0,0,0,0,0,0.0199726037392193,0,0,0,0,0,0,0,0.0527119097682953,0.152344540006065,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0.0528293485394672,0.0215705875198212,0,0,0,0,0,0,0,0,0.0547066201163932,0,0,0,0.0238416478287141,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.0298044507560529,0,0,0,0,0.0265294170521123,0.52573524023544,0,0,0,0,0,0,0,0.0174641888259444,0.140588992213311,0,0,0,0,0,0,0,0,0,0,0.101604115435576,0,-0.0544395300184571,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230143097305393,0,-0.00816372560532895,-0.0240129894275022,0,0,0,0,0,0,0,0
X601088.SH,0,0,0.100886451479692,0,0,0,0,0,0.315550081978501,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0809034936245982,0.116788022198582,0.0678259444524839,0,0,0,0,0,0,0,0,0.0338940848173332,0,0,0.0442109480339679,-0.055083568359848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148790759716645,0.0285811426952382,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0153408360497477,0,0,0,0,0,0,0,0,0,0.0286296170448114,0,0,0,0,0,0,0.0908355771766749,0,0.0396777793112438,0,0.108891005054058,0.0818158680745191,0,0,0,0,0,0,0,0,0.122713394333303,0,0,0,0,0,0.0220844720722937,0,0,0,0.0234281387012719,0.0166319365040176,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.110421518713295,0,0,0,0,0,0,0,0.00259423814471397,0,0,0,0,0,0,0,0,0,0,0,0.808335430647428,0,0,0.0840577798760023,0,0,0,0.102903816102593,0.0492909228841334,0,0,0,0,0,0,0,0,-0.0498508700813204,0,0,0.031540440870143,0.0252797421530719,0.0389642008099811,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.110082305776879,0.0565204067287304,0,0,0,0,0,0,0.0531597909260795,0,0.229608044643201,0,0,0,0,0.236746750101475,0.0817090490455188,0.0461918285414575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146750140260063,-0.0165965617933098,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.0885006457475447,0,0,0,0,0,0,0,0.0900837843480069,0,0,0,0,0,0,0,0,0,0,0,0,0.116939363473959,0.0303392967168692,0.0837629013475017,0,0,0,0.0867866051051719,0,0,0,0,0,0,0,0.137692573878116,0,0.0704747428609724,0,0,0,0.00811748343289292,-0.0468526012363784,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.0626580006721847,0,0,0,0,0,0,0.49107099673527,0,0,0,0,0,0,0,0.0548973331962003,0,0,0,3.46944695195361e-18,0.1359525314157,0,0,0,0,0,0,0,0,0,0,0,0,0.00589881007959483,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.147725684049081,0.310825498885314,0,0,0,0,0,0,-0.139264827521363,0.0167748649255015,0,0,0,0.0507667068808624,0,0,0,0,0,0,0.18155931675334,0,0,-0.010450694995205,0,8.67361737988404e-19,0,0.0466081755118224,0,0,0,0,0,0,0,0,0,0.0402710885395138,0,0,0,0.0346295327921905,0.0193466589653174,0,0,0,0,0,0
