,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X600309.SH,X601898.SH,X601992.SH,X600688.SH,X600795.SH,X600111.SH,X600547.SH,X600188.SH,X600362.SH,X002466.SZ,X601991.SH,X300072.SZ,X600660.SH,X600516.SH,X600886.SH,X000898.SZ,X000709.SZ,X600157.SH,X002460.SZ,X600027.SH,X600489.SH,X000959.SZ,X600339.SH,X600808.SH,X600219.SH,X600352.SH,X601158.SH,X600549.SH,X000553.SZ,X000983.SZ,X002092.SZ,X000883.SZ,X000630.SZ,X000807.SZ,X002271.SZ,X000723.SZ,X000792.SZ,X600176.SH,X601699.SH,X600008.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0359097820959384,0,0,0,0,0.00644497804262014,0,0,0,-0.016839040656036,0.00776755912841583,0.00921304955823311,0.00384958332409863,-0.00499510925086547,0,0,0,0,0,0,0,0,-0.0633837341994391,0,0,0,0,0,0,0.026009133183887,-0.0376033785335658,0,0,0.0537179599261746,0,-0.0972173775290933,0,0,0,0,0,0,-0.00864346952867384,-0.0102733337635357,0.0236811847932738,0,0,0,0,0
X600028.SH,0,0,0,0,0.18455834146935,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0573029656013251,0,0,0,0,-0.030007811765932,0,-0.054853467522457,0,0,0,0,0,-0.288889315896114,0,0,-0.0464815509546257,0,0,0,0,0,0,0,0,0,0,0.0208866705887029,0,0,0,0,0.0270363741881226,0,-0.0979090954162631,0,0,-0.0189026690866939,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,-0.0152258108401448,0.0230042785876549,0,0,0,0,0,0,0,0.0153482823760037,0,0,0,0,0.0210398039926281,0,0,0,0,0,0,0,0,0,0,-0.00631663500016155,0,0,0,0,0.0077500417160779,0,-0.0132341198034135,0,0,0,0,0,0,0,0,0,0,0,0,-0.00487286589952138,0.00803256029802302,0,0,0,0.128662528498407,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.199966868436981,0.0153626017744264,0,0,0,0,0,0.081817374630831,0,0,0,0.0658348092707398,-0.0285254796174892,0,0.207060598888835,0,0,0.000585245632682387,0,0,0,0.0258775479700535,0.266815897685606,0,0,0,0.0598627670206725,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0121411372558226,0.0307369284402358,0,0,0,0,0,0
X600585.SH,0,0.21222226963643,0,0,0,0,0,-0.130838115926854,0.109033780571072,0,0,0,0,0,0,0.138930169063599,0.0455505475017894,0,0,0,0.356419361190533,0,0,0,0,0,0,0,0,0,0.0293908928265152,0,0,0,0,0,0.0177003081372661,0,0,0,0,0,0.110250337879615,0,0,0,0,0,0,0,0.00292694627885754,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.147706512753169,0,0,0,0,0,0,0,0,0,0.0853381276440662,0,0,0.0198934892832198,0,0,0,0,-0.0279699031648113,0,0.137864668496213,0.0415351634635366,0,0,0,0,0,0,0,0,0,0,0.151912505644515,0,0,0.117543511571359,0,0,0.0243273200092025,0,0,0,-0.0203338119230725,0.115547623531918,0,0,0,-0.00646436281722639,0.00271593393550382,0,0,0,-0.0819210565422001,0,0
X600011.SH,0,0,0,0,0.047326192145513,0,0,0,0,0,0,0,0,-0.00582374660563673,0.0771987759624162,0,0,0,0.506410238202759,0,0.0678934504201003,-0.0212119437830009,0,0,0,0,0,0,0,-0.0335259360735997,0.0339075726560412,0,-0.131846651258096,0.0154578100383363,0,0,0.132196051490584,0,0,0,0,0,0,0,0,0.0917215353320837,0,0,0,0,0.0366408849721352,-0.067929476629023,0,0,0,0,0,0
X601600.SH,0,0,0,0.0255526736447797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455543204245425,0,0,0.0918230853309292,0,0,0,0,0,0.0341993907675717,0,0.185039921102392,0.290573621303146,0,0,0.14099742893769,0,0.0579895245506139,0,0,0,0.014581754896451,0,0,0,0,0.131719383082257,0,0,0,-0.00883460034364795,-0.00287766101144773,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00632543549169953,0.0764038542980865,0,0.0956778108214085,0,0.114390779326678,0.227025757995408,0.0910065468178902,0,0,0,0,1.73472347597681e-18,0,0,-0.105454853357256,0,0,0,0,0,0,0,0,0.179027936861854,0,0,0.142895685006415,0.0405664598607631,0,0,0,0,0,0,0,-0.00157693434831123,0,0.0518702492561243,0,0,0,0,0
X601898.SH,0,0,0,0.188730481966299,0,0,0,0.0980605796453713,0,0,0,0,0,0.0172580955964296,0,0,0,0,0,0,0,0,0,0.259883092491567,0.0565651126826889,0,0,0,0,0,0,0.0115666883197643,0,0,0,0,0,0.102394076941133,0,0,0,0.0293734801915167,0,0,0,0,0.0186478840153957,0,0,0,-0.00413928177562698,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.201993838477802,0,-0.00630432094711292,0,0,0,0,0,0,0.0586787625959571,0.221524153922906,0,0,0,0,0,0,0,0,0,0,0.27344139847801,0,0,0,0,0.210848134099618,0,0,0,0,0,0.362404426137218,0,0,-0.00957690593614351,0.0162503290838917,0,0,0,0.327191677503442,0,0
X600688.SH,0,0,0,0,0.0214540673581215,0,0,0,0,0,0,0,0,0,-0.0119996253331843,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.132676848884929,0,0,0,0,0,0,0,0,0.0571205872813196,0,0,0,0,0,0.121510686609489,0.105007287078278,0,0.0117787105536062,0,0,0,0,0,-0.0111602304721365,-0.0447676121326352,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120122883541558,0,0,0,0,0,0,0.00558942273858981,0,0,0,0,0.00845754795092695,0,-0.0834119366203502,0.00610561981363072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436188986272304,0,-0.0145966344785273,-0.000582433618011746,-0.00334674661701101,0,0,0,0.0762001359518529,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149032615061611,0,0,0.0958262125268448,0,0.0639208583087988,0,0,0.276804950318411,0,0.0777946989363338,0,0,0,0,0,0,0,0,0.249488985864046,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0.0226663539724544,0,0,0,0,-0.0338641036783329,0.0599653405579457,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.328318141763312,0.0654261587676045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.223748742799643,0,0,0,0,0,0,0.00141523247336944,0,0,0,0.039872812858948,0,0,0,0,0,0.0862352009846015,0,0,-0.0806017779564715,0.149440706026588,0,0,0,1.5343792327663,0,0
X600188.SH,0,0,0,0,0,0,0,0.0817307243217731,0.0816322805762497,0,0,0,0,0,0,0,0.103649784782116,0,0,0,0,0,0,0,0,0,0.0879788588018719,0,0,0,-0.008019846357621,0.00470095352726519,0,0,0,0.0210676713551923,0,0.305203616330344,0,0,0,-3.46944695195361e-18,0,0,0,0,0.23163679452648,0,0,0,-0.0170466394883379,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0121753699048393,0,0.167691477221168,0,0,0,0.0810274500074475,0,0.328491311051539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0527073114371762,0.166832920262175,0,0,0.0771465859750258,3.46944695195361e-18,0,0,0,0,0.044692632545094,0,0,0,-0.0144975840383934,-0.0243849739592424,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0.0109376140231114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399440704322173,0,0,-0.047802263183587,-0.0418216246503748,0,0,0,0,0.037978125957783,0,0.13572851739948,-0.0490008646921626,0,0,0,0,0,0.0560516578141112,0,0,0.11935490974383,0,0.185453392724873,-0.0142272951404596,-0.0104828570034387,0,0,0,0.2256806754258,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123109283969991,-0.0361822421156527,0.0240000377133891,0,0,0,-0.0702123719229144,0.213089037285973,0.0163175101089576,0,0,0,0.0958411207045704,0,0,0,0,0,0.0132164913480801,0.0137429866742571,0,0.00798215237025812,-0.0187832074882959,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.154113675079753,0,0,0,0.353664308204599,0,0.179429518605141,0,0,0.308908868306359,-0.267114057370718,0,0,0,0,0,0.426387916348985,0.174864336127967,0,0,-0.0660798314448976,0,0.0651045616725507,0,0,-0.612456751962169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.578483255498403,0.0104069673735696,0.205937659760056,0,0,-0.0483694646888586,0.345063024539151,0,0,0,0.709471039310739,0,0
X600660.SH,0,0,0,0,0.0972516044109264,0,0,0.0638608753962387,0.0113335792833245,0,0.137503778594023,0,0,-0.108206675810826,-0.142253956508733,0.0425073364320511,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525807669172848,0,0,0,0,0,0,0,0,0,0,0,0,0.234879230193121,0,0,0.0059727314185296,0.0364051925166945,0,0,0,0.00671586658839057,-0.0415879499505068,0,0,0,-0.029947151459216,0,0
X600516.SH,0,0,0,0,0,0,-0.0974489484736707,-0.0299128220238067,0,0,0,0,0,0,-0.234087870240343,0,0,0,0,-0.141776336568474,0,0,0,0,0,-0.248635525365839,0.165365343570452,0,0,0.131295203142456,0,0.0470147029636257,0,0,0,0.0339147579910772,0,0,0,0,0,-0.105063682637776,0,0,0.62260147772802,0.188574566276981,0,0,0,0,0.00154881994803666,0.0246752028344508,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.166896701253851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286584980689512,0.0314544482167787,-0.0388878893059699,0,-0.0601606610230609,0,0,-0.0216581569386215,0,0,0,2.16840434497101e-19,0,-0.0296821774165166,0,0,0,0,-0.0177390607994328,-0.00401554621394855,0,0,0,0.0717250325169526,0,0,0,0,0,0,0,0,-0.0218156122994594,0,0,0,0,0,0
X000898.SZ,0,0,0,0.248304443452294,0,0,0,0.0459241106571461,0,0,0,0,0,0,-0.0605164820388149,0,0.13020742064004,0.0447461871125767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403758086177235,0,0,0,0.0202949900892516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159484023316392,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746845575145855,0,0,0,0,0,0,0,0.0289490958680342,0,0,0,0,0,0,0,0.100176309559294,0,0.129458801002214,0,0,0,0.0795770048399954,0.110624560988017,0.15292272253587,0.136629860167926,0,0,0,0,0,0.00128267068238811,0,0,0.156004036989015,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.0865758226131794,0,0.0260265455834667,0.0753964740877986,0,0,0.0600409569083592,0,0,0,-0.0320049630741513,0,0,0,0,0,0,0.061036287007318,0,0,0,0.0131523513162379,0.00423372047693662,0,0.0085690116747621,0,0,0,0.00604518127123407,0.0305137416760176,0,0,0,0,1.0842021724855e-19,0,0.157304722410157,0.0842277800785698,0,0.0550268011861235,0,0,0,-0.00613039343988543,0.0232565366178637,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.137273890601374,0,0,0,-0.167999033708063,0,0,0.211624329445445,0.0494691517585583,0,0,0.953414706542671,0,0,-0.0957336083694837,0,0,-0.576693009608666,0,0,0,0,0,0,0.194662022071953,0,0,0.206141252943573,0,0,0.172672794389246,0,0,0,0,0,0,0,-0.0631147084012446,0,0,0,0,0,0.0156187779757579,2.16840434497101e-19,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.0479360598293757,0,0,0,0.0552317735246901,0,0,0,0.00357188282303025,0,0,0,0.0326161468346459,0,0,-0.0171716178209131,0,0.108822499264862,0.0441698011808861,0,0,0,0,0,-0.085873658035781,0,0,0,0,-0.0162971625308781,0,0,0,0,0,0,0,0,0,0,0,0.0405235453136877,0,0,-0.00347771776329249,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.0752243136922624,0.0221262879829986,0,0,0,0.0761729816632098,0,0,0,0.301706063321147,0,0,0,0,0,0,-0.00399394840967989,0,0,0.00319511076505456,0,0,0,0,0,0.0290138949130752,0,0,0,0,0,0.0693185503413516,0,0,0,0,0,0,0,0,0,0.044264771368049,0,0,0,-0.0149781241160469,0,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509356425950341,0,0,0,0.0953716193369201,0,0,0,0,0,0.17395188799805,0,-0.0254692786670277,0,0,0,0,0,0,0,0,0.126212455355656,0,0,0,0,0,0,0,0,0.160995833578123,0.237260551368065,0,0.136014187075936,0,0,-0.00351589370451522,7.1589650820731e-05,0,0,0,0,0,0
