,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600011.SH,X600309.SH,X601898.SH,X002466.SZ,X600688.SH,X600660.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X600188.SH,X601991.SH,X600362.SH,X600547.SH,X600111.SH,X600886.SH,X000898.SZ,X600516.SH,X000709.SZ,X600157.SH,X000792.SZ,X600027.SH,X000553.SZ,X000786.SZ,X600176.SH,X000408.SZ,X000723.SZ,X600339.SH,X600219.SH,X600489.SH,X000959.SZ,X600352.SH,X600808.SH,X002271.SZ,X601158.SH,X000883.SZ,X600299.SH,X000630.SZ,X000983.SZ,X000825.SZ,X002092.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.0422470415804865,0,0.0626105808506256,-0.0274471943743047,-0.0199831715694055,0,0,0.130535386586928,0,0,0,0,-0.0472421233232296,0,0,0,0,0,0,8.67361737988404e-19,0.0176872434136726,0,0,0.00230911761503446,0,0,0,0,-0.0415384249783837,0,0,0,0,0,0,-0.0436158694216795,0.0321706419194063,0,0,0,0,2.16840434497101e-19,0.0519763185361035,0,0,0,-0.0172250473014516,0.0172883765008736,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0204529102574813,0,0,0,0,0,0.0422057881890565,0,-0.0153051977651562,0,0.00968537270857997,0,0,0,0,0,0,0.00122797803804835,0,0,0,0,0,0,0,0,0,0,0,0,-0.0054442290454611,0,0,0,0.0780432527739194,0,0,0,0,0,0,0,0,0,0,0.0023040541653234,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0121118643003074,0,0,0,-0.119116461720805,0,0,0,0,0.996185126250134,-0.0597353432520512,-0.0127578502076406,0,0,0,0,0,0.171806166628266,0,0,0,0,0,-0.0725747690200892,0,0,0,0,-0.0195236207394073,0,0,0,0,0,0,0,0,0,0,0,0,0.0400493993438315,0.0470091424557562,0.00975249524490052,0,0,0.0369798355814954,-0.0180958982451253,0,0,0,0,0,0
X600019.SH,0,0,0.0332246199244856,0,0,0,0,0,0.147742401172809,0,0,0,0,0,0,8.67361737988404e-19,0.00986057811721083,0,0,0,0,0,0,0.127987402185878,2.16840434497101e-19,0,0,0,0,0,0,0,-0.0776205349639207,0,0,0,0,0,0,0.225274978732236,0,0,0,-0.0250597791575111,0,0.0571282445802617,0.167588171931901,0,0,-0.152621763607051,-0.0265783366377591,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.116840233029911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00302924363527693,0,0,-0.0589099314557108,0,0,0.137099307392878,0,0,-0.293023373722689,-0.00667630847751084,0,0,0,0,0.130623517013966,0,0,0,0,0,0.203532934285245,-0.163720033463836,0,0,0.16618434861637,-0.00442230092188133,0.0186041716317439,-0.0196421208106894,0,0,0,0,0
X600010.SH,0,0,-0.0167458102987578,0,0,0,0.00235831040682681,0,0.0674019332793691,0,0.0335953182538191,0,0,0,0,0.016682535737109,0,0.245847034081572,0,0.117536391963321,0,0,0,0,0,0.057462879086947,0,0,0,0.033873042045821,0.0502134263310718,0,0,0.00996133925250808,0,0,0,0,0,0,0,0,0,0,0,0.0166757027006932,0.194243605068306,0.137604902143195,0,0,-0.00649330255643313,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.139678104354221,0,0.0221150521440156,0,0,0.0654724156814131,0.261881798700306,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.10120593394685,0,0,0,0,0,0,0,0,0,0,-0.0608044754510228,0,-0.252349881543417,0.0751414396636032,0,0,0,0,0,0,0,0,0.162657214734324,0,0.0741959570386649,0,0.130504573871511,0,-0.0226528544147441,0,0,0,0,0,0,0
X600011.SH,0,0,0.00868807574667488,0,0,0,0,0,-0.0112237256831963,0,0,0,0,0,0,0,0.00264669049720711,0.106231416579923,0.147048128914639,0,0,0,0,0,0,0,0,0,0,0.0202549129281524,0.0372383723277103,0,0,0,0,0,0,0,0,0,0,0,0,0.0603350153297801,0,0,0,0,0,0,-0.0141256623895201,0.0198250842218447,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.270364183550746,-0.00278342684482192,0,0,0,-0.100740043387634,0,0,0,-0.0325038140720719,-0.132740466814109,0,0,0,0,0,0,0,0,0.119211751622063,0,0,0.00968533280720016,0,0,-0.221139095179211,0.248210377334334,0,0,0,0,0,0,0.186823210828742,0,-0.214965042529151,0,0,0,0,0,0,0.228960379327183,0,0,0,0.0112293732993292,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0824244064574582,0.0281739026328625,0,0,0,0.0553906904139426,0,0,0,0,0,0,0.290893665233046,0,0.022689259408618,0,0,0,0.0835077986929882,0,0,0,0,0,0,0,0,0,0,0,0.0238047166319904,0,0,0,0,0.0101253296691225,0,0,0,0,0.169985764699058,0,0,0,0,-0.0318768373895972,0.0154919691972046,0,0,0,0,0,0
X002466.SZ,0,0,-0.0659341365676361,0,-0.0730591551567635,0,0,0,-0.031350479076205,0,0,0,0,0,0,0.555021139780687,0,0,0,0,0,0,0,0,0.0392374686287458,0,0,0,0,0,0,0,0.0639039105037821,0,0,0.0127186769739104,0,0,0,0,0.0235697565378396,0,0,0,0,0,0,0,0.217159222696963,0,-0.012807967499577,0,0,0,0,0,0,0
X600688.SH,0,0,-0.041508259577708,0,0,0,0,0,0.00643291620769551,0,0.102467031893434,0,0,0,-0.0751926130405958,0,0,0,0,0,0,0,0,0,-0.0376644223139619,0,0,0.0965091437014859,0,0,0,0,-0.161028401948197,-0.0810070297638805,0,0,0,0,0,0.0873427127760873,0.0337990035379784,0,0,0.403112356122775,0,0,0,0,0,0,-0.0265242489906037,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0229740634714714,0,0.0222119523693682,0,0,0,0,-0.0423923342743404,0.275824986311552,0,0,0,0,0,0,0,0,0,0.0523399325503167,0,0,0.0441259133684827,0,0.0822060917767419,0.0116069066536417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322205186390083,0,0,0,-0.0794127669621481,0.0745412003577906,0,0,0,0,0,0
X600795.SH,0,0,0.063260735063854,0,0,0,0,0,-0.0645741673842652,0.0190828583558124,0,0,0,0,0,-0.10146068043105,0,0,0,-0.303153661942787,0,0,0,0.0796866269301973,0,0,0,0,0,0,0,0,0,0.0239706050489808,0,0,0,0,0,0.314656209659256,0,0,0,0.0263777918969238,0,0,-0.11916521878305,0,0,0,0,-0.0158604973459584,0,0,0,0,0,0
X300072.SZ,0,0,0.181619344038205,0,0.0803440297090419,0,0,0,0,0,0,0,-0.101850739820734,0,0,0.0441161211161756,0,0,0,0,0,0,0,-0.119876772726589,0,0,0,-0.152490128962523,0,0.314629753066481,0.104389148534018,0.241995724110746,0,0,-0.0217855601622904,0,0,0,0,0,0,0,0,0,0,0,0,-0.0894577627862939,0,0,-0.0753351932721921,0.116455837804248,0,0,0,0,0,0
X002460.SZ,0,0,0,0.202389123508866,-0.122728855454725,0,0,0,0,0,0.587815143898018,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104978984426759,0,0,0.0788876963677743,0,0,0.0658151001941839,0,0.186257095372491,0.102016404074526,0,0,0,0,0,0,-0.0638684547897019,0,0,-0.136564832816195,0,0,0,-0.0423587003795792,0,0,0.0511898836717294,-0.0228206027186563,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0.0114314650173738,0,0,0,0,0,0.0849519497637349,0,0,0,0,0.0611000177560433,0,0.00342109224465384,0,0,0.139029510525437,0,0,-0.0463262696514529,0,0.0779890513319999,0,0.148501697800522,0,0,0,0,0,0,0,0,0.0536240168996562,0,0,0,0,0.17538280134332,0,0,0,-0.208629965419105,0,-0.0205421141590645,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0532735578198243,0,-0.0395638470869682,0.346131336596317,0,0,0,0,0,0,0,0,0,0.0833428203937797,0,0.0543099574933544,0,0,0,0,0,0,0,0.0383306741641242,-0.0667056392978512,0,0.00371189018488046,0,0,0,0,0,0,0,0,0,0,0,0,0.286790501278025,-2.77555756156289e-17,0,0.124676751013271,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0441729531847786,0.316833218291871,0.0399666482492932,0,0.0291058798372696,0,0,0,0,0,0.0153841063918056,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0374539061189366,0,0,0.0122134330837919,0.151882593088746,0,0,0,0,0,0,0,0,0.0674482714619432,0,0,-0.0133753621347775,0.0306958665406641,0,0,-0.0239169546364228,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,-0.0586369980587539,0,0,0,0,0,0.0573146557620386,0,0.182011645257863,0.226726647843237,0,0,0,0,0,0,0,0,0,0,0,0,0.00780153220659784,0,-0.0672573441874269,0,0.101764028471376,0,0,0,0,0,0,0,0,0,0.863661667453955,0.0100110677142127,0.0325305586463005,0,0,0,0,0.00617195345609028,0,0,0,0,0,0
