,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600795.SH,X600188.SH,X601600.SH,X600547.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X600362.SH,X601992.SH,X600886.SH,X600111.SH,X600309.SH,X600489.SH,X600660.SH,X600623.SH,X002466.SZ,X600299.SH,X002075.SZ,X000792.SZ,X601158.SH,X000898.SZ,X000709.SZ,X000408.SZ,X000723.SZ,X600352.SH,X000959.SZ,X000883.SZ,X600583.SH,X000983.SZ,X000539.SZ,X600549.SH,X000027.SZ,X600176.SH,X600021.SH,X000630.SZ,X002470.SZ,X600758.SH,X600160.SH,X000012.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0229422473908974,0,0,0.0398635965147306,0,0.0449119607584504,0,0,0,0,0,0,0,0,0.0520097959609985,0,0,0,0.0127393328950841,0.00685356591407912,0,0,0,0,0,0.00413744973455455,0,0,0.0627779152950686,0.0119449740452738,0,0,0,0,0.0296037407390924,0,0,0.0189117030765875,0,0,0,0,0.0080859752613735,0.01022136687501,0.0178006211970757,0,0,0,0.000650246825382375,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0759236925052798,0,0.105160410292998,0.0847369464965991,0,0,7.42044941279447e-05,0,0.00656544820190223,0.0220565093207354,0,0,0,0,0,0,0,-0.0120087676226046,0,-0.0295740213254637,0,0,0,0,0,0,0,0,0,0,0,-0.0142989388025669,0,0,0.0514929076225293,0,0,0,4.33680868994202e-19,0,0,0,0.0656184920212683,0.0547611313569475,0,0,0,-0.00804565475845997,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.179158074116111,0,0.0297640078620039,0,0,0.0381202460717873,0,0,0,0,0,0.0823972272928876,0.0581027293352799,0.0030519623101001,0.0514724627294044,0,0,0.0250718551587168,-0.0286926440595645,0,0,0,0,0.0221741273721323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469719443229653,0,-0.0585655724947683,0,0,0,0.0595384235300159,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0037103203351775,0,0,0,0.111644791636503,0,0,0.10042406949116,0,0,0.00269461761292967,0,0,0.182099380412341,0,0,-0.00553592612564094,0,-0.02408624578058,0,-0.195846203164085,0,0,0,0,-0.0591245516074114,0,0,0.222713821601327,-0.0400785721212115,0,0,-1.38777878078145e-17,0,0.0574365425523087,0,-0.15506910985816,0,0,0,0,0,0,0,0,0.017417347865013,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0737146179139422,0,0,0,0,0,0.00146981029447665,0.0109380319214295,0,0,0,0,0,0.0812545033212014,0.103139664294795,0.0202001518242958,0,0,0,0,0,0,0.176690842360269,0,0,0,0,0,0,0,0,0,0.0472944839482282,0,0.0757917941646449,0,0,0,0,0,0.0227309131895985,0.029128474276461,0,0.0287773057787211,0,0,-0.0297182969982964,0,0,0,0,0,0
X600585.SH,0,0,0,0.0826372374807302,0,0,0,0,0,0.172120621525128,0,0,0.0565302536789592,0,0,0,0,0.131055356114003,0,0,0,0,0.271930390381487,0,0,0,-0.111710060252412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.185917795593151,0.0363175852641274,0.180302442800411,-0.0515869762884216,-0.00639687620916398,0,0.0367446576851551,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0254438749104916,0,0,0,0,0,0,0,0,0.0586120203598789,0,0.0804759913077101,0,0,0.0163990286755152,0,0,0,0,0,0,0,0.0192647032192067,0,0,0.00545051285548013,0,-0.198629662713103,0,0,0,0,0,0,0,0.187450522518531,0.416037409803076,0,0.0387605574570535,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402822577079955,0,0,0,0,0,0.265052167212575,0,0,0,0,0,0.0102376503842996,0,0,0.0454776292324177,0.060146719476728,0,0.0914354558167211,0,0.0942808755435746,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0169282242597241,0.031009917983973,0,0,0.155355549976149,0.0928774848368774,0.0656005308692496,0.0877921975932553,0,0,0,0,-0.016866487830275,0,0,-0.00205147443193953,0.034383023599354,0.0304153225334779,0,0,0,0,0,0,0,0.0381594265964868,0,0,0.0217826134108985,0,0.0365255924944401,0,0,0,-0.00563265179311718,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,-0.0467301598565054,0,0,0,0,0,0,0,0,0,-0.0862952637538845,0,0,0,0,0,0,0,0,0.0420326390425004,0,0.136313774122335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5665076367399,0,0.0968038158170078,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0214891696713628,0.170632134974608,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0178406388785041,0,0,0,0.103943629877906,0.016464502011233,0,0,0.0549925471917524,0,0,0,0.00530517549406312,0,0,0,0,0,0.0555979467141829,0,0,0,0,0,0,0,0,0.0856278071594056,0,0,0,0,0.0199946079064805,0,0,0.14648762341357,0.13652267543454,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115009002279288,0.184467185560403,0,0,0.0156972475272936,0.707016157048558,0,0,-0.130423970866975,0,0,0,0,0,0,0,-0.207088500822572,0,0,0,0,-0.139750387308794,0,0.131624758496808,0,-0.169677543060859,0,0,0.230018285912884,0.0608870052320284,0.15941296598709,0,0,0,0.063527559300528,0.117467251312206,0,0,0,0.0956964933141745,0,0
X300072.SZ,0,0,0,0,0,0.11389295030826,0,0,0,-0.132171699528084,0,0,0,0,0,0,-0.143259244832813,0.0472542808603992,0,0,0.232149416619973,0,0.262164289676968,0,0.214846104694036,0,0,0,0,0,0,0,0,0,0.0390070550287069,0,0,0,0,0,0,0.0671955502215787,0,0,0,-0.0905984915576384,0,0,0,0.299727452617965,-0.763902071812263,0.115647042805824,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240517972053144,0,0,0.00964824292344935,0.00669252832551773,0,0,0,0.0295029277399872,0,0,0,0.0810245434404386,0,0,0,0,0,0,0,0.166281551980426,0.0131187718973264,0,0.0453978781718085,0,0,0,0,0,-0.00269433261560873,0.0515337470356428,0,0,0,-0.0509633675418748,-0.00119129639085776,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.0478541183393272,0,-0.047432698523415,0,0,0,0,0,0,0,0.125786221940263,-0.0581970857747159,0,0,0,0,0,0.0299670372710652,0.0233595850612221,0,0,0,0.0453623342760399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457361477021961,0.0945912399288009,0,0.237966752676284,0,0.00821696433009681,0.0355739184232999,0,0,0,0,0,0
X600027.SH,0,0,0,0.0383556236399716,0,0.0968936273682259,0,0,0.092754372005171,0,0,-0.0342828159938834,0.00193162222644582,0,0,0,0.0356625851301283,0,0.328184418705688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611424180093191,-1.73472347597681e-18,0,0,0,0,0.000371277745836736,0,0,0.0577984191994187,0,0,-0.0215426631955334,0,0,0,0,-2.16840434497101e-19,-0.00358390710631249,0,0,0,0,0,0
