,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X002460.SZ,X600489.SH,X000708.SZ,X002466.SZ,X600160.SH,X600027.SH,X600803.SH,X000301.SZ,X601991.SH,X000807.SZ,X000786.SZ,X600219.SH,X600426.SH,X002128.SZ,X000408.SZ,X000983.SZ,X000877.SZ,X000630.SZ,X600176.SH,X601699.SH,X601168.SH,X000933.SZ,X600096.SH,X600985.SH,X002353.SZ,X000831.SZ,X600378.SH,X002271.SZ,X600157.SH,X600995.SH,X600352.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.31963359393171,0,0.00494771067713683,0,0,0,0,0.0557331845330619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151709283681025,-0.0366111208020628,0,0,0,0,0.204127792258853,0,0,0.238632633578479,0,0,0,0.322638339846997,0,-0.0837812380169688,0,0,0,0,0,0,0,0,-0.0148384673602766,0,0,0,0,0
X601088.SH,0.0796034409103364,0,0,8.67361737988404e-19,0.325215138183812,0,0,0,-0.0566573549817001,0.00147057284365556,0,0,0,0,0,0,0,0,-0.0666060482334536,0,0,0,0,0,0,0,0,0,0,0,0.0886066456710171,0,0,0,0,0,0,0,0,0,0,0.176796522146218,0,0,0,-0.0406859971106207,0,0,0,0,0,0,0,-0.00296535613649951,0,0,-0.010534326396159,0,0
X600028.SH,0.427229170820951,0,0,0,0.25864944349164,0.105434582114518,-0.0185780411398884,0,-0.0550132301340593,0,0,0,0,0,0,0,0.025058480808103,0,0,0,0.0522871006325355,-0.0900416009242979,0,0,0,0,0.116822685137123,-8.67361737988404e-19,0,0,0,-0.111558415446448,-0.00925170815991586,0,0.0255323090727632,0,0,0,-0.17958261232675,0,0,0,0,0,0,0,0,0,0,0.199706527139598,0,-0.0155619700938905,0,0,0,0,1.0842021724855e-19,0,0
X600309.SH,0,0,0,0,0,0,0.0499369170305539,0,0,0,0,0,0,0,0,0,0,0,0.129861375678459,0,0,0,0,0,0.138960572844549,0,0,0,0.0307779655115853,0,0.36202661218425,0.119562203559531,0,0,0,0,0,0,0,0,0,0,0.0453197444848063,0,0,0.0429290194888063,0,0,0,0,0,-0.0978807239444105,0,0,-0.00708117743845115,0,0,0,0
X601898.SH,0.320423754644189,0,0,0,0,0,0,0,0.071021057450842,0,0,0,0,0,0.0353327620236175,0,0,0,0,0,0,0,0,0,0.0485360914193868,8.67361737988404e-19,0,0,0,0,0,0,0,0.00458909906042654,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.109135433239717,0,0,0,0
X600188.SH,0,0,0,0,0.121385755019823,0,0,0,0,0,0,0,0,-0.206850978303941,0,0,0,0,0,0,0,0,0,0.0963448384446244,0,0,0,0,0.0379308733019857,0,0,0,0,0,0,0,0,0.525406579821556,0,0,0,0,0.021357025166392,-2.77555756156289e-17,0.356463704567201,0.0300514754061716,0,0,0,0,0,0,0,0.170660718528608,0,0,-0.00556877586218841,0,0
X600660.SH,0,0,0,0.346416248867676,0,0,0,-0.0867286552299308,0,0,0,0,0,0,0,0.180023943251527,0,0,0,0,-0.327921235585338,0,0.133040762560006,-0.0409516922660299,0.182467423124791,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,-0.0778733862111282,0,0,-0.141304807393802,0,0,0,0,0,0,0,0,0,0,0,-0.0133853224348042,-0.0709887994909451,-0.112191260468338,0,0,0.00391286098220046,0,0
X600019.SH,0.226019751450855,0,0,0,0,0,0,0,0,0.166575180861546,0,0,0,0,0.0281484485359112,0,0,0,0,0.0351205506283727,0.14971692749232,0,0,0,0,0,0,0,0,0.0972855575839093,0,0,0,0,0.0393199465899839,0,0,0,0,0,0,0,0,0,0,0,0.0989121473493988,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.168329449632832,0,0,0,0,0,0,0,0,0.161336207515598,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.142325026148385,0,0,0,0,0,0.0452475870666245,0,0.281812141642267,0,0,0,0,0,0,0.0282802439581007,0,0,0,0,-0.0187118553361569,0,0,0,0,0,0,0,0,0,-0.0303930540445612,0,0
X601600.SH,0,0.106965372503029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210414106983089,0.0365618758270409,0.174746127434006,0,0,0.103836782805547,0,-0.0404014811046215,0,0,0.169433984849432,0.371687066359867,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213694352720928,0,0,0,0.349506151617142,0,0
