,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600886.SH,X600660.SH,X600362.SH,X600795.SH,X600188.SH,X600352.SH,X600111.SH,X000723.SZ,X600801.SH,X601992.SH,X000898.SZ,X600027.SH,X600176.SH,X000709.SZ,X000786.SZ,X600516.SH,X002271.SZ,X002460.SZ,X600489.SH,X000629.SZ,X002466.SZ,X000883.SZ,X600299.SH,X600219.SH,X000553.SZ,X601158.SH,X600808.SH,X000630.SZ,X600985.SH,X601699.SH,X600583.SH,X000027.SZ,X600426.SH,X000301.SZ,X600339.SH,X000401.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0053418392412379,0,0.0240155995216591,0,0,0,0,0,0,0,0.147580969263577,0,0,0,0,0,-0.00760788154827781,0,-0.0178164974271337,0.053567633492201,0,0,0,0,0,0,0,0,0,0,0,0.052968361327478,0,0,0,0,0.0753983591207798,0,0,0.0874804784927127,0,0.0332674176222969,0,0,0,0.00291905190076747,0,0,0,0,-0.00322626833870304,0,0,0,0,0,0
X600028.SH,0,0,0.153029436628916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102199502404531,0.0189604420604236,0,0,0,0,0,0,0,0,0,0,0,-0.0251258889373863,0,0,0,0,0,0.00615903598211563,0,0,0,0,0,0,0,0.155507692320425,0,0.0881541056630205,0.00175282261181353,0,0,0,-0.0292102016326346,0,0,0,-0.00244435444932543,0,0
X601088.SH,0,0,0,0,0.298952210275513,0.0665919829696342,0,0,0,0,0,0,0,0,0,0,0,0.0700292191196429,-0.139187351805916,0,0,0.00807885112787673,0,0,0,0,0,0.0130754149653748,0,0,0,-0.039244516426942,0,0,0,-0.0853649805862961,0,0.0198338468615954,0.200906328896828,0,0,0,0.198008466858995,0,0,0,0,0.0393640656427386,0.0864937040133849,0,0,0.0134331350979254,-0.0176611594292418,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.118109527157463,0,0.0381045397912855,0,0,0,0,0,0.0384139092747529,0,0,0,0,-1.73472347597681e-18,0,0.0265451717820609,0.345985451391372,0,0,0,0,0,0,0.057932399240419,0,0,0,0.039328259007801,0,0,-0.0552763353995985,0,0,0,0,0,0,0,0,0,0,0,0,0.0674877488184828,0,0,-0.00527046119174283,0,0,0,0,0.0274574255753617,0,0
X600019.SH,0,0,0.101648306402427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462973720373652,0,0.054012834066171,0.215893062100452,0,0,-0.000747416676304594,0,0,0,0,0,0,0,0,0,0.10641484735841,0.0573279116252063,0,0,0,0,0.0209958808234854,0,0,0,0,0,0,0,0,0,0,-0.00766459595172963,-0.040675501618752,0,0,0,0,0,0
X600309.SH,0,0,0,0.23627884006021,0,0,0,0,0,0,0,0,0,0.101531336489748,0,0,0,0,0.241851016452391,0,0,0,0,0,0,0,0,0,0.20874913986189,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.143596194819052,0,0.519248721022188,0,0,0,-0.211420177495174,0,0,0,0,-0.123361557393766,0,0,0.0109373981475563,0,0
X600011.SH,0,0,0,0,0,0.174806137390175,0,0.107738823039902,0.138530866050774,0,0,0,0,0,0,0,0,0,0.107670276078158,0,0.0519319432998504,0,0.152587319949328,0,0.0961445659667989,0,0,0,0,-0.154990422289536,0,0,0,0,0,0,0,-0.11329884440504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188508989108398,-0.0266340459588036,0,-0.033094877095752,0,0.0176553130530506,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263254041917543,-0.0568558954187084,0,0,0,0,0,0,0,0,0,0,0,0.896743488483182,0,0,0,0,0,0.0912729421446012,0,0,0,-0.00596060151079585,0,0,0,0,0,0,0,0,0,0,0,0.0313461397290244,0,0,0.0193369483103911,0,0
X600010.SH,0,0,0,0,0,0,0.210139169825863,0,0,0,0,0,0,0,0,0.11294265260732,0,0,0.121114122185679,0,1.73472347597681e-18,0.0537340787201327,0,0,0,0,0,0,0,0,0,0,0.168224712121622,0,0,0,0.30509476543914,0,0,0,0,0.0502476378130566,0,0,0,0,0,0,0.056488273335915,0,0,0,-0.077263035589376,0,0,0,-0.0234059877044779,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.169500378015697,0,0,0,0,0,0,0.240492385967415,0,0,0,0,0.0292139574782239,0.0611845270580817,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232606470766318,0,0,0,0,0,-0.0105278657980346,-0.0619509637632914,0,0,0,-0.0340729403680701,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.164297427889915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664683878135049,0.116430315989029,0,0.018818630651241,0,0,0,0,0.0124967778318446,0.0585854276028664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130584512321927,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000348826365893908,0,0,0.02373069890816,0,0,0.0353627070002671,0.130995546434286,0,0.166720925138855,-2.16840434497101e-19,0,0,0.0702032832859194,0,0,0,0,0,0,0,0,0,0,0,0,0.00856949468423369,0,0,0,0.036570301052119,0,0,0,0.039128717543871,0,0.025867234457592,-0.0835558248178306,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.0405249556740286,0,0,0,0,0,0,0,0.0138474990994054,0,0,-0.00941566620515377,0.0242303721842973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394575034623266,0,0,0.145345937219146,0,0,1.73472347597681e-18,0,0,0,0.178220538741582,0,-0.00853030291884819,0,0,0,0,-0.00702469341552762,0,0
X600886.SH,0,0,0,0.169701163660849,0,0.0472117705899912,0,0,0,0,0,0,0,0,0,0,0,0,-0.112522928817724,0,0,0,0,0,0,0.122900964876494,0,0.00725217659692842,0,0,0,0,0,0,0,-0.125115847382026,0,0.15335490484985,0,0.0488090660802128,0,0.0501577608041807,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0229337845318002,0,0
