,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600299.SH,X600111.SH,X601992.SH,X000792.SZ,X600188.SH,X601158.SH,X600160.SH,X600623.SH,X600583.SH,X000027.SZ,X000539.SZ,X600352.SH,X600309.SH,X600660.SH,X002466.SZ,X600098.SH,X000709.SZ,X000630.SZ,X000898.SZ,X000883.SZ,X000629.SZ,X600021.SH,X000060.SZ,X002470.SZ,X600547.SH,X002004.SZ,X600489.SH,X000012.SZ,X600578.SH,X300072.SZ,X600315.SH,X600863.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.621909379892194,0,0,0,0,0,0,0,0,0.00485440741629626,0,0,0,0.0226191329598835,0,0,0,0,0,0,0,0.0374056540247046,0,0.0563002989628714,0,0,0,0.048232437810838,0,0,0,0.0506547532422409,0,0,0,0,0,0.0121791164044424,0,0,0,0,0,0,0,0,0,0,0,0.00034809668501265,0,0,0,0,0,0,0
X600028.SH,0.234739551601176,0,0.0735967330947059,0,0,0,0.168241902971305,0,0,0,0,0,0,0,0,0,0,0,0,0.0265155721132284,0,0,-0.0123752954594112,0,0.193298431909159,0,0,0,0,0,0,0,0,0,0,0,0.00469729836927318,0,0,0,0,0.000131911538414324,0,0,0,0.0793535780881144,0,0,0,0,0,0.00516573229057006,0.0557875154693673,0,0,0,0,0
X601088.SH,0.286731827493148,0,0,0,0,0,0.0612272727435317,0.229172981686761,0,0,0,0,0,0,0,0,0,0,0,0.0260808460545608,0.0123013161467381,0,0,-0.011357340128257,0,0,0,0,0,0,0.0335165061314351,0,0.00243743019719217,0,0,0,0,0,0.0461587776616232,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.00691591313601845,0.0195363507899903,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0471825665789508,0,0,0,0,0.258054718855511,0,0,0,0,0,0,0.0165055610221861,0.0665452916169118,0,0.0485562913531358,0,0,0,0,0,1.73472347597681e-18,0,0,0.0275433867678177,0,0,0,0,0,0.00707656802898063,0.0253770616429881,0,0,0,0,0.0430509645585336,0,0,0,0,0,0,0.00438370099276668,0.0176800691962084,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.00618547269986314,0,0,0,0.0164299686767826,0,0,0.392244320010057,0,0,0.0746999278530307,0,0,0,0,0,0,0,0,0,0,0,0,0.073962793880829,0,0,0.135440732428474,0,0.0897752213565492,0,0,0,0,0,0,0,0,0,0,0,0,0.000680977076861391,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107547146197776,0.212012636715883,0,0.0484490874035873,0,0,0,0,0,0,0,0,0,0,0,0.0515739331896675,0,0,0,0,0,0,0,0.0312702972406123,0,0.0399017523841007,0,0,0,0,0,0.0496773920510407,0,0.00215302705345018,0.0172583861256111,0,0,0,0,0,0
X600585.SH,0,0.238481462848938,0,0,0,0,0,0,0.0878971558276988,0,0,0,0.0214293216682189,0,0,0,0,0,0.00905499708110347,0,0.0137755014517126,0,0.0291776281441927,0,0.0774238754844785,0,0,0.0649106962316319,0,0,0.05555776245818,0,0.151577563423572,0,0,0,0,0,0.0426655266659088,0,0,0,0,0,0,0,0,0.0169537352160094,0,0,-0.0221618717740344,0.000980279892006693,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0948455243535411,0,0,0,0.153857476862008,0,0,0.0126692827607114,-6.93889390390723e-18,0.0756094130996796,0.143339617557699,0,0,0,0,0.089574211045835,0,0,0,0,0,0.0414839315439242,0,0,0,0,0,0.0214828051360212,0.033605599889903,0,0,0.0804868504838091,0,0.0588544959701966,0,0,0,0,0,0,-0.00690763327486383,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.171674979837875,0,0,0,0.0764208648282854,0,0,0,0.0310992949670444,0,0,0,0.00400492194504453,0,0.026592056913165,0,0.0136365143382213,0,0,0.0386609236938937,0,0.0313077509317029,0,0,0,0.059754004380549,0.00746570124741343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00438696166983655,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.00508777817956818,0,0,0,0.143541146292033,0.035577572686694,0,0,0,0,0.204344575565316,0,0.00470324540825909,0,0,0,0,0,0.0124424485971746,0,0,0,0.172185066419493,0.0210382981380833,0,0,0,0,0.128179921055878,0,0.0492310095347532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
