,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X600660.SH,X600688.SH,X601600.SH,X002466.SZ,X600362.SH,X601991.SH,X600795.SH,X600886.SH,X000898.SZ,X600547.SH,X600516.SH,X300072.SZ,X002460.SZ,X600111.SH,X600027.SH,X600176.SH,X600352.SH,X000553.SZ,X000786.SZ,X601992.SH,X000825.SZ,X000709.SZ,X600299.SH,X601699.SH,X000792.SZ,X600808.SH,X600426.SH,X002271.SZ,X002110.SZ,X000932.SZ,X000883.SZ,X600315.SH,X601158.SH,X600219.SH,X000830.SZ,X600489.SH,X000983.SZ,X600801.SH,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0837729281928193,0.101295608998625,0,0,0,0,0,0,0,0,0,0,0.0215190974260616,0,0,0,0,0,0.0289588431135602,0.0646261432140634,0,0,0,0,0.0198611310579891,0.0898791461308022,0,0,0,0,0,0.00100757562026197,0.135365051581405,0.0551057286465899,0,0,0.0545365707234865,0,0,0,0.0703277723686665,0,0,0,0,0,0,0,0,0.00646932092685237,0,0,0,0,0,0,0
X600028.SH,0,0,0.231890919083447,0,0,0,-0.0196993549626153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13352287224205,0,0,0,0,0,0.148697304715951,0.00547509785172801,0,0.135135335483261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162813266575334,0,-0.00139794318029677,0,0,0,0
X601088.SH,0,0.181230220341655,0,0.158701855704857,0.140882127544236,0,-0.0900301860823015,0,0.2239117151264,0,0,0.485809616147798,0,0.0168060092590284,0,0,0,0,0,0,0,0,-0.101969788325405,0,0,0,0,0,0,0,0,0,-0.00366644546365833,0.129500330407233,0,0,0,0.0262555194323435,0,0,0,0,0,0,0,0,0,0,0,0,0.00822980222427252,-0.0567403728335,0,0,0,0,0,0
X600019.SH,0,0,0.0905644716258687,0,0,0.0964255309389304,0,0,0.187228592658748,0,0,0,0.43029197216189,0,0,0,0,0,0.129680794496537,0,-0.0333293469458422,0,0,0,0,0,0,-0.0229862488046916,0.0180453749493036,0,0,0,-0.0562235291681919,0.149839467309682,0,0,0,0,0,0,0,0,0,0,-0.103059777085652,0,0,0,0,0.0543988980863548,-0.0107023573070489,-0.00694184414691232,0,0.093797553105965,0,0,0,0
X600585.SH,0,0,0.242952652122214,0,0,0.0162391691783095,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0681851525390823,0,0,-0.0381503841667163,0,-0.0090218912845577,-0.0496262940256158,0,0,0.260323371653983,0,0,0,0,0,0,0,0.0284112248169305,0.133957590994436,0,-8.67361737988404e-19,0,0,0,0,0.225605887575477,0,0,0.158859481951955,0,0,-0.0425527533492692,0.0262420838401304,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.162481705136402,0,0,0,0,0,0,0,-0.0784892554679691,-0.157352488584618,0,0,0,0,0,-0.045191346039099,-0.0330082329351731,0,0,0,0,0,0,0,0.0821786505187774,-0.0383380640571206,0,-0.0316254801299893,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0514802567104628,0,0.0554795583823711,0.0706134096923871,0.0568735521742467,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014081336449654,0.0989247734471601,0,0,0,0.160785842537946,0,0,0,0,0,0,0,0.180827206492706,0,-0.135752917221478,0,0,0,0.0421120505238415,0,0,0.0388467630624233,0,0,0,0,0,0,0,0,0.0268673477333978,-0.0270592343575911,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288555550737215,0,0,0,0.205556336781686,-0.202697681418496,0.23129846554103,0,0,0.576965216433552,0,0,0,0,0,0,0,0,0,0,0.382191004051751,0,-0.210444566767688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.671849617037442,0,0
X600188.SH,0,0,0.496653557369262,0.191096814240941,0,0,-0.112359803861019,0,0,0,0,0,0,0.0151666544809242,0,0,0,0,0,-8.67361737988404e-19,-0.0828903310602599,0,0,0,0,0.278246870295547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0946201945922386,0.622911783056945,0,0,0,-0.0465894708142281,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.0140957171494408,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0994114880790439,0,0,0.0160873660919099,0,0,0.0665732544959357,0,0,0,0.0796729808131003,0,0.0456064696580072,0,0.0744035257966939,0,0,0,0,0,0,0,0,0,0,0,0,0.34336944954452,0,0,0,0.00200972289028104,0,0,0,0,0,0,0
