,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X600019.SH,X000792.SZ,X002460.SZ,X002271.SZ,X601898.SH,X600011.SH,X600111.SH,X000877.SZ,X002466.SZ,X600660.SH,X000708.SZ,X600010.SH,X600547.SH,X601600.SH,X600886.SH,X000301.SZ,X600176.SH,X600426.SH,X600362.SH,X000983.SZ,X600795.SH,X000786.SZ,X600803.SH,X601699.SH,X600801.SH,X000723.SZ,X601991.SH,X000932.SZ,X600486.SH,X600096.SH,X000959.SZ,X600219.SH,X000408.SZ,X600027.SH,X000830.SZ,X600295.SH,X000630.SZ,X600489.SH,X600985.SH,X600157.SH,X600688.SH,X000825.SZ,X000807.SZ,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.125693881213983,0,0,0,0,0,0,0,0,0.185736651263831,0,0,0,-0.0173964903070756,0,0,0,0,0,0,0,0,0.00899918227083807,0,0,0,0,0,0,0.170180185071468,0,0,0,0,0,0,0,0,0,0,0.0805207879812298,0,0,0,0,0.056357303247428,0.0489256514872887,0,0.0840849180068809,0,0.025186240406865,-0.0379152805777801,0.0651020224526774,0,0,-0.00797142848168619,0,0
X601088.SH,0,0,0,0,0,0.0641124252524162,0,0,0,0,0.235700659388997,0,0,0,0,-0.114476272232545,0,0,0,0,0,0,0,0,0,0,0.0440899621139009,0,0,0,0,0,0,0,0,0,0,0,0,0.0121001088610523,0,0,0,0,0.367876661413161,0,0,0,0,0,0,0,0.0205730812972622,0,0,0,0,0,0
X600028.SH,0.043729391292613,0,0,0,0,0,0,0,0,0,0.0374328188283557,-0.0393642330572872,0,0,0,0,0,0,0,0,0,0.0108261477544046,0,0.0134765557142975,0,0,0,0,0,0.0213540485842529,0,0,0,0,0,0,0,0,0,0,0,0.0109391991702758,0,0,0,0,0.168669906827001,0,0.0585091260108064,0,0,-0.0171256073359218,0,0,0,0,0,0,0
X600309.SH,0,0.0419124398754165,0,0,0,0,0,0,0,0.0223563941071886,0,0,0,0,0,0.0443360075435989,0.184921597982046,-1.73472347597681e-18,0,0,0,0.168816234445366,0,0,0,0,0,0,0.00421351959360147,3.46944695195361e-18,0,0,0,0,0.105130041227631,0,0.0479100889590143,0,0,0.035251491611242,0,0,0,0,0,0,0,0,0,0,0,-0.0168951842374819,0.0316191220327263,0,0,0,0,0,0
X600585.SH,0,0,0,0.0337792991566828,0,0,0,-0.0317193238410056,0,0,0.017092868535078,0,0,0,0,0,0,0,0,0,0,0,0.137092494335559,0,0,0,0,0.0660649612353115,0,0,0.416688279262025,0,0,0,0,0,0,0,0,0,0,0,0,0.00960603815564512,0,0,0,0,0,0,0,-0.00738808365054057,-1.0842021724855e-19,0,0,0,0,0,0
X600188.SH,0,0.270064090440317,0,0,0,0,0,0,0.0575024112638931,0,-0.0110729518736977,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0472008311766087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013007315223946,0,0,0,0,0,0,0,0,0.608279931822238,0,0,0,0.166232327302364,0,0.0749660026788674,0,0.0609895258063343,0,0,0,0.174543562174685,0,0
X600019.SH,0,0,0,0,0.0369357775108005,0.0922603521399008,0,0,0,0,0,0.106950293314714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181835920725948,0,0,0.353891606480481,-0.0715998562324312,0,0,0,0,0,0,0.0456369263573327,0,0,0,0,0,0.0246864084032417,0,0,0,0,-0.00536409916964994,0,0,0,-0.0246858259686895,0,0
X000792.SZ,0,0,0,0,0,0.0100899449728464,0,0,0,0,0,0,0,0,0.244009536108035,-0.0350021851116561,0,0,0.0280211688576508,0.117731059965752,0,0,0,0,0,0,0,0,0,0,0,0.314916573788141,0,0,0,0.199857389478485,0,0,0,0,0,0,0,0,0,0,0,-0.330638134629498,0,0.218313156799809,0,0.0354351129270168,-0.0245160835543662,0,0,0,0,0,0
X002460.SZ,0,-0.136376785768492,0,0,0,0,-0.0436661681789487,0.080921320909033,0,0,0,0,0.271495055860327,0,0.52348709176969,0,0,0,0,0,-0.0972906627376748,0.101605954435499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113585917836631,0,0,0,0,-0.166414600262172,0,0,0.155682981338309,-0.0268123910883276,2.16840434497101e-19,0.0302683453221137,0,0,0,0,0
X002271.SZ,0,0,0,0,0,-0.0252253966277131,0,-0.0646830397102798,0,0,0,0,-0.0508066070021328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402243732200024,0,0,0,0,0.303384642287188,0,0,0,0,0,0,0.125051651215183,0,0,-0.170186915111426,0.111869050483938,0.157646738470443,0,0,0,0,0,-0.0460119817843549,-0.036454404132486,0.0564820166314837,0,0,0,0,0,0
X601898.SH,0,0.0651703125841766,0,0,0,0,0,0,0,0,0,-0.0239728687247564,0,0,0,0,0,0,0.0439493425595044,0,0,0,0,0,0,0.224240570989425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026721320201049,0.128623240030144,0.0587927667955973,0.31614217638215,0,0,0,0,0,0,-0.0221822014522643,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0865211981742076,0,-0.001866631831435,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.272152418566198,0,0,0,0,0,0,0,-0.035566300577886,0,0,0,0,0.478261584816894,0.0991660742226976,0,0.21122729095711,0,0,0,0,-0.245180885471551,0,-0.0492593869204738,-0.0933584828340512,0,0.0775839522791335,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.395272939061354,0,0,0,0,0.102790730008292,0,0,0,0.0101487499195637,0,0.0351878679968632,0,0.120472708934837,0,0,0,0,0,0,0,0,0,0.113650424563022,0,0,0,0,0,0.0560227789580086,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0870241060809465,0,0,0.0597741554042195,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316949410212325,0,0.0418701138423439,0,0,0,0,0.0585767146478682,0,0,0,-0.0549206949341043,0,0,0,0,0.420256252056459,0,0.0249728996048668,0.051478124689094,0,0.035241819206549,0,0,0,0,0,0.0156035098568627,0,0,0,0,0,0,0,0,0,0,0.0329240995995976,0,0,0,0,0,0
