,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X600688.SH,X600188.SH,X002466.SZ,X601991.SH,X601600.SH,X600362.SH,X600795.SH,X600886.SH,X600516.SH,X600547.SH,X002460.SZ,X300072.SZ,X000898.SZ,X600027.SH,X600352.SH,X600111.SH,X000553.SZ,X600176.SH,X601992.SH,X000786.SZ,X600426.SH,X600299.SH,X000709.SZ,X002110.SZ,X000408.SZ,X600808.SH,X000792.SZ,X600315.SH,X000883.SZ,X000830.SZ,X000932.SZ,X601158.SH,X600801.SH,X601699.SH,X002271.SZ,X600219.SH,X000539.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.369428450700223,0,0,0,0,0,0.00227707399024507,0,0,0,0.0269250247032159,0,0,0.0758979151049622,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431721624950539,0,0,0,0,0,0.0234153466960702,0,0.148764978663747,0,0,0.0280397026639614,0,0,0,0.0495455345075147,0,0,0,0,0,0.0119618939893758,-0.00141168616596912,0,0,0,0,0,0
X600028.SH,0.382740594968107,0,0.148760969471264,0,0,0,0,0,0,0,0,0.0790626918818487,-0.0274267912229587,0,0,0,0,0,-0.0860367318170607,-0.120047158046741,0,0,0,0,0,0,-0.119632010398158,-0.114886597157902,0,0,0.0142202631471196,-0.0450705895029429,0,0,0,0,0.0932272123028033,0,0,0.0128077453860355,0,0,0,0,0,0,0,0,0,0.0117363294436369,0.014507451099873,0,1.73472347597681e-18,0,0.183408550332596,0,0
X601088.SH,0,0.0580609415542388,0,0.0368604448381845,0,0,-0.089582874443607,0,0.140371260939115,0,0.167318367876925,0.458380252463225,0.0284095582033815,0,0,0,0,0,0.122660863280415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15977940240855,0,0,0,0,0,0.00850125417592258,0,0,0,0,0,0,0,0,0,-3.7063816981047e-05,0.00799676259194836,0,0,0,0,0,0
X600585.SH,0,0,0.215891337215606,0,0,0.0619375442239447,0,0,0,0,0.128925819560996,0,0.0800892581789493,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130369940324726,0,0,0.0737262189716578,0,0,0,0,0,0,0,0.0725616631056192,0,0.151694644299878,0,0,0.371567216318979,0,0,0,0,0,0,-0.0277012288957113,0.0399457258169386,0,0.109965679022508,0,0,0,0
X600019.SH,0,0,0,0,0,0.10379497825409,0,0.085832700639005,0,0,0,0.288404694577796,0,0,0,0,0,0,-0.116210945299858,0,-4.33680868994202e-19,0,3.46944695195361e-18,0,0,0,-0.079444267433178,0.109828272628635,0,0,0,0,0,0,0,0.181024602837243,0,0,0,0,0,0,0,0.0870018080429569,0,0,0,0,0,-0.00327690386204406,0.0596276299657459,0,0,0,0,0,0
X600309.SH,0,0,0.268612505606249,0,0,0,0,0,0,0,0,0,-0.229796662764507,0,0,0,0,0,0,0,-0.0663775496045765,0,0,0,0,0,0,0,0,0.179604989928584,0,0.119287621930675,0,-0.0752738186424436,0,0,0,0.110429594508714,0,0.0379925970160368,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0596468688568476,0.00452320035669617,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0208412223862974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161160754067419,0,0,0,0,0,0,0,0,0,0,0.103355162608545,0,0,0,0,0.0324131889559938,0,0,0,0,0,0,0,0,0,0.0175948549473376,-0.0219454620508156,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.300798769731604,0,0,0.190504489230372,0,0,0,0,-0.0860606674235405,0.258397300826093,0,0.262990013799664,0,0.622358529127751,0,0,-0.145921930933165,0,0,0,0,0,0,0,0,0.270057466484226,0,0,0,0,0,0,0,0,-0.0745899348080287,0,0,0,0,0.0324776802324472,-0.140907940236396,0,0,0,0,0,0
X600660.SH,0,0,0,0,-0.0375227565692168,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,-0.0884752037743728,0,-0.290952294635171,0,0,0,0,0,0,0.123230805663793,0,0,0,0,0.1305338993443,0.0580026014882712,-0.25548991354814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035628673602404,0.0814838524516457,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.017482382727432,0,0,0,0,0.0563655496974805,0,0,0.100871022027791,0,0,0,0.169077208868282,0,0,0,0,0,0,0,0,0.0836907211145472,0.1178546738912,0,0,0.0133632419218062,0.0350886271349625,0,0,0,0,0,0,0,0,0,0,0.00525720576911381,0,0,0,0,0.0629036550780184,0,-0.00407947530712016,0,0,0,0,0,0
