,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X600188.SH,X601991.SH,X600027.SH,X600362.SH,X600623.SH,X600111.SH,X601992.SH,X600886.SH,X600157.SH,X600547.SH,X600299.SH,X002466.SZ,X600660.SH,X601158.SH,X000709.SZ,X000792.SZ,X600352.SH,X600309.SH,X600489.SH,X000898.SZ,X600583.SH,X000539.SZ,X000883.SZ,X300072.SZ,X000027.SZ,X000630.SZ,X000629.SZ,X000983.SZ,X000959.SZ,X000723.SZ,X000060.SZ,X002470.SZ,X002075.SZ,X600021.SH,X600022.SH,X600176.SH,X600098.SH,X000012.SZ,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.00198511339538856,0,0.195424855116775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017583296064873,0,0,0,0,0,0.0964308818267015,0,0.0574603195321038,0.0857605193410826,0,0,0,0,0,0,0,0,0.0237510457440669,0,0,0,0,0,0,0.031101813630994,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0948028433483514,0.0312802248987037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159447944398842,0,0,0,0,0,0.0359206564672279,0.0253993340277861,0.00574207757801222,0,0,0,0,0,0,0,0,0.0477516182181955,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0920786584761319,0,0,0,0,0,0,0,0.0139235147223337,0.0369093579161785,0,0,0,0,0,0,-0.0144601776721922,0,0.132052121726239,0,0,0,0.19938899075048,0,0,0,0,0,0,0,0,0.168413893975951,0.104699679658314,0,0.121636777804086,-6.93889390390723e-18,0,-0.0270401145707172,0,0,0,0,0,0,0,0.00322750146096041,0,0,0,0,0,0,0
X600011.SH,0,0,0.0448970735756516,0,0,0,0.0575520332519404,0.0161625373707106,0,0,0,0,0,0.270627574419843,0,0,0,0,0.047088261849499,0,0,8.67361737988404e-19,4.33680868994202e-19,0,0,0,0.0541426254595146,0,0,0,0,0.107820679614554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00767107844792718,0,0,0,-0.0017243034427598,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.051310861748652,0,0,0,0,0.165413940973871,0,0,0,0,0,0.322736439816177,0.0352754292105823,0,0,0.0776343597106992,0.0570289389967171,0,0.0284978084499983,0.00873690192656199,0.149084029844045,0,0,0,0,0,0.00957672014244823,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0272044524222312,0,0.272826729927899,0,0,0,0,0,0,0,0,0.0791926485270274,0,0.0288513253452632,0,0,0,0,0,0,0,0.0875528459779368,0,0,0.310222436617886,0,0,0,0,0,0,0,0,0.0646539205149785,0,0,0,0,0,0,0,0,0.0323057129535212,0,0,0.0353468758832369,0.110530740699945,0,0,0,0,0,0
X600585.SH,0,0,0.0300120059652601,0,0,0.0203372907681423,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0.132564502727007,0,0,0,0,0,0,0,0,0,0.0889278900656835,0,0,0,0,0,0,0,0,0,0.149768414048283,0,0.103041457946746,0,0,0,0,0,0.158933751876856,0,0,0,0,0,-0.0285978727602245,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0.0596733551600498,0,0,0,0,0,0,0,0,0,0,0,0,0.458251113896904,0.063034023263121,0,0,0,0.064069732827366,0.0966379239963699,0,0,0,0,0,0,0.136858537958182,0,0,0,0.112980039422505,0,-0.03253693005848,0,0,0,0,0,0,0,-0.0398877227476234,0.0804594597500585,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0397511903647264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.13976919031014,0,0,0,0,0.0291378040447029,0.0325362669806528,0,0,0.0900872517932074,0.0553722356943032,0,0,0,0,0.0109544941234773,0.116830392692965,0.0869436095894624,0.0489352630941802,0.01349510112915,0,0,0,0,0,0,0.136142873482018,0.100702006375532,0,0,0.00312566675995191,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.208768672733727,0,0,0,-0.0538715675944706,0,0,0,0,0,0.185915755068733,0,0,0,0,0,0,0,0,0,0,0,0.369095972214363,0,0,0,0,0,0.028267513067018,0.0498688554562624,0.0680508120174153,0,-0.0113653658174576,0,0.0109883718224376,0,0,0,0,0,-0.00238522066277229,-0.0180908164819228,0.34712634371604,0,0,0,0,0
