,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600188.SH,X600547.SH,X600795.SH,X601600.SH,X601991.SH,X600027.SH,X600157.SH,X600362.SH,X300072.SZ,X600111.SH,X600886.SH,X601992.SH,X600489.SH,X600309.SH,X600660.SH,X600299.SH,X600623.SH,X002466.SZ,X000792.SZ,X000709.SZ,X002075.SZ,X601158.SH,X000723.SZ,X000408.SZ,X000898.SZ,X600352.SH,X600583.SH,X000883.SZ,X000983.SZ,X600549.SH,X000959.SZ,X000539.SZ,X000027.SZ,X600176.SH,X002470.SZ,X600021.SH,X000630.SZ,X000012.SZ,X002460.SZ,X601699.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0430313172011961,0.013631149558871,0,0,0,0.0142688345608013,0,0,0,0,0,0,0.0214177646693178,0.0108286377403215,0.00320519953291005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103915597036879,0,0,0,0,0,0,0,-0.00619064763894795,0,0,-0.0112593303785344,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0650632509315622,0.0325276047188965,0,0,0,0,0,0,0,0.0150295330589238,0,0,0,-0.0353768958605126,0,0,0,0,0,0,0,0.0302383219847397,0,0,0.0532804035990396,0,0.0150002875016971,0,0,0.0523251744118531,0.0243839345588766,0,0,0,0,0,0,0,0,0,0.0086676362956449,0,0,-0.00486955666175281,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0578268691602289,0.0298486594825455,0,0,0.0719912539437749,0.117970403865557,-4.33680868994202e-19,0,0,0,0,0,0,0.00511132547680528,0,0,0.034988324508097,0,0.0371371011000898,0,0,0.0406985035496175,0,0,0,0,0,0,0,0,0.0672838806575921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924899874246979,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.16866062736268,0.00311743689602357,0,0,0,0,0,0,0.0957953158913887,0,0,0,0,0,0,0,-0.00123473504324963,0,-3.46944695195361e-18,0,0,0,0,0.165275882177024,0,0.0625680197060323,0,0,0,0,0,0,0,-0.0872300758551989,0,0,0,0,0.0433756452513358,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0260755995567749,0,0.0439673451704148,0,0,0,0,0.00658658106746346,0,0,0,0.0553266294239472,0,0.189596405371816,0,0,0,0,0,0,0,0,0,0.369952662111385,-0.048571177790766,0,0,0,0,0,0,0,0,-0.0321949001923425,0,0,0,0,0.0275303027633386,0,0,0,0,0,0,0,-0.0119491946616192,-0.0141886911518912,0,-0.034453995068114,0,0,0,0
X600585.SH,0,0,0,0,0.261791375563862,0,0,0,0.00563442690510985,0.116125072333276,-0.013141799571204,0,0,0,0,0,0,0,0,0,0,0,-0.054655363754278,0.319070955142045,0,0.213386083675852,0,0,0,-0.0780279173502053,0,0,0,0,0,0,0,0,0.0592292052996044,0,0,0,0,0,0,0,-0.20545069614469,0,0,0,0,0.0238715885209012,0.047465558541226,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.0589248680406955,0,0,0,0,0,0,0.0130506695450501,0.0638047402454665,0,0,-0.0132564510064861,0.0494862264553595,0,0,0,0,0,0,0.00603950193044935,0,0,0,0,0,0,5.42101086242752e-20,1.0842021724855e-19,0.0240767446979738,0,0,0,0,0.0776202625130359,0,0,0,0,-0.0282604296173422,0,0,-0.040530718706246,0.0483835743568236,-0.0320930423333771,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.103330063420395,0,0,0,0,0,0,0,0.0175661840066935,0,0,0,0.034049055569112,0,0,0,0.118662403847295,0,0,0.105916520220979,0.0541561847070374,0,0,0.0632138256029195,0,0,0,0,0.0236616280618702,-0.0815393978490332,0,0,0,0,0,0,0,0,0,0.382727574710099,0,0,0.0112177994837109,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0398250119987216,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0481648605009006,0,0,0,0.0871458003758864,0,0,0,0.0472866858032853,0,0,0,0,0.138444524095376,0,0,0.173091464145311,0,0,0,0,0.00350583032683986,0.145016702336178,0.0745409710673234,0,0.0186126794520343,0.0409052933086802,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0819807659110734,0,0,0,0,0,0,0,0,0,0,0,-0.15301524788624,0,0,0,0,0.0415081175736584,0,0,0.113282838340211,0,0,0,0,0,0,0,0,0.00206315967541046,-0.00547575731429783,0,0.64883711661704,0,0,0,0,0,0,0,0,0.164824726634618,-0.0376133548413809,0,0,0,0,0.232901157584927,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.23636166218693,-0.0240491245844856,0,0,0,0,0,0,0,0,0,0,0,0.720257011555487,0,0,0,0.162158451048623,0,0,0,0,0,0,-0.00404267961676821,0,0,0,0,-0.102766908096896,0,0,0,0,-0.198245572248436,0.130867524995743,0,0,0.155398311462251,-0.154112645822821,0,0,0,0.0444900632696539,0.182327020070503,0,0,0,0,0,0
