,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X000708.SZ,X002466.SZ,X601898.SH,X000301.SZ,X601600.SH,X600547.SH,X600111.SH,X600362.SH,X600426.SH,X600188.SH,X600010.SH,X600886.SH,X600011.SH,X000786.SZ,X600176.SH,X000408.SZ,X601991.SH,X600795.SH,X002080.SZ,X600803.SH,X002353.SZ,X600219.SH,X000027.SZ,X300037.SZ,X600352.SH,X600489.SH,X600688.SH,X000932.SZ,X000898.SZ,X000825.SZ,X600315.SH,X002409.SZ,X000807.SZ,X601699.SH,X600801.SH,X000830.SZ,X000959.SZ,X600486.SH,X600399.SH,X000983.SZ,X600027.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0669517582386523,0,0,0,0,0,0,0,0,0,0,0,0.00335629340718707,0,0,0.145755477703822,0,0,0,0,0,-0.0194147302580909,0,0,0,0.0394968230184773,0,0,0,0,0,0,0,0,0,0.0381501048166327,-0.044265895063117,-0.0482373340159927,0.0105864034294689,0,0,0,0.0764953189226345,-0.0199003591706503,0,0,0,0,0,-0.00664769081669769,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0868561344460884,0,0,0,-0.00646383855639198,0,0,0,0,0,0,0,0.0804705712267391,0.0433003003920006,0,0,0,0.00957989090623428,-0.0716662312710746,0,0,-0.00413036385743219,0,0,0,0,0,0,0,0,0.0582002195216462,0,0,0,0,0.0535582538274597,0,0,0.0916964674598828,0,0,0,0,0,0,0.0325374385562281,0.0904385793142652,0,0,0,-0.0406883082451467,0,0
X601088.SH,0,0,0,0.0691857792438651,0,0.049393850016319,0,0,0,0,0,0,0,0,0,0.00519114551840882,0,0.00204004072887428,0.183396660839235,0,0,0,0,0.0685595101868414,0.0122094482951711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0642414751742269,0,0,0,0,0,0,0,0,0.0604198762176193,0,0,0.00230483493660982,0.030104895680353,0,0,0,-0.00253671818243366,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0620835255133224,0,-0.0314141861889993,0,0,0,0,0.0914436647820773,0,0.303097008149044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290699284238391,0.0377056566654719,0.0618679850907808,0,0,0.204879598955248,0,0.0341613347858437,0,0,0,0,-0.0162605114544338,-0.0495275851720151,0,0,0,-0.0632842973312857,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0427557752774799,0,0,0,0,0,0,0,0,0,0.0509310798646818,0,0,0,0.00123976559088971,1.73472347597681e-18,0,0,0,0,0,0,0,0.0172290723957724,0.139039104733695,0,0,0.00260576051503943,0,-0.0400261461117987,0,0,0,0,0,0.48347149166664,0,0,0,0,0,0,0,-0.074270393457499,0.106292672830367,0,0,0,0.00515413583045969,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0511748337628601,0,0,0.503725261954407,0,0,0,0,0,0,0,0,0,0,0,0,0.0548719171146122,0.00298562641651173,0,0,0,0,0,0.00918226241922667,0.0021350322868091,0.264881426886025,0,0,0,0,0,-0.0611681231813372,0,0.0523932743569807,0.24088326933545,0,0,0.0314999941402415,0,-0.129811114884333,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.0833596082951654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800825042825862,-0.0121575788038458,0,0,0,0,0,0,0,0,0,0,0,0,0.370509562701187,0.0736294892462924,0,-0.197644618430899,0.125974639623456,0,0,0,1.73472347597681e-18,0,0.0534427374807991,0,0,0,0,0.034751690988024,0,0,0,-0.0668815863755716,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.130229399661589,0.143433530911712,-0.129589022029268,0,0,0,0,0,-0.0883917508695853,0,-0.068824434437827,0,0,0.28361200241422,0,0,0,0,0.0852494445390038,0,0,0,0,0.148011378498453,0,0,0,0,0,0,0.0154035431121225,0.130686897235234,0,0,0,0,0,0,-0.0154201714467625,0,0,0,-0.0347758411519879,0,0,0,0,-0.0044976779395344,0,0
X002271.SZ,0,0,0,0.127941807217693,0,0,0,0,0,0,-0.0756625296194116,-0.00748153866302988,0,0,0.024231148945918,0,0,0,0,0,0,0,0,0,0.103202442961665,0,0,0,0,0,0,0,0,0,0.0706753246891361,0,-0.0515889373023715,0,0,0,-0.0206559197717856,0,0,0,0,0,0.103632595280401,0.0122636693091733,0,0,0,0,-0.036704882583369,0,0,0,0.0977179276814226,0,0
X000708.SZ,0,0,0,0,0,0,0,0.148654637172783,0,0,0,0,-0.00283765932826622,0,0,0,0.00136305631557422,0.0810009823295729,0,0,0,0,0,0,-0.0535234328805203,0,0,0,0,0,0,0,0,0,0,0,0.174489621820501,0.0663784835832455,0,0.0618138240626455,0,0,0.00614470919156742,0,0.0265620305659443,0,0,0,0,0,0,0,-0.0518767200807945,0,0,0,0.0995935984326952,0,0
