,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600011.SH,X601898.SH,X000708.SZ,X600111.SH,X000301.SZ,X601600.SH,X600660.SH,X600010.SH,X002271.SZ,X000877.SZ,X600547.SH,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X000983.SZ,X601699.SH,X600176.SH,X600803.SH,X600027.SH,X601991.SH,X000786.SZ,X600160.SH,X000807.SZ,X600995.SH,X000629.SZ,X600096.SH,X000408.SZ,X600219.SH,X000933.SZ,X600489.SH,X600378.SH,X000723.SZ,X000932.SZ,X600141.SH,X002080.SZ,X600348.SH,X000831.SZ,X600801.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.00689067010283722,0,0,0,0,0,0,0,0,-0.01845005956244,0,0.03787943679107,0,-0.0604354012566474,0.184794997952086,0,0,0,0.11055540019645,0,0,0,0,0,0.0491256272893671,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.0130181596615432,0,0.0550821713265607,0,-0.0174166434397794,0,0,0,0,0,-0.00842234933483587,0.0159906546285764,0,0,0,0,0,0
X600028.SH,0.0428684269971236,0,0,0,0.127986225735291,0,0,0,0,0,0,0,0,0,-0.00435199881770517,0.0843212438867736,0,0,0.030394537371996,0,0,0.0633566768098096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215562768332972,0,0,0,0,0,-0.0162806534826101,0,0.133197020213991,-0.0113440921310044,0,0,0,0,0,0,0,0.00667001316454243,-0.0542104785422309,0,0,0,0,0
X601088.SH,0,0,0,0,0.028816396485379,0,0,0,0,0,0.0777416437115783,0.143337299901068,0,0,1.35525271560688e-20,0,0,0,0,0.0294659608782973,0,0,0.0337728083220573,0,0,0,0.107121256092797,0,0.0731481116636608,0,0,0,0,0,0,-0.00402716124796244,0,0,0,0,0,-0.0692590878109363,0,0,0,0,0,-0.0476235021443428,0,0,0,-0.0140369540347664,0.0262495571910508,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0442638306095384,0,0,0,0,0,-0.125611638960607,0,0,0,0.265928752252281,0,0.127949946858546,0.134145040108894,0,0,0,0,0.222238357217023,0,0,-0.0918636319970373,0,0,0,0,0,0,0,0,-0.0235633211460205,0.0542612569152703,0,0,0,0,0,0,0,0.563426968544997,-0.0945227447122064,0,0.0138383251827497,0,0,0,0,-4.33680868994202e-19,-0.0111512588009581,0,0,0,0,0,0
X600188.SH,0,0,0,-0.1597668878198,0,0.134854088480669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210660283963589,0,0.205322372728267,0,0.0315140423833408,0.138102666833175,0,0.216835196982461,0,0,0,0,0.0228123608636251,0,0,0,0,0,0.169404337293188,0,0.00201729623173173,-0.268451838869231,0,0,0,0.157400160525652,0,0,0,0,-0.013915714244231,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0399192465488714,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0691431495818584,0,-0.0106453603417444,0,0.0262662225843714,0.30210118880796,0,0,0.00876594079747678,0,0.0251272402553539,0.0464847817148092,0,0,0,-0.0351805891106616,0,0.109371443182534,0,0,0,0,-0.0501945037764148,0,0,0.0530941381497271,0,0,0,0,0,0,0,0,0.196263895705302,0,0,-0.00847564754114428,0.0170761582615555,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173124751767419,0,0,0.133073376090722,0,0,0,0,0,0,0,0.0618030353780044,0.137016470693885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386393218918011,0,0,0,0.109026245429727,0.0838777493313664,0,0,-0.0160718146572021,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.583863581101759,-0.0403376657535217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265610243709249,-1.73472347597681e-18,0,0,-0.0192029976858908,0,-0.0406922008172604,-0.0327562216450514,0,0,0,0,0.257887121685442,0,0,0,0,0,0,0,0.0525966320267494,0.0476452464807461,0,0,0,0,0.00204145934014985,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0.00547796112613926,0,0,0,0,0,0.153338852506981,0.0767218795750295,0,0,0,0,0,0.0225518380865921,0,0,0,0.133554232350521,0,0.240141506222236,0,0,-1.73472347597681e-18,0,0.05701546372334,0,0,0,0,0,0,0,0.0392167843978474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0878675626988104,4.33680868994202e-19,0.0130048525621182,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0267668970647482,0,0,0.553525181876442,0,0,0,0,0,0.0789082162897809,0,0,0,0,0,0,0,0,0,0,0,0.11242930425572,0,0,0,-0.00694672670618087,0,0,0.0223506957656592,0.114600142830609,0,0,0,0,0,0,0,0.114745743398174,0,0,0,0.0496014128170259,0,0,-0.159801919065357,0,-0.138419010004898,0.00244202260964456,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00505958394378199,0,0,-0.00460135339988202,0.0321106609463061,0,0,0,-8.67361737988404e-19,0.106835875472913,0.578240715137174,0,0,0,0,0,-0.179930366311393,0,0,0,-0.0059961468839072,0,0.0690824695939327,0,0,0,0,0,0,0,0,0,-0.0313005046387363,0.0511293396899098,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.291343101304303,0,0,0,0,0,0,0,0,0,0.0121617707156892,0.0513117355303271,0,0,0,0,0,0,0,0,0,0.104178936934529,0.0572057103741661,0,0,0.0750571112999802,0.00791343396346444,0,0,0,0,0.12706109369076,0,0,0,0.0649686055064802,0,0,0,0,0,0,0,0.055097865873622,0,0,0,0.00824169771190432,-0.0111618119535082,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.0508759460343566,0,0,0,0,0,0,0,0.0287417445903208,0,0,0,0,0.277173155823911,0,0,0,0,0,0.0528003695040239,0,0,-0.104095231572911,-0.0159808953275503,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.110346252555999,0,0,0,0,0.00373840600407084,0,-0.0452353934772163,0.0646162521867075,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.00382621820175437,0,0,0,0,0,0,0,0,0,0,0.189497240005565,0,0,0,0,0,0,0,0,0,0,0,0,0.134874893029025,0,0,0,0,0,0,0,0.0690824819668323,0,0,0.0113990145083015,0,0,0,0,0,0,0,0.424791248763304,0,0,0,-0.0102339263643579,0,0,0,0,0,0,0
X000301.SZ,0,0,0,-0.0537959651244395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140923525474837,0.0806329642437369,0,0.124552990811465,0,0,0,0,0,0,0,0.0287936232130172,0,0.0938808029567398,0.461906423324663,0,0,0,0,0,0,0,0,0,0.258075108438398,0,0,0,-0.38433665957452,0.0805489274071201,0,0,0,0,0,0,0
