,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X601600.SH,X600547.SH,X600886.SH,X600188.SH,X600795.SH,X600362.SH,X600027.SH,X000898.SZ,X600111.SH,X601992.SH,X600516.SH,X600176.SH,X002466.SZ,X600299.SH,X000629.SZ,X000709.SZ,X002460.SZ,X600808.SH,X600352.SH,X300072.SZ,X600219.SH,X600801.SH,X000825.SZ,X600339.SH,X601158.SH,X002110.SZ,X600489.SH,X000553.SZ,X600583.SH,X000786.SZ,X000883.SZ,X601699.SH,X600426.SH,X000301.SZ,X000932.SZ,X000630.SZ,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.192002290449863,0,0,0,0,-0.0876234603180626,0,0,0.13856879868765,0.0380633925498967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0915860825032499,0,0,0,0.202374780885624,0,0,0,0,0.0149051149569001,0,0,0,0,0.389027812257181,0,0,0,0,0.0144161935527482,0.014810160181037,0,0,0,0,0,0
X600028.SH,0.0200205495764976,0,0,0,0.32241925568361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194977801879119,0,0,0,0,0.258100540340706,0,0,0,0.0603562876089805,0,0,0,0.110672399287766,0,0,0,0.042257593346964,0,0,0,0,0,0,0,0,0,-0.0378520515732692,-0.0145458285577191,0.067432364328524,0,0,0,0,0,0
X601088.SH,0.0313098991304046,0,0,0,0,0,0,0,0.0247985531573689,0,0,0,0,0.00577330526401411,0,0.097675338767467,0,0,0,0.102745784476214,0,0,0,0,0,-0.176197157707067,0.0269058150845608,0,0,0,0,0,0,0,0.00019537613417278,0.0264239229623426,0,0.320144153502515,3.46944695195361e-18,0,0.0743809169005773,0,0,0,0,0,0,0,0.0750751561955725,0,0.034266725753246,-0.0835434817829379,0,0,0,0,0,0
X600585.SH,0,0,0.118140875380947,0,0,0.0815065098257439,0.0747669817662927,0,0,0,0,0,0,0,0,0,0,0,0,0.0714069937914424,0,0,0.0417074934646101,0,0,0,0.028408896478771,0,0,0,0,0,0,0.525223020208382,0,0.0486575681347263,0,0,0,0,0,0,0,0,0.0246177881059156,0,0,0,0,0,0.00589793083824975,0,0,0,0,0,0,0
X600019.SH,0,0.14759629897907,0,0.0176034159624767,0,0,0,0,0,0,0,0,0,0,0,0.0521350779250936,0,0,0.0233733309120665,0.529431289264969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062938250320322,0,0,0,0,0,0,0,0,0,0,0.00674195648345072,0,0.164862164032817,0,0,0,0,0,0,0,0,0,0.172440186897342,0
X600011.SH,0,0,0,0.0509665339125187,0,0,8.67361737988404e-19,0.0469951354360377,0,0.0104742656730737,0,0,0.0503369160051422,0,0.192199053862278,0,0,0,0.730946582261435,0,0,0,0,0,0,0,-0.0580690824824864,0,0,0,0,0,0,0,0,0.0628767921989493,0,-0.0363227469135207,-0.176932938701358,0,0,0,0,0,0,0,0,0,0,-0.0896977878859062,-0.0153652508900729,0.0591491606828223,0,-0.0656499734911806,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.310872311804348,0,0,-0.422585568474119,0,0,0,0,0.23996453617374,-0.0302498655075074,0,0,-0.496659547248218,0,0,0.313508421447146,0,0,0.155242966258021,0,0.368886781401012,0,0.168972105757054,-0.246671148818222,0,0.0636021967388735,0,0.143669428891082,0,-0.150411835923091,0,0
X600010.SH,0.112924301274573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311666745196047,0,0.129493237339745,0,0,0,0.135438564876626,0,0.0678904835026799,0,3.46944695195361e-18,0.00640525082169215,0,0,0,0.0445931291427218,0.0189118264087956,0.0390267588396354,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0831282464922762,0,0.0936809607032843,0,0,-0.00542481145415597,0,0,0,0,0,0
X601898.SH,0.138517950614372,0,6.93889390390723e-18,-0.0446871244107435,0,0,0,0,0,0.0912376863624496,0,0,0,0,0,0.0688038197879003,0,0,0,0,0,0,0,0,0,-0.041343261622929,0,0,0,0,0,0,0,0,0,0.0397739163172694,0,0,0.0230782633635853,0.0173321463866577,0,0,0,0.255647245710574,0,0.192870723189589,0.139250542916949,0,0,0,0.0225641375403653,-0.0291924831931028,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.127431082216821,0,0,0.0718049864331956,0.124550459890128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880943937240189,0,0,0,0,0,0,0,0,0,0,0.0484139826454815,0.0845908375698171,0,0,0,0,0,0,0,0,0,0.0672187631483768,-0.0191628404820269,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0.166542129767942,0,0,0,0,0,0,0.0361376555395953,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.349182229202514,0,0,0,0,0,0.0119360988317096,0,0,0,0,0.0934482843626857,0,0,0,0,0,0,0,0,0.0497752854840904,0.0362512481535414,0,0,0,0,0,-0.0935422175557686,0
X600660.SH,0,0,0,0,0,0,0.00690866077337555,0,0,0,0.0177189315309638,0,0,0,0,0,0,0,0.143595918490447,0,0,0,0,0,0,0.0987145822234927,0.020800210643635,0,0,0,0,0.0266653078246389,0,0,0.0295241459537687,0,0,0,0,0,0.0644421231126406,0.0328940774078189,0,0,0.279053166294041,0,0,0,0,0,0.0282673173065718,0.0337766001261163,0,0,0,0,0,0
X601600.SH,0,0,0,0.136067101272621,0,0.00722594249416191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114188903953998,0,0.00770388431622093,0,0,0,0,0,0,0,0,0,0,0.00352596559717406,0,0,0,0.016333681503815,0.165520045152563,0,0,0,0.129707963732281,0,0,0,0,0,0,-0.0978956698029887,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0606372023597191,-0.0465510906441853,-0.105332604979045,0,0,0.0561556936168289,0,0,0,0,0,0,0,0,-0.0237904453278496,0,0,0,0,0,-0.012970531271691,0,0,0,0,0,0,0,0.27006593131238,0.027379997241264,0,0,0.623018243353262,0,0.000362370944703979,0,0,0,0,0,0,0,0,0,0.0257600699359142,-0.0448644883959587,0,0,0,0,0,0
X600886.SH,0.021913583835983,0,0,0,0,0.248470033267542,0,0,0,0,0,0.0415725524880842,0,0,0,0,0,0,0.0302063185292813,0.129107329305165,0,0,0,0.116868147879933,0,-0.0498046162976182,-0.0205097396787197,0,0,0,0,0,0,0,0.0546825490848762,0,0,0.0291964485074719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011661776831859,0
X600188.SH,0,0,0.521388266087505,0,0,0,0.0240292534020724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00986309911608314,0,0,0.273562416170187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42367326169263,0,0,0,0,0,0.0583174883690611,-0.0397091988244065,0,0,0,0,0,0
X600795.SH,0,0.0526294184113843,0,0,0,0.0187324248258873,0,0,0,0,0,0,0,0,0.0525424973518412,0,0,0.138268319750686,0.11147986915303,0,0,0,0.0438253284610821,0,0.0100468134512089,0.0549577741568741,-3.46944695195361e-18,0,0,0,0.0411650359494717,0,0,0,0,0.0568748465840838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00263502059703419,-0.0410611155329138,0,0,0,0,0,0
X600362.SH,0,0,0.0282353092222953,0.0571040389014736,0.0596447525921384,0,0.0728138082091119,0,0,0,0,0,0.0534946143186478,0,0,0,0,0,0,0,0,0,0.0997535208374237,0,0.0904648663694193,0,0,0,0,0,0,0,0,0,0,0,0,0.0220748459889829,0,0,0,0,0,0,0,0,0,0.0821982138241588,0,0,0.0116116873683529,-0.0901406907472253,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.500827924064756,0.41278738233407,0.00805468233648623,0,0,0,0,0,0,0,0,0,0.32250051923562,0,0,0,0,-0.0893572037373875,0,0,2.16840434497101e-19,-0.0243968000484165,0,0,-0.0136500886150874,0,0,0,0,0,0,0,0,0,0,0,-0.094952620537238,0,0,0,0,0,0,0,-0.153652283302118,0,-0.018719729871297,-0.040319512427526,-0.22209763329183,0,0,0,0.0252709902853831,0
X000898.SZ,0,0,0,0,0.494355765792536,0,0.026731105414924,0,0,0,0,0.0197537420102303,0.0250697952935404,0,0,0,0,0,0.144933574681056,0,0,0,0,0,0,-0.0175202036962315,-0.0568737034629297,0,-0.0365797117086694,0.331415762115686,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.113735010246649,0,0,0,0,-0.0825129434286848,0,0.00695551315639777,0,0,0,0,0,0
X600111.SH,0.0734260930347685,0,0,0,-0.0130499409687987,0.0323705479677626,0,0,0,0,0,-0.0545298954207779,0.171876803391302,0,0,0,0,0,0,0,0,0.087234791992678,0,0,-0.149167655887369,0,0,0,0,0,0,0,0.288704855255736,0.207494578770962,0,0,0,0,0,0,0.0761392267108603,0.223593650415685,0,0,0,0,0,0,0,0.0475366723972575,-0.0208274186861079,0.0197302357187804,0,0,0,0,0,0
