,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601992.SH,X600795.SH,X600688.SH,X600309.SH,X300072.SZ,X601600.SH,X600660.SH,X601991.SH,X600188.SH,X600362.SH,X600547.SH,X600886.SH,X002466.SZ,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X600339.SH,X000898.SZ,X000959.SZ,X601158.SH,X600489.SH,X600008.SH,X002460.SZ,X000723.SZ,X600299.SH,X000883.SZ,X002271.SZ,X600176.SH,X600352.SH,X600219.SH,X000630.SZ,X600578.SH,X000408.SZ,X000539.SZ,X600583.SH,X000792.SZ,X000027.SZ,X600021.SH,X000786.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.159189866049601,0,0,0,0,0,0,0.0317358807701697,0,0,-0.00855797430379806,0,0.207576899980005,0,0.00252279612095437,0,0,-0.0595003187961259,0.0834982204734808,0.0118285125974664,0,0,0,0,-0.0279579601651407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132609853029978,0,0,-0.000523756980916406,0.00344362884792367,0,0,0,0,0,0
X600028.SH,0,0,0.0187220524739172,0.0419455185285937,0,0,0,0,-0.0177393315370065,0,0.0799118580977575,0,0,0,0,0,4.33680868994202e-19,0,-0.131030470986977,0,0,0,0,0,0,-0.0595198983701955,0.0359813837628641,0,0,-0.0908134781758441,0,-0.0400849180714214,0,0,0,0.0317757989158519,0.0478575149580046,0,0,0,0,-0.0049427504219318,0,0,0,0,0,0,0.0832020424349257,0,-0.00121164494606138,0.00665749950015123,0,0,0,0,0,0
X601088.SH,0,0,0,0.0930405706506418,0,0,0,0,-0.0278813992771418,0,0,0,0,0,0,-0.0432604584022407,0,0,0,0,0,0,0,0,0,-0.0341619260669238,0.199810197529576,0,0,-0.00257465217840873,0,0.0112135388753197,0,-0.0326724835132681,0,0,0,0,0,0,0,-0.0791370961552195,-4.33680868994202e-19,-0.0142965328026692,0,0,0,0,0,0,0,-0.0189876788747414,0,0,0,0,0,0
X600019.SH,0,0,0.0781462637722127,0,0,0,0,0.0510904296903666,0,0,0,0,0,0,0.0748604649571522,0,0.114697964972223,0,-0.0212712784592578,0,0,0,-0.0284484937508715,0,0,0.115618699460224,0.281353187787373,-0.0149226497603414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264504064566646,0.00963659815144184,0,0,0,0,0,0
X600011.SH,0,0,0.138860263013174,0,0,-0.0965183833932129,0,0,0,0.167113624737243,0,0,0,0,0,0.277466700727596,0,0,1.73472347597681e-18,1.38777878078145e-17,0,0.252621325746277,0,0,0,0.0687767605359839,0,0,0,0,0.0614594749908452,0,0,0,0,-0.0547269756758444,0,0,0,0,0.0546375796968798,-0.00505403769251285,0,-0.000625846706208249,0,0,0,0,0,0,0.0383227701048401,-0.0385704398202511,0,0,0,0,0,0
X600585.SH,0,0,0.11609787210329,0,-0.0789255443715234,0,0,0,0,0,0,0,0,0,0.0300354678184622,-0.0482518046469792,0,0,0,0.0864897374583669,0.164268378170819,0,0,0,0,0,0,0,0,0,-0.0296706699098702,-4.33680868994202e-19,0,0,0,0.118131791312003,0,0,0,0,0,0.132415365284986,0,0,0,0,0,-0.0554300821201631,0,0,0.0395025222032765,0.0011239834445213,0,0,0,-0.291186322277576,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0386377436231009,0,0.0557135362628802,0,-0.0289047259662214,0,0.00531665292515886,0,0,0,0,-1.73472347597681e-18,0,0.0727806586602047,0,0.10018801384056,0,0,0.0752731182849301,0.118032200027305,-0.0375655567936042,0,0,0,0,0,0,0,0,-0.0664558405429131,0,0,0.114870429619488,0,0,0,0,0,0,-0.0185199157801072,0,0,0,0,0,0,0
X601898.SH,0,0,0.150451184511195,0,0,0,0,0,0,0,0,0.0237187752344642,0.00587943970713753,0,0,0,0.0286314691239386,0.316966741417254,0,0,0.0174101973158134,0,0,0,0,0,0,0.0220593583485692,0,0,0,0,0,0,0,0,0.158305618687813,0,0,0,0.172727128106474,0,0,0.0863939088263133,0,0,0,-0.0746243194214858,0,0,-0.00423956218613932,-0.00298519691409048,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,-0.120427527912067,-0.188431435249122,0.111158491897227,0,0,0,0,-0.210544158269859,0,-0.298406952225785,0,0.467111545513499,0,0,0,0,0,0,0.191026843823494,0.492772942647081,0,0,0,0,0.0320491232248224,0,0,0,0,0,0,0,0.135268916467202,0,0,0,0.160795682723434,0,0,-0.0438011363747868,0.0640318930349707,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0770495049914418,0,0,0,-0.0196153719664316,0,0,0.00226377955215197,0,0,0,0.0054421374699072,0,0,0.0431275312360674,0,0,0,0.0513192622217139,0,0,0,0,0,0,0,0.0106335407250072,0,0,0,0,0,0,0,0,0,0.0263790164472199,-0.0802030588945024,0.175439470914429,0,0,0,0,0,0,0,-0.0167716135111842,0.00385385718727664,0,0,0,0,0,0
