,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600362.SH,X600886.SH,X600188.SH,X600111.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X601158.SH,X000898.SZ,X600583.SH,X000709.SZ,X000792.SZ,X600352.SH,X600157.SH,X600547.SH,X600489.SH,X000629.SZ,X600021.SH,X000539.SZ,X002353.SZ,X600008.SH,X600808.SH,X000831.SZ,X000027.SZ,X600660.SH,X600549.SH,X000630.SZ,X000825.SZ,X600219.SH,X600578.SH,X002470.SZ,X600307.SH,X600315.SH,X000060.SZ,X600098.SH,X600863.SH,X600490.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.456136098127286,0,0,0,0,0,0,0,0,0,0,0.221437649339045,0.0307250904020968,0,0,0,0.0560641195658661,0,0,0,0,0,0,0.000288571752916269,0,0.0606447320126504,0,0,0,0,0,0,0,0.0463763333095769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141566860378365,0.0200150388435793,0,0,0,0,0,0
X600028.SH,0.43170378172869,0,0,0.101755726117693,0,0,0,0,0,0.185614254112382,0,0,0,0,0,0,0.0489841529293411,0,0,0,0,0.0490714668366664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670755054216532,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.115991114301551,0,0,0,0,0,0,0.17804933327604,0,0,0,0,0.07708630491692,0.303747209446861,0,0,0,0.09211792614367,0,-0.0327013832901965,0,0,0,0.074229939222937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945045745326079,0,0,0,0.0373526030365045,0,0,-0.0691909388932948,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.064364943939412,0,0.178407659027048,0,0.16685434521096,0,0,0,0.122347682366987,0,0,0.200115453747977,0,0,0,0,0.0841377212922306,0,0,0,0,0,0,0,0,-0.00522136866078883,0,0,0,0,0,0,0,0,0,0,0.0760014423139015,0.128022295998576,0,-2.77555756156289e-17,0,0,0,0,0.0579112325037862,0,0,0.0125633549977861,0,0,0,0,0,0
X600019.SH,0,0,0,0.0363443719617269,0,0,0,0,0,0,0.0129224095869045,0,0,0,0,0.152186736158467,0,0,0,0,0,0,0.391676848706638,0,0,0,0,0,0,0.00891660117958333,0.0822100968799878,0,0,0.0596988035960466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.00567747838386087,0,0,0,0,0,0,0,0,0,0,0,0.0890863962146179,0,0.0281664124051095,0.138694847898062,0,0,0,0,0.104261748115772,0.00237336615743007,0,0,0,0,0,0,0,0,0,0,0,0,0.282346838783329,0,0,0,0,0,0,0,0.0912986652002512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.119913144964073,0,0,0,0,0,0,0,0,0,0.0286105270993941,0,0,0,0,0,0,0.524966291029126,0.0217867046900368,0,0,-0.0502280978204139,0,0,0,0,-0.0358737880185896,0,0,0,0,0.100538948489476,0,0,0.0838516755775165,0,0.0643024567362266,0,0,0,0,0.400775723484713,0,0.0377365006459123,0,0,0,0.0144223297044057,0,0,0,0,0,0,0
X601898.SH,0,0,0.129553028523717,0,0,0,0,0,0,1.72740303118792e-05,0.0726314165708474,0,0,0,0,0,0,0.0895015578027807,0,0,0,0.261404621086482,0,0,0,0,0,0,0,0,0,0,0,0.129882550851794,0,0,0,0,0,0,0.0356508924668245,0.108092336282167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.216820685393288,0.212546187290222,0,0.0128708847150793,0,0,0.128555827976312,0,0,0,0.0483257323688615,0,0,0,0,0,0,0,0,0,0,0.091719229564965,0,0,0.0381641396824135,0,0,0,0,0,0.192123199482501,0,0,0,0,0,0,0,0.03655485263429,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.257263880336651,0,0,0,0,0.137777415034687,0,0.177010680850919,0.206981066255262,0,0,0,0,0.00363518624078335,0,0,0,0,0,0,0,0.125021693126003,0,0.0803016451707348,0,0,0.0248674950934379,0,0.0568106987221031,0,0,0,0,0.0072165748255509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
