,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X601992.SH,X600688.SH,X600795.SH,X600362.SH,X600188.SH,X600111.SH,X002460.SZ,X601991.SH,X600660.SH,X600547.SH,X600516.SH,X300072.SZ,X000792.SZ,X600886.SH,X000898.SZ,X000709.SZ,X600157.SH,X600027.SH,X000408.SZ,X000807.SZ,X600219.SH,X600339.SH,X600489.SH,X600549.SH,X000959.SZ,X600808.SH,X000983.SZ,X000723.SZ,X600352.SH,X002092.SZ,X002271.SZ,X601158.SH,X000553.SZ,X000883.SZ,X000630.SZ,X600299.SH,X600008.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0294190553453355,0,0,0,0,0,0.0309946475264069,0,0,0,0.0373873754676473,0.000769636185078178,0,0.065308273843115,0,-0.0182866120678549,0,0,0,0,0,0,0,0.0256605036087672,0,0,0,0,0,0,-0.0210078989847646,0,0,0,-0.00548936074975997,0,0,0.0476290878819051,0,0,0,-0.0167298637504812,0.000380442700601861,0,-0.00644539196451503,0.010788400171959,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.154194341393306,0,0,0.0250180552280379,0,0,0,0,0,0,0,0.000854612252843481,-1.0842021724855e-19,0.0264194888593634,0,0,0.0343255172865903,-0.00263462410072265,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320929205519988,0,0,0,0.122344341995521,0,0,0,-0.0835332848320266,0,0,-0.0548565020303217,-0.0104211286538819,0,0,0.000146329943511068,0.0142808556015821,0,0,0,0,0,0
X601088.SH,0,0,0,0.170767556824952,0,0,0,-0.0217141894168761,0,0,0,0,0,0.751473162179196,0,0,0,0,0,0,0,0,0,-0.0133430634480746,0,0,0,0,0,-0.0671421389633051,0.0312959664847122,0,0,0,0,0,0.00729411030593688,0,0,0,0.0882047304682476,0,0,0,0,0,0,0,0,0,-0.0218289652853463,-0.00349249921345186,0,0,0,0,0,0
X600019.SH,0,0,0.0620867955645127,0,0,0.126249589148482,0.0327713810677251,0.125281049602861,0,0.135772743729533,-0.0111115802688104,0,0,0,0,0,0.0260617680940642,0,0,0,0,-0.0207385284252164,0,0,0,0.0511105140577945,0,0,0,0,0,0,0,0,0,0,0.328380666777626,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.0756161440591591,-0.0318031786256356,0.0192933724554498,0,0,0,0,0,0
X600585.SH,0,0.0797267717807388,-0.175938191567385,0,0,0,0,0,0,0,0,0.0215511584704424,0,0,0,0,0,0,0,0,0,-0.0328218243769609,0,-0.121103058631753,0,0,0,0,0,0.146972238046883,0.21997709565421,0,0,0,0,0,-0.028176867941804,0,-0.140880640726891,0,0,0.022586483038161,0,0,0,0,0,0,0,0,-0.0385094683211633,0.0388492374578752,0,0,0,0,0,0
X600010.SH,0,0,0,0.00969369896879246,0,0,0.00418179537600957,0,0,0,0,0,0,0,0,0,0.0599940883063333,0,0,0,0,0,0,0,0,0.188146791831528,0.0560115968994835,0,0,0,0.0595156079445211,0,0,0,0.17841550552723,0,0,0,0,0,0.180608259440408,0,0,0,0,0,0,0,0.0655478503133819,0,0,0.0121384265204276,0,0,0,0,0,0
X601600.SH,0,0,0,0.0533400155388861,0,0.216155795838622,0,0,0,0.226029064053581,0.171813463775702,0,0,0,0,0,0,0,0,0,0,0.123172676408369,0,-0.0313833148273508,0,0,0.0521367050019952,0,0,0,0.121834708058623,0,0,0,0.126981205232325,0,0,0,0,0,0.0145290496624949,0,0,0.0139991754264335,0,0,0,0,0,0,-0.018796466224154,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198819661661732,0,0,0.0510898548010822,0,0.119733989171565,0,0.04126595469372,0,-0.146491256006583,0,0,8.67361737988404e-19,0,0,0,0,0.106470636927205,0,0,0,0,0,0,0,0,0.0797697681712391,0,0,0,0,0.00259555207501583,0,0,0.099901717493373,0,-0.0105847739783325,0.0136972850340179,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.113439347842312,0,0,-0.00422386238869893,0,0,0,0.0374987871829916,0,0,0,0.0999976614410881,0,0,-0.012814555911289,0,0,0,0,0,0,0,0.0903208180420548,0,0,0,0,0.0171315059177269,-0.0882999741287019,-0.0231272008160768,0,0,0,0,0,0,0.00388656263531257,0,0,0.0542607345804744,0,0.00950821976752193,0,0.0081256497537342,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.0814248171556405,0,0,0,0,0,0,0,0,0,0,0.118584184497606,0.157229862823915,0,0,0,0,0,0,0,0,0,0.284110273469381,0,0,0,0,0,0,0.110563382524767,0,0.0644297991915737,0,2.16840434497101e-19,0.039201165939163,0,0,0,0,0,0,0,0,0,0,0,-0.0656673112537339,-0.00444723805120027,0.00168390788172258,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298202835412762,0,0,0.607484412297076,0,0,0,0.11509836010214,0,0.0268671148545855,0,0.0518636059010013,0.0425739647792831,0,0.0176790257591841,-0.0205016906483267,0,0,0,0,0.119375122519697,0,0,0,0,0,-0.0856782528307371,-0.0317567483654076,0,0,0,0,0,0,0,0.047843994986806,0.0499707320499964,-0.0136943744845121,0,0,0,0,0,0
X601992.SH,0,0,0,0,1.73472347597681e-18,0.19559694209181,0,0,0,0,-0.0854801530772778,0,0,0,0,0,0,0,0,0,0,0.00924959499868326,0,-0.0223012336212899,0,0.135256833702324,0,0,0,0.0188361766313617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448250199236238,0,0,0,0.610124582359001,0,-0.0466853458725751,-0.00969630879398227,-5.42101086242752e-20,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0738122369476745,0,0,0,0,0,0,0,0,0,0,-0.121306104755955,-0.00465220116438254,0.0955506086938723,0,0,-0.00939669912221932,0,0,-0.22788469422776,0.0889827500879994,0,0.135448120945046,0,0,0,0.0246630480962068,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0422968397152212,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0180007715634801,0,0,0,0,0,-0.0761791461728624,0,0,0,-0.396871790602142,0,0.0151790985370023,-0.0151746552201629,0,0,0,0.0396986090069914,0.017658302023423,0,0,0.065202950941765,0,0,0,0,0.0744075868959264,0,0,0,0,0,0.0121387941856258,0,0.150037720313065,0.0945804664069207,0,0,0,0,0,0,0,-0.0500246229583928,0.173151817985856,0,-0.00820872407340791,-0.0306141587828776,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0770717701739591,0,0,0,0,0,0,0,0,0.529916967528888,0.0876635240038443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127577051963057,0,0,0.0140996722392044,0,0,0.00804678048956662,0,0,0,0,0,0,-0.0194217111166055,-0.00464890289262308,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0763237743366717,0.121545014900068,0,0,0,0,0,0,0.111999246228592,0,0,0.0708685047321477,0,0,0,0,0,0,0,0,0,0,0,0,0.0334341203214238,0,0,0,-3.46944695195361e-18,0,0.00886863653095423,0.269435599000257,0,0,0,0,0,0,0,0,0,0,0.22938703274773,0,-0.0230219678039735,0.0150774551715722,0,0,0,0,0,0
