,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X601600.SH,X600547.SH,X600795.SH,X000792.SZ,X601699.SH,X000708.SZ,X002466.SZ,X002460.SZ,X000301.SZ,X600010.SH,X000983.SZ,X600027.SH,X600362.SH,X000877.SZ,X600111.SH,X600803.SH,X600426.SH,X000786.SZ,X600489.SH,X600985.SH,X600160.SH,X601991.SH,X000630.SZ,X000408.SZ,X002271.SZ,X000932.SZ,X000933.SZ,X600176.SH,X000807.SZ,X601168.SH,X600612.SH,X600348.SH,X002128.SZ,X600219.SH,X300037.SZ,X600096.SH,X600295.SH,X000027.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.296998170529327,0,0.224321639611377,0,0,0,0,0,0,0,0.12858502496948,0,0,-0.377324420696096,0,0.186228148295862,0,0,0.0226556656336593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193432011771324,0.0309760573373853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00631081527388924,0.0626888863244466,0.249678384832933,0,0,0,0
X601088.SH,0.128588838818461,0,0,0,0.279752168459879,0.0459162178924688,0,0.0392086622788452,0,0,0,0,0,0,0,0.0298098242736432,0,0,-0.0320729749500845,0,0,0.0620124774514551,0,0,-0.282240043099316,0,0,0,0,-0.153075623685388,0,0,0,0,0,0,0,0.163298539899606,-0.0184373388150934,0,0,0,0,0,0,0,0,0,0,0,0,0.00311636359974462,0,0,0,0,-0.00337928934951355,0,0
X600028.SH,0,0,0,0,0,0.181455361304164,0,0,0,-0.0752141172293143,0,0,0.136451221630136,0,0,-0.0408903839671336,0.106536452022386,0,0,0,0,0,0,0,0,0,-0.132842879380331,0.0404851254744205,0,0,0,0,0,0,-0.19783816356303,0,0.423874866569875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363408679321372,0.0289784233095345,0,0,0,-0.12675314970254,0,0
X600309.SH,0.251162879032102,0,0,0,0.161206501659941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0770773134190519,0,0,0,0.112603920137131,0,0,0.364514705029153,0,0,0,0,0.187269933679596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205601208560238,0,0,0,0,-0.0116186110802965,0,0,0,0,0.191748784822415,0,0
X600188.SH,0,0.167833343280027,0,0,0,0.120280265842684,0,0,0,0,0,0,0.0922830264354604,0,0,0.0736105285937544,0,0,0,0,0,0.240947916194467,0,0.0796085024370922,0.129002640752542,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.170494507391453,0,0,0,0,0,0,0,0,0.00255346700589291,-0.00911317276268113,0,0,0,0,0,0
X601898.SH,0,0.0233892562753773,0,0,0.426730174672714,0,0,0.0485797397407247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128068456775303,0,0,0,0,0,0,0.0438224034132714,0,0,0,0,0,0.0790921972888795,0.181959402704513,0,0,0,0,0,0,0,0.0703794492573969,0.00834295696692014,-0.031182653646308,0.0900156835682803,0,0,0,0,0
X600019.SH,0,0,0,0,0.0131373280187825,0,0,0.0319550785459196,0,0,0.0459939478769434,0.0512411621097912,0,0,0,0.0459427448642177,0,0,0.0715809509419094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164362514207504,0.311026832934432,0,0,0,0.120512738068958,0,0,0,0,0,0,0,0,0,0,0.00434508457146505,0,0,0,0,0,0,0
X600011.SH,0.163840618956515,0,0,0,0,0.104117529868827,0,0,0,0,0.00812906197200761,0,0,0.108593606858656,0,0,0,0,0,0,0,0,0.286338535122189,0,-0.0821207144457923,0,0,0,0,0,-0.0231545740177156,0,0.216403029515951,0,0,-0.0100724655656659,0,0,-0.0508350162289378,0,0,0,0,0,0,0,0,0,0,0,0.0219618561576859,2.16840434497101e-19,-0.00303640528595615,0,0,0,0,0,0
X600585.SH,0.178496185329495,0,0,0.124249193666597,0,0,0,-0.0176756088416818,0,0,0,0,0,0,0,0,0,0,0.141586405207259,0,0,0,0,0,0,0,0,0.00999169827270598,0,-0.0549012767812115,0,0,0,0,0,0.0443301499154646,0,0.0204990302692118,0.0931617335562668,0,0,0,0,0,0,0,0,0,0,0,0,0.0144319742766479,0.000467463473921594,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0382729177366055,0,0.0864624921892298,0,0,0,0,0,0,0,0,0,0,0,-0.000607905602850433,0,0,-0.0374708248101523,0,0,0,0.12033250388371,0,0,0,-0.198456326940193,0,0,0,0,0,0,0,0,0,0.0764179750715289,0,0,0,0,0,0.0245759602039177,0,0.316047840797089,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.161363741419753,0,0,0,0,0,0,0,0.180022025534342,0,0.0632786475887031,0,0,-0.0114048654466325,0,-0.0226582947952038,0,0,0,0,0,0,0,-0.0379741310373189,0,0,0,0,0,0,0,0,0,0,0,0,0.0192032060494499,0,0,0,0.0821110147329532,0,0,0,0,0.105889849868115,0,0.00462105974556578,0,0,0,0,0,0
X601600.SH,0.135931213439005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140036643535615,0,0,0,0,0,0,0,0,0,0,0,0.0384934654968195,0,0.131907543524707,0,0,0,0,0.0121406585195088,0,0.0718195175218673,0.0377112452896051,0,0,0.0896297041416273,0.219647197457359,0,0,0,0,0,0,0,0,0,0,-0.0513270710059591,0.0384231691777498,0,0,0,0,0,0
X600547.SH,0,0,0,0.0714659865077545,0.0248479471628593,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0387579913210336,0,0,0,0,0.000617891602620373,0.00868099793515336,0,0,0,0,0.60767830105887,0,0,0,0,0,0,0,0,0,0,0,0.0744973322213388,0,0,0,0.071227765738975,0,0,0,0,-0.106695294878807,-0.000856070600034258,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.191565485542299,0,0,0,0,0.222416763558547,0,0,0,0,0,0,0,-0.0237574736015102,0,0,6.93889390390723e-18,0.128154834737723,0,0,0,0,0,0,0,0,0,0.150441216963568,0,0,0,0,0,0,0,0,0.091851145286196,0,0,0,0,0,0,0,0,0,0.00678614854950401,-0.00979107669376284,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0103690963797805,-0.0576218357181739,0,0,0,0.114863665235072,0.130655651764649,0,0,0,0,0,0,0.235778503389663,0.387772533784517,0,0,0,0,0,0,0,0,0,0,0.0494975991513133,0,0,0.0280604905845221,0,0,0,0,0,0,0,0.0103261417115722,0,0,0,0,-0.000659981010351903,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.190640941736786,0,0,0.0177827871864309,0,0,0,0,0,0,0,0,0,0,0,0,-0.00980163241064963,0.0258220432729671,0,0,0,0,0,0,0,0,0.511282195192297,0,0,0,0,0,-0.0962472892293635,0,0,0,0,0,0.139304540405137,0,0,0,-0.0877435584152138,0,0,0,0,0.0173901117638852,-0.00106416030125389,0,0,0,-0.0985340734511362,0,0
X000708.SZ,0,0,0,0,0,0,0.145232964718491,0,0,0,0,0.196230233161701,0,0.0502228129180784,0,0.0571680709534381,0,-0.107041064618566,0,0.176562742670164,0,0,0,0,0,0,0.0378218750159043,0,0,0,0,0,0,0,0,0,0.0703493263143834,0,0,0.03336714337918,0.0723683359104887,0.105617663792586,0.0261875093460141,0,0,0.00905505029386615,0,0,0,0,0,0,0.0170819664444467,0,0,0,0,0,0
X002466.SZ,0.0124566782136575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87847942840108,0.239359704040846,0,0,0,0,0,0,-0.322885136408161,0,0,0,0,0,0,0,0.0665659231678811,0.0482838971180378,0,0,0,0,0,0.0216667078591564,0,0,0,0,0,0,0,0,0.0566380785338496,-0.000931589689649973,-0.0225656113159905,0,0,0,0,0,0
X002460.SZ,0,-0.0928923625210114,0.069817996589367,0,0,0,0,0.00406027582937618,0,0,0,0,-0.114251275705758,0,0,0,0,0.732426660192524,0,0,0,0,0,0,0,0,0,0.313027090782198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221255856870654,0,0,0.00376852773099953,0,0,0,0,0,-0.0143316024346693,0,0.0287159975716941,0,0,-0.0468386279030115,0,0
X000301.SZ,0,0,0,0.0204032426056696,0,0,0,0,0,0,0,0,0,0,0,0,0.192414867341483,0.118964029135166,0,0,0,0,0,0,0,0,0,0,-0.0479397276516114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139534419609567,0,0,0,0,0.0237932681089151,0,0.0115499959344016,0,0,0,0,0
X600010.SH,0,0,0.0629032893079324,0.0385995006843508,0,0,0,-0.0173090991055172,0,0,0,0,0,0,0,0,0.107122490091093,0.054571544140206,0,0,0,0,0.0580851429365559,0,0.00934261554687312,0.459175608586944,0,-4.33680868994202e-19,0,0.0529257653340213,0,0,0,0.0105768255120594,0,0,0.0269747757930241,0,0,0,0,0,-0.126529132487266,0,0,0,0,0,0,0,0,0.0505088903348147,-0.034925843265642,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0.0839316531852091,0.118920156635505,0,0,0,0,0,0,0,0,0,0.125026833972996,0,0,0,0,0,0,0.227302275976406,0,0,0,0,0,0,0,0.104785014398877,0,0,0,0,0,0,0,0,0,0,0,0.0695740350081782,0,0,0.00729887613279683,0.170594125406768,0,0,0,0,0.00340048532926888,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.469340445838884,0,0.00707973368867872,0,0,0,0,0,-0.125748373305338,0,0,0,0,0,0,0,0,0,0,0,-0.39173665493837,0,0,0.250632207853957,0,0.501107653199328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00457078924830129,-0.0100177652205795,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0448711943711902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890826391936794,0,0,0,0.00707818542997949,0,0,0,0.0799927509016268,0,0.146060655886217,0,0,0,0.0411800354424631,0,0,0.0772393306652352,0,0.395059784075799,0,0,0,0,0,0,0,-0.000712681303719446,0,0,0,0,0,0
X000877.SZ,-0.0607395240124527,0,0,0,0,0,0.0925988491000729,0,0.195465691789701,0,-0.186322583140789,0,0.120232118186695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244762166802197,0,0,0,0,0,0,0,0,-0.0464981305497161,0.345742732862756,0,0,0,-3.46944695195361e-18,0,-0.175462848939821,0,-0.0500258525961349,0,0,0,0,0,0.0354781990639808,-0.0368276708046053,0,0,0,-0.0273178976438893,0,0
X600111.SH,0,0,0,0,0,0,0,0.0217803526699957,0,0,0,0,0,0,0,0,0,0.195802660248998,0,0,0.074550704532583,0,0,0,0,0,0,0.0586463625055009,-0.0241538096064794,0,0,0,0,0.154961823371947,0,0,0,0,0.277142216400783,0,0,0,0,0,0,0,0.0616199580356873,0,0.132257370679392,0,0,0.0258127768198262,-0.0188591743893478,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469001552568039,0,0,0,0,0,0.0385283952659211,0,0,0.121543761192326,0,0.0969546451116805,0,0,0.109109482926728,0.103275959213874,0,0.123561768849983,0,0,0,0,0,0.0440921110348097,0,0,0,0,0.0883355140142266,0.0367566308819197,0,0,0,0,0,0,0
X600426.SH,0,0,0,0.333295589749156,0,0,0,0,0,0,0,0,0.391319007784271,0,0,0,0,0,0.0314581625089228,0,0,0,0,0,0,0,0,0,0.0830687751129796,0,0,0,0,0,0,0,0,0,0.295609105545962,0,0,-0.199630571489892,-0.142404337086878,0,0,0,0.0341997205759086,0,0,0,0.219494144608768,-0.00153609101799433,0,0,0,0,-0.158689431254474,0,0
X000786.SZ,0,0,0,0.18890802341894,0,0.184070981157874,0,0,0,0,0,0,0,0,0,-0.130812484054398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046475020535282,-0.0631531087452883,0,0.150955387433753,0.0770321177067076,0.0455437615132896,0.156672480988209,0,0,0.0319594999758705,0,0,0,0,0,0,0,0,0,0.0798820619221783,-0.0485268264803609,0,0,0,0,0,0
