,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X601600.SH,X600547.SH,X600660.SH,X600886.SH,X000792.SZ,X600795.SH,X002466.SZ,X002460.SZ,X600362.SH,X600010.SH,X000708.SZ,X600111.SH,X000301.SZ,X601699.SH,X600027.SH,X600160.SH,X600803.SH,X000877.SZ,X000983.SZ,X600489.SH,X600426.SH,X601991.SH,X000408.SZ,X000630.SZ,X000786.SZ,X000807.SZ,X601168.SH,X000933.SZ,X002271.SZ,X600985.SH,X600176.SH,X600219.SH,X600612.SH,X000932.SZ,X002128.SZ,X600096.SH,X600348.SH,X000027.SZ,X000883.SZ,X600995.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0627510204984029,0.274858414740043,0,0.0258948010774055,0,0,0.0211620098829303,0,0.0540434810606867,0,0,0,0,0,0,0,0,0,0,0,0,0.0183765462036334,0,0,0,0,0.0954286355060625,0,0,0,0,0,0,0,0,0,0,0,-0.0135292582651122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036903972321608,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.178848932835692,0,0,0,0,0,0,0,0,0,-0.115026895122344,0,0,0,0,0,0,0,0,0.0236267406783087,0,0,0,0,0,0,0,0,0,0,0.240879747611238,0,-0.0842885240487137,0.0162211477441978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00665905321660783,0,0,0,0,0
X601088.SH,0,0,0,0,0.151204834264451,0.147640842330127,0,0.0904662508483518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151478809543115,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0452899016217811,-0.0775769229569375,0,0,0,0,0,0.0393844334866511,0,0,0,0,0,0,-0.00786587026516004,0,0,0,0,0,0
X600309.SH,0.000752745220917082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017738208032634,0,0,0,0.154212523490085,0,0.0414688835802519,0.252529993776602,0,0,0,0,0.227817149870225,0,0,0,0.182184092856379,0.109154126704195,0,0,0,0,0,0,-0.152798937642636,0,0,0,0,0,0,0,0.0741802624559695,0,0.0156365731889384,-0.0364594212284332,0,0,0,0,0,0
X600188.SH,0,0,0.0189598034899587,0,0,0.166438785962108,0,0,0,0,0,0,0,0,0.0605536995082734,0,0,0,0,0,0,0,0.274700720371904,0,0.0249008188527846,0,0,0.210652894528885,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.0448186768047323,0.0942746951791733,0,0,0,0,0,0,0,0,-0.0231671559708523,0,0,0,0,0,0
X601898.SH,0,0,0.0747856971659283,0,0.0771960085789782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334295735033008,0,0.0194210198939231,0,0.328148659533884,0,0,0,0,0,0,0,0,0,0,0.163594490519611,0,0,0,0,0,-0.0351276901299181,0.0302993909528496,0,0,0,0,0.090840175037409,-0.00721276026378033,0,0.144357449199257,0,0,0,0,0
X600019.SH,0,0,0,0,0.028488508395679,0.117159418039067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011040807193287,0.00414716233615814,0,0,0,0,0.0369586039532493,0,0,0,0,0,0,0.0923621758777699,0,0,0,0,0,0,0.104229909566969,0,0,0,0,0,-0.0264145576515232,0,0,-0.00639731903228881,0,0,0,0,0,0,0
X600011.SH,0,0,0.00472303990187896,0,0,0.257337872874598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306052036568561,0,0,0,0,0,0,0.0909176464033756,0.0565866014915079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455297613305105,0,0.00552700647045481,-0.00204280644822488,0.0708881252685071,0,0,0,0,0
X600585.SH,0.0864278063133041,0,0,0.136092603449707,0,0,0,0,0,0,0,0,0,0,0,0,0.0141470196400319,0,0.0963290551744094,0,0,0.0802669116661,0,0,0.031931682827437,0,0,0,0,0,-0.00842281568414046,0,0,0.0906618299762078,0,0,0,5.42101086242752e-20,0,0.215416698303896,0,0,0,0,0,0,0,-0.116001685350188,0,0,0,-0.0460126661257661,0.0404684633233221,-0.0255778680265621,0,0,0,0,0
X601600.SH,0.233021562607807,0,0,0,0.0241575710813614,0,0,0,0,0,0.0210830058464524,0,0,0,0.00630888255688745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153974141122106,0,0.319545907333883,0.0362859607871574,0,0,0,0,0,0,0.0126240164406597,0,0,0,0,0,0.0808513592816311,0,0,-0.00960277819018326,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.264394542526157,0,0,0,0,0,0,0,0,0,0,-0.0153771364109352,0,0,0,0,0,0,0,0,0,0,0,0,0.718635425302478,0,0,0,0,0,0,0,0.156200679999141,-0.00914075595943287,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.00766951321786865,-0.0117705993128283,0,-0.061324190626297,0,0,0,0,0
X600660.SH,0.203916461572609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0743108460454025,-0.0569210882118495,0,0,-0.0423638539044727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112753761549294,0,0,0,-0.0264547705610368,0,0,0,0,0,0,0,0.0105582088456474,0,-0.0129016596655733,0.0564820417091454,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.108720698734659,0,0,0,0,0,0,0.0694877989792377,0,0,0.436007154712135,-0.0330366998109809,0,0,0,0,0,0,0,0,0.0139217770940501,0,0,0,0,0,0,0,0,-0.0345477240869211,0,0,0,-0.0204250412512341,0,0,0,0,0,0,0,0.0601234798185198,0,0,0,0.0110097410857324,0.0663533568672102,-0.00544840714427572,-0.00506436037978734,0,0,0,0,0,0
X000792.SZ,0,0,0,0.0313687749943285,0,0,0,0,0,0,0,0,0,0,0,0.124558302998535,0,0,0,0,0.118191066304952,0,0,0,0,0,0,0,0,0.0746631213604791,0,0,0,0,0,0.0193472646782007,0,0.0136108472340521,0,0,0,0,0,0,0,0,0,0,0.130647667569822,0.0729853699124029,0.0533253336085426,0.0112037600017216,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.214479627381044,0,0,0,0,0,0,0,0.189387188983843,0,0,0,0,0,-0.0218100684507583,0,0,0,2.71050543121376e-20,0.376024417536524,0,0,0,0,0,0,0.113949982241728,0,0,0,0,0,0,0,0,0,0,0.0187680693493285,0,0,0,0,0,0,0,0,0,-0.00632572324476337,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.210204134191003,0,0,0,0,0.808253536708355,0,0,0,0.13851451470674,0,0,0,-0.149233198830033,0,0,0,0,0,0,0.287669899725759,0,0,0,0,0,0,0,0,0,-0.0273600860759818,0,0,0,0,0,0,0,0,0.130822117797823,0.00813501375313456,-0.039363455509255,0,0,0,0,0,0
X002460.SZ,0,0,-0.0632982028795422,0.10027286581981,0,0,0,0,0,0,0,0,0,0,0,0.711977300408097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287640820336441,0,0.0322231153704125,0,0,0.120679719012677,0,0,0,0,0,0,0,0,0,0.138898573185322,0,0,0,0,-0.0265769391077578,0,0.0689729830725993,-0.0951610985215869,0.00723863058547097,0.0285368153311139,0,0,0,0
X600362.SH,0.0429174259109047,0,0,0.035209420807551,0,0,0,0,0,0,0,0,0,0,0,0.0897358583347085,0,0,0,0,0,0,0,0.0323030892911637,0,0,0,0,0,0,0,0,0.236918920793199,0,0.134503823166571,0.0692253252791051,0,0,0,0,0,0,0,0,0.0468165143633292,0,0,0,0,0.0260063586924965,0,-2.16840434497101e-19,-0.00987745586077474,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0198252703144844,0,-0.0257908198657397,0.0646583263844515,0,-0.06080737863461,0,0,0,0,0,0,0,0,0,0.301285452311197,0,0,0,0.0195649579633708,0.0323537437807064,0,0,0,0.128365163327103,0,0,0,0,0,0,-0.0432532455918173,0,0,0,0,0,0,0,0,0,0,0,0,0.0721180590733339,0,0.00993098044132051,0.0139874837825696,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0.154325393958711,0,0,0,0,0.188148201389953,0.174887055473581,0,0,0,0.0728502674457273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847923674800686,-0.0682259669605682,0,0,0,0,0,0,0.145718252535358,0,0,0,0,0,0,0,-0.0275088192767194,-0.0760324094727367,0.0847477175915834,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256602600685086,0,0.105160857024733,0,0,0.0272428536859544,0,0,0,0,0,0,0,0.060092855366832,0,0,0,0,0,0,0,0,0,0,0,0,0.209447723713651,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0206168441389006,-0.00294832042087271,0,0,0,0,0,0
X000301.SZ,0,0,0,0.172004429079376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804653259546979,0,0,0,-0.00561193285025617,0,0,0,0,0,0,0,0,0,0.0846330248555215,0,-0.0633655593370064,0.0588870839900639,0.0132562462800253,0,0,0,0,0.0198789621109303,0,0.0470824866573253,0,0,0,0,0.0447971058044617,0,-0.0448706489633094,0.0520733960416199,0,0,0,0,0,0
X601699.SH,0,0,0,-0.023943615112221,0.146627704147178,0,0,0,0,0,0,0,0,0,0,-0.00701992451124335,0,0,-0.108992994720744,0,0,0,0,0,-0.03009714585597,0,0,0.174316021312529,0,0,0,0,0,-0.00531501101673614,0,0,0.0505387742446932,-0.146052560472563,0.530621524483069,0,0,0,0,0.265663938283286,-0.180515853826719,0,0,0,0,0,0,-0.00654522015935092,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.240591497881887,0,0,0,0.550140794466874,0,0.0540373056592239,0,0.0770207439034351,0,0,0.413913624068087,0,0.0637565744814321,0,0,0,0,0,0,0,0.00426258111108054,0.203139148007739,0,0,0,-0.224555879770017,0.143874124538084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.204894318708597,0,0,-0.0464989836477614,0.0599648315553917,0,0,0,0,0,0
X600160.SH,0,0,0,0.230735757560629,0,-0.0430372374855215,0,-0.00988285105996588,0,0,0,3.46944695195361e-18,0,0,0,-0.127888835166485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158637997178118,0,0.34538990681581,0,0,0,0,0.111201556750669,0,-0.0122446469122343,0,0,0,0,0,0,0
X600803.SH,0.000861464799855996,0,0,0,0.00863612182169121,0.142826312770894,0,0,0,0,0,0,0,0,0,0.0835987741746581,0,0,0,0,0,0,0,0.0615249135563471,0,0,0,0.130882355175206,-0.0598729496512753,0,0,0,0,0,0,0,0,0,0,0,0,0.219568720208875,0.0971373525425369,0,0,0,0,0,0.0892335565320322,0.0433595728635004,0,-0.0058591198653413,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115495468891766,0,0.102168949945546,0,-0.00412050991060051,-0.102446446028763,0.0401159366991216,0,0,-0.120448047900357,0,0,0,0,0.210175238974422,0,0,0,0,0,0,0,0,0,0.102081532492972,0,0,-0.00410784797807884,0,0,0,-0.0650769581591207,-0.0900396086212973,0.0302801751241099,-0.0429725572342917,0,0,0,0,0,0
X000983.SZ,0.147881942820943,0,0.402897768447015,0,0.164840097918355,0,0,0,0,0,0,0,0,0,0,0,-0.00838158580031076,0,0,0,0,0,0.155784406250345,0,0,0,0,0,0,0,0,0,0,0.0963819720471328,0,0,0,0,0.0900813005404387,0,0,0,0,0,0,0,0,0,-0.054708373612059,0,0,-0.0145772987360316,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,-0.00671411252774618,0,0,0,0,0.0818036417389763,0.482703489354591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100994615010105,0,0,0,0,0,0.0523092151365545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138803138245039,0,0,0,0.0924319601484414,0,-0.0620141157329784,-0.00401912185068464,0,0,0,0,0,0,0
