,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X600010.SH,X601600.SH,X601991.SH,X600795.SH,X600886.SH,X600188.SH,X600111.SH,X600362.SH,X600027.SH,X601992.SH,X600309.SH,X600688.SH,X600583.SH,X601158.SH,X600352.SH,X000898.SZ,X600547.SH,X000792.SZ,X600489.SH,X000709.SZ,X002353.SZ,X000831.SZ,X000883.SZ,X000539.SZ,X600008.SH,X000027.SZ,X000630.SZ,X000629.SZ,X600660.SH,X600549.SH,X000825.SZ,X600808.SH,X600315.SH,X002470.SZ,X600578.SH,X000983.SZ,X601699.SH,X600307.SH,X600863.SH,X600098.SH,X000060.SZ,X000937.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.526287878801039,0,0,0,0,0,0,0,0,0,0.155637287244499,0.129827668337636,0,0,0,0.116065061589466,0.00841214793013223,0,0,0,0,0,0,0,0.0149109594293716,-0.0549958034068519,0,0.0523529337673014,0,0,0,0,0,0,0,0,0,0,0,-0.0410100426801315,0,0,0,0,0,0,0,0,0.0631826533577072,0,-0.00305825413593598,0.00437994004608517,0,0,0,0,0,0
X600028.SH,0.272545554029575,0,0,0,0,0,0,0,0.116315638866206,0,0,0,0,0,0,0,0,0,0.392648688642998,0,0,-0.00259409435917804,0,0.0149983726770783,0,0.0383821669854416,0.0386361585698156,0,0,0,0,0,0,0,0,0,0.122942955593658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462609798858802,0,0,0,0,0,0,0
X601088.SH,0,0.14469084855504,0,0,0,0.0946318647475752,0.0994641209634424,0,0,0,0,0,0.0482526720642471,0,0,0,0.0262580446302039,0.0797336093706252,0,0,-0.0148049654583416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012986103805542,0,0,0.00271537595472129,0,0,0,0.38768166285979,0,0,0,0,0,0.0373668922436332,0,0,0,-0.00264686744424594,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.217332236754252,0.111999249078434,0,0,0.132890080870416,0,2.16840434497101e-19,0.0892523595496875,0.103031641681544,0,0,0,0,0,0,0.122962979217274,0,0,-0.151992021498912,0,0,0.022712129214484,0,0,0,0,0,0,0,0,0,0,0,0.045408266542425,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.122296351504331,0.0869076715603952,0,0,0,0,0.0556118302796528,0,0.113456733495408,0,0,0.00311748179866469,0,0,0,0,0.00147962945200304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256110118016675,0,0,0,0,0,0,0,0,0,0,0.198346712541742,0,0,0,0,0,-0.00280769401444905,0,0,0,0,0,0
X600019.SH,0,0.0381645746126442,0,0.122334063253265,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.566595784984881,0,0,0,0.115090451470435,0,0,0,0,-0.00475646279839635,0,0,0,0,0,0,0,0,-0.0139951832309274,0,0,0,0.0641712307006694,0,0,0,0.00947577524369059,0,0,-0.0493287679327773,-0.0153568155938028,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.111596754777677,0.108199168870395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00559225325370051,0,0,0,-0.00888254755628117,0,0.0971823747736222,0,0,0,0,0,0,0,0.361768164480329,0.178854337097835,0,0,0,0.0741381267271684,0,0,0,0,-0.00391475637489836,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760783171988358,0,0,0,0,0,0,0,0.00937033053943091,0.552936378253005,0,0.175082422723004,0,0,0,0,-0.240331533270514,0,0,0,0,0,0,0,0.0349753130752781,-0.0327880887334186,0,0,0,0,0,0,0,0.0127432087172028,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.215453937287474,0,0,0.171919764823583,0.0482844360543884,0,0,0,0.276384895939215,0.152074294256681,0,0,0,0,0,0,0,0,0,0.060307598352641,0,0,0,0,0,0,0,0,0,0,0,0.059636146913898,0.023708620507681,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198769434425066,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,6.93889390390723e-18,0,0.380362139156648,0,0,0.0531637460813367,0,0,0,0,0,0,0.0575722444828949,0,0,0,0,0,0,0,0,0,0,0,0,0.00357405201349035,0.105214724693037,0,0,0,0,0,0,0,0,0.0907592035485911,0,0,0,0.0131078870795983,0,0,0,0,0,0,-0.0245865730217131,0,0,0,0,0,0
