,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X000792.SZ,X600547.SH,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600795.SH,X002271.SZ,X600362.SH,X600426.SH,X600027.SH,X600803.SH,X601699.SH,X000983.SZ,X601991.SH,X600176.SH,X600489.SH,X000807.SZ,X000786.SZ,X600995.SH,X000408.SZ,X600219.SH,X600160.SH,X300037.SZ,X000539.SZ,X000629.SZ,X600096.SH,X600688.SH,X002080.SZ,X600985.SH,X600348.SH,X000933.SZ,X000932.SZ,X000723.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.613105837775658,0,0,0,0,0,-0.0955062069345541,0,0,0,0,0,0,0,0,-0.096061723743675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23446316554377,0,0,0,0,0,0,0.0414920907210431,0,0,0,0.0932189549294191,0,0,0,0,0,0,0,0.118472386136819,0,0.148011591689918,-0.205840065005199,0,0,0,0
X600028.SH,0.737196785371749,0,0,0,-0.141639866027699,0,0,0.047950918448024,0,-0.0834594272790373,0.059951869455563,0,0.0333318702913633,0.0242695001903574,0,0,0,0,0,0,0,0,0,0,0.0688918628255718,0,0,0,0,0.036297179912797,-0.0300537132230494,0,0,-0.171758689579024,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0378370891630928,-0.044511596880043,0,0,0,0,0,0
X601088.SH,0.133767920286248,0,0,0,-0.253343750315863,0,0,0,0,0,0.257488554041763,0,0,0.0325019289468333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116075455363255,0,0,0,0,0,0,0,0,0,-0.0231264898513203,0,0,0,0,0,0.0176939173954978,0,0.0587478283936075,0.187166812966395,0.182635747056148,0,0,0,-0.0352411253001895,-0.00686543324661294,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.121300879954332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.070648946641107,0,0,0,0.237486583335167,0,0,0,0,0,0,0,0.154842282432978,0,0,-0.000718077201159054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0380186455601679,0.035808298343888,0,0,0,0,0,0
X600188.SH,0.135553560217957,0,0,0,0,0,0,0,0,0,0.0404007301147012,0,0.0117623097490788,0,0,0,0,0,0,0,0,0,0.094039279884815,0,0,0,0,0,0.128670098826697,0,0,0.0684064684803652,0,0,0,0,0,0,0,0,0,0,0,0,0.158802627422429,0,0.238683440307403,0,0,0,0,-0.0790358528796059,0,0,0,0,0,0,0
X600011.SH,0,-0.184893560826701,0,0,0,0,0,0.104909531464056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978098391448197,-0.0615794183929117,0,-0.038252473047509,0.744317143158637,0,0,-0.0414421349499259,0.0461734386809528,0,0,0,0,0,-0.205703704562351,0,0.0187838753305429,0,-0.278961799366913,0,0,0,0.119097912017714,0,0,0,0,0,0,0,-0.0498866081683573,-0.00655619119574681,0,0,0,0,0,0
X600585.SH,0,0,0,0.101771880000454,-0.00445003817023663,-0.0130850288365128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381267913801704,0,0.0679757361952861,0,0,0,0,0,0,0,0.0917461718572412,0,0,0,0,-0.0184495394326652,0,-0.0420386586433686,0.0541820529119724,0.0265599157208871,0,0,0,-0.0467530544488432,0,0,0.0776751978823663,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.0954654284813044,0,0,0.043168133432779,0,0,0,0,0,0,0,0,0.0162607180729811,0,0,0,0,0,0,0,0,0.0795551049193787,0,0,0,0,0,0,0,0.0951127659323377,0.0538609185241881,0,0,0,0,0,0.0297544583321184,-0.0888705827562304,0,0,0,0.0948643587222326,0,0,0,0,0,0,0,0,0.150278306760757,-0.0242163351809821,0,0,0,0,0,0
X002460.SZ,-0.095491220389275,0,0,0,0.129743060948052,-0.00837780283308951,0,-0.119591169651259,0,0.558901336700297,0,0,0,0,0,0,0,0,0,0,0.187045808909994,0,0,-0.0254427468017955,0,0,0,-0.0475305201290797,0,0,0,-0.00735807087595554,0,-0.0232373107141274,0,0.162030322822267,0,0.127665286589214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00280855799365114,0,0,0,0,0,0
X002466.SZ,0,-0.126073259063909,0,-0.00980681783123817,0,0,0,0,0.365705740625491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20417791915348,0,0,0,0,0,0,0,0,-0.01042758786718,0,-0.156681621179072,0,0,0,0,0.0428064419500219,0.0991511738932121,0,0,0,0.0667258115887401,0,0,0.0873103468662996,0,0.305229190150961,0,0,-0.00485037971011457,0.0093336982996399,0,0.443745447758,0,0,0,0
