,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X000708.SZ,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X600516.SH,X002271.SZ,X002466.SZ,X000786.SZ,X600489.SH,X002460.SZ,X000898.SZ,X600176.SH,X600299.SH,X601158.SH,X000709.SZ,X600426.SH,X000883.SZ,X002353.SZ,X000629.SZ,X600612.SH,X600219.SH,X600583.SH,X600315.SH,X000027.SZ,X000630.SZ,X000553.SZ,X600985.SH,X000825.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.00703779685349789,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.007241902463317,0,0,0.0621571326811764,0,0.0446507581895718,0.0134174716576843,0,-0.00828142953197623,0,0,0,0,0.0399487303509495,0.0906556851392384,0,0,0.0487254167395003,0,0.0460313459420846,0,-0.0130642865046552,0,0.0819699141009137,-0.0315621328671298,0,0,0.108862665815482,0,0,0,0,-0.0020119533763596,0,0,0,0,0,0,0
X600028.SH,0,0,0.0275373241284913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404636867401893,0,0.00952013331047461,0,0,-0.00353096516338266,0.117480641024455,0,0,0,0,0,0,0,0,0,0,0.0240372884025474,0,0,0,0,0.0670619101295045,0,-0.0247423971975809,0,0.0217557423463377,-0.066137978315973,0,0,0,0,0,0,0,-0.00403087722324812,0,0,0.286929614608273,0,0,0,0
X601088.SH,0,0,0,0.264395610193791,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.126878725966925,0,0.0639800874918628,0,0,-0.0620167806391213,0,0,0,0,0.0235578467765212,0.00999932454226961,0.0714836818253826,0,0,0,0,0.000714308453639758,0,0,0,0.208008964135006,-0.121018956677151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265189637262522,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00897651263769453,0,0.0135769826977419,0,0.657370927535384,0,0,0,0,0,0,0,0,0,-0.0859093933105245,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000220380849242175,0,0,0,-0.010440771381934,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876149179955189,0,0,0,0,0.0505358185757715,0,0.0394777391393464,0,0.0498564425812565,0,0,0.115791796275361,0,0,0,-0.10601837852588,0.0932938389805295,0,0,0,0,0,0.0974078553819239,0,-0.0273878747279533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0
X600019.SH,0,0,0.183070274947053,0,0,0,0,-0.06936079344559,0.105072701418901,0,0,0,0,0,0,0,0,0,0.00614026654096982,0,0,0,0,0,0,0,0,-0.000609830651226216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688522061005074,0,0,0,0,0.0038344607487618,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388616257461939,0,0,0,0.1478997581629,0,0,0,0,0,0,0.802231376464822,0,0,0,0,0,0,0,0,0.198337314729796,0,0,0,0,0,0,0,0,0,0,0,0,-0.00731103269166603,0,0,0,0,0.110807258734567,0,0
X600011.SH,0,0,0,0.058035690701331,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.14259853566484,0,0,0,0,0,0.0852464338633051,0,0,0,0.140779563392313,0,0.0853892747557995,0,0,0,0,0,0,0,0,0,-0.0518646558438197,0,0.0443740184471747,0,-0.0861975302925155,0,0,0,0,0,0,-0.22758623177767,0,0,0,0.0118546510249864,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.035334841349876,0,0,0,0,0,0,0,0,0,0,-0.0137502454842796,0,0.141616497954135,0,0,0.0234592515551708,0,0,0,0,0.0520729015589602,0,0,0.114564537947085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187938178669962,0.0450827507774186,0,0,0.00864081083508875,0,0,0,0,-0.00905669372154316,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178458539719375,0,0,0,0,0,0,0,0,0.0815297730589106,0,0,0,0,0.00458839562374253,0,0,0.0125986684869164,0,0.0625859556319844,0.0245621115473274,0,0,0,0,0,0,0,0,0,0,0.0584129904494832,0,0,0.0710471506666928,0.185560771449282,0,0,0.0225070291722139,0,0,0,0,0.00819216837082672,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132699655785562,0,0,-0.240054379485422,0,0.0180078413892099,0.0732847760917092,0,0,0,0,0,0,0,0.0669687881792348,0,-0.121732243967542,0,0,0,0,0.184945979801041,0,0,0,0.144709430040017,0,0,0,0,0,0,0,0,0.0436876242163809,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0750262591778658,0,0.0183411850654941,0,0,0,0,0.0707224630239634,0,0.0726624410507438,0.135574285056852,0,0.0543994588675591,0,0.0113485718227209,0,0,0,0.0741310739370204,0,0,0,0,0,0,0,-0.0476277061281747,0,0,0,0,0,0,0,0,0.115722105815434,0,0,0,0,0.0259630197043503,0,0,0,-0.0113909013278058,0,0
X600660.SH,0,0,0,0,-0.0127311915023957,0,0,0,0.0354328360172021,0,0,0.0293288437046578,0,0,0,0,0,0,-0.101317543991248,0,0,0,0.0730900178112383,0,0,0,0.134259086596516,0,0.0616647417984145,0,0.0561270163963284,0,0,0,0,0,0.0623768568554023,0,0,0,-0.0715517977258988,0,0,0.0264733633332942,0,0,0,0.137680624063065,0,0,0,0,0.00320068681157455,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,-0.144980597683804,0,0,0.231272347173915,0,0,0,0,0,0,0.101132444890318,0,0,0,0,0,0.0774370705402027,0,0,0,0,0,0,0,0.0780530995109899,0,0,0.174122616902519,0,0,0,0,-0.0125961889444362,0,0,0,0,0,0,0,0,0,0,0,0,-0.00241955036909597,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0193317465821042,0,0.0320560102004921,0,0,0,0,0,0,0,0,0,0,0,0.0440212494306147,0,0.150889784192323,0.194980602480881,0.0609206945351231,0,0,0.0560972575927926,0.0350646518611477,0,0,0,0.0668094798362431,0,0.0106773699133508,0,0,0,0.036067550438734,0,0,0,0.0882333511748292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227503673714698,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034753632098349,0.0891167223162664,0,0,0,0,0,0.0120071192742876,0,0.110319109567585,0,0,0,0.138084227805895,0,0.129594427656743,0,0,0,0,0.0188144880954813,0.132232826666577,0,0,0,0,0,0,0,0,0.0622580099169352,0,0,0,0.0147878446243871,0,0,0,-0.00126349530070935,0,0
X000708.SZ,0,0,0.277699811646946,0,0,0,0.157840636696252,0,0,0,0,0,0,0.285857305390023,0,0,0,0,0.199489867233755,0,0,0,0,0,0,0,0.0597965090026254,0,-0.0893816371649915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00841080435692181,0,0,0,0,0.0209642556333788,0,0
X600795.SH,0,0,0,0,0.0666891902545141,0,0,0,0,0,0.00839030210310449,0,0,0,0,0,0.0548077805716043,0,0,0,0,0,0.0241885065637389,0.0765126520567917,0,0,-0.0268019161479373,0.024790167240912,0,0,0,0,0,0.0197152114264463,0,0,0,0,0,0,0.0421568072284819,0,0,0,0,0.0531198145461583,0.0358692095067915,0,0.0301040955330477,0,0,0.000576066945222352,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0.11164965845469,0,0,0,0,0,0,0,0,0,0,0,0.0656323424372155,0,0,0,0,0,0.411914074416143,0,0,0.0418940574575305,0,0,0,0,0,0,0,0,0,0,0.0355231596675857,0,0.025412928010497,0,0,0,0,0,-0.14283312101169,0,0,0.0537864500393507,0,0,0,0.00263411526077233,0,0,0,0,-0.0311718506842676,0,0
X600688.SH,0,0,0,-0.106668526577674,0,0,0,0,0,0,0,0,0,0.0144654196622326,0,0,0,0,0,0,0,0,0.0665465117345902,0,0,0,0,0,0,0,0.100871576076036,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.177178337874168,0,0.200602236367599,0,0.177297742000037,0,0,0,0,0.0149778850759547,0.0280702366999514,0,0,0,-0.0258715131124035,0,0
X600801.SH,0,0,0,0.558958874460205,0,0,0.0303232259664042,0,0,0,0,0,0,0,0,0,0.0408874860559773,0,0,0,0,0,0,0,0,0.0626477297163604,0,0,0,0,0,0,0,0.206646985234093,0,0,0.0503484417036943,0,-0.0744620225661661,0,0.0331994291395198,0,0,0,0,0,0,0,0,0.0381882131727543,0,0,-0.0188908043403774,0,0,0,-0.0325663727806371,0,0
X600111.SH,0,0,0,0,0,0,0.324457419512399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09482591541406,0,0,0.0878635756210181,0,0.117462953901121,0.336644603523628,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.063511062495453,0,0,0.521986865346247,-0.00829874447024213,-0.0226566635312047,0,0,0,-0.0934168157720622,0,0
X000723.SZ,0,0.187661120397865,0,0,0,0,0,0,0,0.457934703637131,0,0.483039917038136,0,0,0,0,0,0,0.262116871840155,0,0,0,0,0,0,0.738908235091258,0,0.0753629708565046,0,0,0,0,0.117420286859699,0.048721237439438,0,0,-0.12131082599612,0,0,0,0.0453814387166449,0,0,0,0,0,0,0,0,0,0,0,-0.0287056210356162,0,0,0,0.171044950397279,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0.121481086927637,0.00568000855705647,0,0,0.0873116118943389,0,0,0.00863781251215028,0,0,0,0,0,0.0903923540573038,0,0,0.188844363296948,0.0296132293918207,0,0.0459580328051645,0,0,0,0,0.00481301404846723,0,0,0.00354831463294684,0,0,0,0,0,0,0,0.0616049240315422,0,0,0,0,0,0,0,0.0193000410695256,0,0,0,-0.0244016472981436,0,0
X600027.SH,0,0,0,0,0,0,0.00996393348097523,0.404398903065808,0,-0.170541736878737,0,0,0.086850324147286,0,0.0743943514652825,0,0,0,-0.102646806319087,0,0,0.0676293660959341,0.125510205320238,0,0,0,0.0403940969861625,-0.0423249529139976,0.0536171074442513,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0773912513401774,0,0.037238165928367,0,0,0,0,0.0454040733509671,0,0,0,0,0,0,0.0179150301588123,0,0
