,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600886.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X000709.SZ,X002075.SZ,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X600583.SH,X601158.SH,X600309.SH,X000878.SZ,X601992.SH,X000898.SZ,X600021.SH,X000027.SZ,X600352.SH,X000539.SZ,X600022.SH,X000883.SZ,X000629.SZ,X600660.SH,X601918.SH,X000792.SZ,X600307.SH,X600160.SH,X002470.SZ,X600547.SH,X600863.SH,X600489.SH,X600098.SH,X600808.SH,X600578.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.775630986163443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,-0.0520626969925816,0,0.0370310749617742,0,0,0,0,0,0,0,0,0,0,0.0141677616964862,0,0.0428593423017525,-0.0574973853797914,0,0.00431588966465931,0,0,0,0
X600028.SH,0.35690205337703,0,0,0,0,0,0.0924155920276448,0.144042307364827,0.0221858825355333,0,0,0,0,0,0,0,0,0,0,0,0.0397428468827466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206668248086267,0,0.0412139563170665,0,0,0,0,0,0.0875912441651095,0,0,0,0,0.0291461285433714,-0.00667563890283062,0.042585981888594,0,0,0,0,0
X601088.SH,0,0,0,0,0.200568805055526,0,0,0.111398172815051,0.232678501917136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00942875414469627,0,0,0,0,0,0,0,0,0,0.0668381014561757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0788586284955777,0,0,0,0.0700558327868674,0,0.119732630978699,0.0832174517543546,0,0.189680538617949,0,0,0,0,0,0.1159974780617,0,0,0.13485841095585,0,0,0,0,0,0,0,0,0,0,0,0.0153693589240381,0,0,0,0,0,0,0,0,0.051346945549552,0.0689655110105543,0,0,0,-0.00853976180941491,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.131488629148455,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.202472660416795,0.189749823720197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01834262008033,0,0.115135401766025,0,0.0645886980202676,0,0,-0.021659497307982,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0169669361785521,0,0,0,-0.00697069232821761,0,0,0,0,0,0.0684688150102163,-0.420769304805235,0,0,0,0,0,0,0,0,0,0,0,0.0157833145654334,0,0,0,-0.0145709251953356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0539412131736425,0.0292163303876712,-0.00954036455847922,0,0,0,0,0
X600585.SH,0,0,0.0803442502564158,0.121848159357722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518218467626745,0,0,0,0,0,0,0,0.106727875328034,0,0.0837961383087592,0,0,0,0,0,0.263912279177516,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X600019.SH,0,0,0.0961838009909382,0.0424133147171894,0,0,0,0,0.0605583634683059,0,0,0,0,0.181590197237372,0,0,0,0,0,0,0.119294668534563,0,0.0114348676571627,0,0,0,0,0,0,0,0,0,0,0,0.0361804844025693,0,0,0,0,0,0.0802295116305613,0,0.00249094136679118,0,0,0,0,0,-0.0099377694176065,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.129523782343252,0,0,0,0,0,0,0,0,0.20273644395747,0.204814397492919,0,0,0,0,0,0.0489243043762206,0,0,0,0,0,0,0,0.230733392610508,0,0,0,0,0,0.0382142523120181,0,0.0837574457176342,0,0,3.46944695195361e-18,0,0.0378136014562555,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.136783978890955,0,0.173208547216001,0,0,0.111759255607753,0,0,0,0,0,0,0,0,0,0,0.0916116406382551,0,0.0334783538831131,0,0,0,0,0,0,0,-6.7762635780344e-21,0,0,0.0145395854736498,0,0.0146875434276221,0.180941442692564,0,0,0,0.0442084773342742,0,0,-0.00223826938870198,0,0,0,0,0,0,0
