,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600362.SH,X600795.SH,X600886.SH,X600188.SH,X600010.SH,X600027.SH,X600688.SH,X601992.SH,X600309.SH,X600583.SH,X000792.SZ,X000883.SZ,X002353.SZ,X601158.SH,X000898.SZ,X600489.SH,X000709.SZ,X000629.SZ,X000539.SZ,X000825.SZ,X000831.SZ,X601699.SH,X600315.SH,X002470.SZ,X000027.SZ,X600352.SH,X600660.SH,X000630.SZ,X000959.SZ,X600808.SH,X600549.SH,X000983.SZ,X000937.SZ,X600578.SH,X600490.SH,X600307.SH,X600516.SH,X600863.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.121424157067842,0,0,0.0546317059566406,0.0974895314723288,0,0,0.082461675414413,0,0,0,0,0,0.0277112915403298,0,0,0,0,0,0,0,0.05255497219956,0,0,0,0.0172614311193414,0,0,0,0.0379266862037328,0,0,-0.0259146286601212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0165733305097781,0,0,0,0,0,0
X600028.SH,0,0,0,0.0961701312856818,0,0,0,0,0,0,0,0,0,0.00060058318288916,0,0,0.00774036987955213,0,0,0,0,0,0.160830249819505,0,0,0,0,0,0,0,0,0,0,-0.0534654752724688,0,0,0.00347084306333304,0,0,0,0,0,0,0,0,0,0.0166698958364206,0.0457214638923592,0.104711689904449,0,0,-0.0267059793653636,0,0,0,-0.0130509016168811,0,0
X601088.SH,0,0,0,0.00885527467030827,0.092224743472311,0,0,0,0.167006817616401,0,0,0,0,0.249329217929243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.061038175373044,0,0,0,0,0.0136032758824107,0,0,0,0,0.0400735482568274,0,0,0,0,0,-0.00203175358700496,-0.00672696203857014,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.167872844116174,0,0,0,0,0,0,0,0,0.0419391894073473,0.357685075721952,0.157498347775784,-0.00047832613001143,0,0,0,-0.0953980898600518,8.67361737988404e-19,0.046685266030452,0,0,0,0,0,-0.0682623936579519,0.210716504103462,0,0,0,0,-0.0304756697089881,0,0,0,0,0,0,0,-0.0374579068754449,0,0,0,0,0,0,0.012500250132458,-0.0298747933501311,0,0,0,0,0,0
X600585.SH,0,0.124034300022024,0.0970078813642817,0,0,0.131132510968897,0,0,0.0262975165333046,0,0,0,0,0,0.128313851668427,0,0,0,0,0,0,0,0.0403977096358649,0,0,0,0,0.0217021561647686,0,-0.0166274223439676,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.135948168223364,0,0,0,0,0,0,0,0,-0.0100045092924536,-0.00167846452502097,0,0,0,-0.0273419990972426,0,0
X600019.SH,0,0,0.147724795095555,0.0118502403446561,0,0,0.0257678970966195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104077686347868,0,0.127706388062899,0.22417124985516,0,-0.108022646143812,0,0,0.0515467945370317,-0.00496737210672569,0,0,0,0,0.063143582232189,0,0,0,0.136878711606891,0,0.0365011517111047,0,0,0.15386019099629,0,0,-0.00630174099402739,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.085869236674929,0.112780143186087,0,0,0,0,0.107692974383305,0.0318870498105694,0,0,0.110437959432589,0,0.00854454049947656,0,0,0,0,0,0.0630936909593336,0,0.108521830676471,0,0,0.144542501364049,0,0,0,-0.00798686266168362,0,0,0,0,0,0,0,0,0,0,-0.0522984146961076,0.0156867429479371,0,0,0,0,-0.0217716551610109,0,0,0,0,0,0
X601991.SH,0,0,0,0.0099227770155512,0,0,0,0,0,0,0,0,0,0,0,0.077208022302452,0,0,0.0183830289472005,0,0,0,0.050455890159578,0,0,0,0,0.107847955513522,0.0481694196626992,0,0,0.0622532431549602,0,0,0,0,0,0,0,0,0,0,0,0.17783803642904,0,0,0,0,0,0,0.0162968713682438,-0.0389520823587366,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.377741162341557,0,0,0.0504178340156074,0,0,0,0,0,0,0,-0.0179305617617754,0,0,0.0587008548993919,0,0,0.0981329331700904,0,0,0,0,0,0,0,0,0,0.00838984784351475,0.0487872218640806,0,0,0.165996028627493,0,0,0,0.00688419315879135,0,0.0409378060715513,0.13872595905518,0,2.16840434497101e-19,-0.00950906848436729,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.0900187699009559,0,0,0.0300302462005385,0,0,0,0,0,0,0,0.0421887389283917,0.024630227683711,0,0,0,0,0.0289772941439238,0,0.0430515935421929,0,0,0,0,0.00471497235449288,0,0,0,0.0125292937792139,0,0.272006582393137,0,0,0,0,0.0446136379176084,0,0,0.135120268621071,0,-0.00345514197125912,0.00455094982606706,0,0,0,0,0,0
