,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X601600.SH,X600688.SH,X300072.SZ,X600547.SH,X600795.SH,X601991.SH,X600309.SH,X600188.SH,X600362.SH,X600660.SH,X000709.SZ,X600027.SH,X600886.SH,X002466.SZ,X600157.SH,X600339.SH,X600111.SH,X000959.SZ,X600489.SH,X000898.SZ,X600008.SH,X600299.SH,X601158.SH,X600219.SH,X000408.SZ,X002460.SZ,X000883.SZ,X600578.SH,X600352.SH,X600583.SH,X000630.SZ,X000792.SZ,X000539.SZ,X000723.SZ,X600021.SH,X600160.SH,X000983.SZ,X000027.SZ,X600176.SH,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.238692496801292,0,0.0775521847742361,0,0,-0.0174025223187717,0.0486134303924377,0,0.102613522992385,0,0,0,0,0,-0.003331845914053,0,0,0,-0.00657051425931992,0,0,0,0,0,-0.0122502332362419,0,0,0,0.00573046303978089,0,0,0,0,-0.0239962593994181,0,0,0,0.0628886547170201,0,0,0,0,0,0,0,0,0,0,0,-0.0125339919004083,0.00159981619212811,0,0,0,0,0,0
X600028.SH,0.096132239263763,0,0,0,0,0,0,0.0170298425564168,0,0,0.105452334719396,0.0417430767378195,0,0,0,0.0113663019517769,0,0,0,0.0062573200073916,0,0,0,0,0,0,0,-0.142117858760251,0,0.00882193733675119,0,0,0,-0.02665082021452,-0.0377447673803613,0,0,0,0,0,0,0,0,0,0,0.0662192015320379,0,0,0,0,-0.00207336695218994,-0.00581000728070312,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.109666849972573,0,0,0,0,0,0,0,0,0,0,0,0.0722878856759258,0.0619603801930335,0,0,0,0.0561560073294188,0,0,0,0,-0.0259808192803041,-0.0325372320612145,0.133792909130484,0,0,0,0,0,0,0,0,0,0.0208971665441083,0,0,0,0,0,0,0.0706595223539382,0,0,-0.0561059730962691,0,-0.00813553456901848,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00872280385395117,0,0,0,0,0,0,0.101636577443061,0,0,0,0,0.218571485401916,0.439801073499945,0,0,-0.0760994354000416,0,0,0,0,0,0,0,-0.284339257752696,0,0,0,0,0,0,0,0,-0.0742950482057389,0.0537345905033602,0,-0.0228738127064602,0,0,0,0,0,0
X600011.SH,0,0,0.00199299510967862,0,0,0,0,0,0,0,0,0,-0.0521873894738219,0,0,0,0,0,0,0.097447637481461,0.277619258717167,0.0582806383284463,0,0,0.0823049738287125,0,0,0,0,0.0379622417033387,-0.0567279964339332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142348152038917,0.0526207901970926,-0.0237147144566533,0,0,0,0,0,0
X600585.SH,0,0,0.111976992099851,0,0,0,0,0,0,0.289052418560239,0,0,0,0,-0.0837929784647631,0,0,0,0,0,0,0,0.0541269385672127,0,0,0,0,-0.276171382610743,0,0,0,0,0,-0.0515654657794544,0,0,0,0,0,0,0,-0.0410726363301373,-0.0437427363989646,0,0,0.140042541861649,0,0,0.118252613756953,0,0.00536166750024792,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,-0.104220823079108,0,0,-0.0456976331619303,0,0.0199852507392802,0,0,0,0,0.00877465472771688,0,0,0,0,0,0,0,0,0,0,0.130029794354571,0,0,0.308198425013048,0.0163350119210565,0,0,0,0,0,0,0,0,0,0,0,0,0.164750457440223,0,0,0,0,0,0.106488240823488,0,6.38982655849196e-05,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0888127199520066,0,0,0,0,0,0.136566789576969,0,0.517645902274407,0,0,-0.154459389085433,0,0,0,0.0320441673271058,0,0.0331811189158822,0.239251297963574,0,0,0,0,0,0,0.0787597847154547,0,0,0,0,0,0,0,0,0,0,0,0.42756489443142,0,0.00628322033339509,0.0621562581201138,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0231539039839318,0,0,0,0,0,-0.0128835842348335,0,0,0,0,0.00290448571420055,0.0146711026858517,0,0,0,0,1.73472347597681e-18,0,0,0,0.0015511968348887,0,0,0,0,0,0.160215167533012,0,1.0842021724855e-19,0,0,0,0.336701507897669,0,0,-1.35525271560688e-20,0,0.0184152765663942,0,0.174187691209799,0,0,0,0,0,-0.00494067787645086,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0516377574483115,0,0,0,0,0,0,0,-0.0608198841665548,0,0.33139231577322,0,-0.0427421001106322,0.0118214945090199,0,0.185756974083134,0,0,0,0,0,0,0,0,0,0.444510590554568,0,-0.143801371583155,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0470117464032392,0,0,0,0,0.00459986329600252,0.024969536985973,0,0,0,0,0,0
X600688.SH,0.0668650247711645,0.522553869368543,0,0.0145287388243234,0.150462745300168,0,0,0,0,0,0,0,0,0,0,0,0,0.042018821214499,0,0,0,0,0,0.0656296213525911,0,0,0,0,0,0,0,0,0,0,-0.105897784449108,0,0,0,0,0,-0.0584092066432977,0,0,0,0,0.0522397410220641,0,0,0,-0.031988366427666,-0.0101589952469166,0.0124669353492932,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.451262439353477,0,0,0,0,0,0,0,0,0,0,0.2673283600677,0,0,0,0,0,0,0,0,0,0.0576259041073278,0,0,0,0.153440129043405,0.240552274664888,0,0,0,-0.45487309718866,0,0,0,0,0,0,0.208231355304878,0,-0.318617802916499,0,-0.174347174897916,0,0,0.0350185606830258,0,0.113249015949204,0.0434419283160034,0,0,0,0,0,0
X600547.SH,0,0,0,0.0386338027634317,0,0.192024630800466,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.07325803037152,0.0148121313207773,0.0278443709202047,0,-0.0294506509529424,0,0,0,0,0,0,0,0.266361340846973,0,0,0.0191675915866298,0,0,0.129921945534221,-0.0367187459202283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00708372484676536,-0.0088977671201863,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,-0.022901691447102,0,-0.00806222513187924,0,0,0,0,0,0,0.0609252312863274,0.0216107849939665,0.0182770104456879,0,0.101832698896766,0.0423258285135525,0,0,-0.0213189613840901,0,0,0,0,0,0,0,0,0,0,0,-0.0449688941686253,0,0.0464180740738915,0,0,0,0,0.0650459711268499,0,0,0,0,0,0,0,0,-0.00163148629247486,0.00484070856604822,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,-0.11451374663946,0,0,0,0.232814126084143,0,-0.124018945088929,0,0,0,0,0.305706518080737,0,-0.111889876813308,0,0,0,0.0134851696377723,0,0.468405122089505,0,0.0750213437882942,0,-0.400705871270746,0.278327651420505,0,0,0,0,-0.0795249717382156,0,0,0,0,0,0,0,0,0,0.0961684743874273,0,0,0,-0.0933683885614165,0,0.116251188799165,0.0119057429293306,0,0,0,0,0,0
X600309.SH,0,0,0,-0.194320294052942,0,0,0,-0.153993773218875,0,0,0,0.0230991568302588,0,0,0,0,0.209006093733696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.160855655158399,0,0,0,0,0,0,0,0,0,0,0,0,0.206553150923876,0.269216444512216,0,0,0.00388010926538477,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,-0.0137621569101831,0.0900966634681993,0,0,-0.0433468401852558,0,0,0.05816511010031,0,0,0.0930948092701677,0,0.126917383507132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00128342755812099,0,0,0,0,0,0,0.0188946174071785,0,0,0,0.161442906262314,0,0,0,0,0.0254912072361252,-0.0171362532273944,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0355412763479715,0,0.232540531971855,0,0,0,0,-0.149608187233145,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0854880494289659,0,0,0,0,0,0,0,0,0,0,0.49823955783291,0,0,0,0,0,0.0457298800586068,0,0,0.0174774198534129,0,0,-0.00749843258610587,0,0,0,0,0,0
X600660.SH,0,0,0.140978904427536,0,0,0,0,4.33680868994202e-19,0,-0.0103796915958555,0,0.174028255327951,0,0,0,0.0707440042676491,0,0.176238736955666,0,0,0,0,0,0,-0.248898572061037,0,-0.0200382736656286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00430793610790602,0.402629804275957,0,0,0,0.0146777738232858,0,0.00458581651149508,0.00302841419567609,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0.203343580995308,0,0,0,0,0,0,0,0,0,0.101007930322115,0,0.182652570702522,0,0,0,0,0,0,0,0,0,0.162707405533917,0,0.0767706710819519,0,0,0,0,0,0,0,0.050257845130159,0.108619368263668,0,0,0,0.291073997675428,0,0,0,0.158060835814849,0,0,0.548043289576762,0,0.0221869485598237,0.0146690388346344,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0537172228946382,0,0,-0.0064428928769275,0,0.0849462859486856,0,0.0482150872663523,0,0,0.053815846108901,-0.058151149842935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00427393905592291,0,0.0393039375719937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101184380631687,-0.00975289546294558,0,0,0,0,0,0
X600886.SH,0,0,0.0872671983417537,0,0,-0.190213190380972,0,0,0,0,0,0.000105653701029766,0,0,0,0.059433306009121,0,0,0,0.0972097360707572,0,0,0,0,0,0,-0.0489971071613602,-0.173445753362386,0,0.10171781072022,0,0,0,0,0.0185291375710303,0,0.141915682857578,0,0,0,0,0,0,0,-0.0667741233375532,0,0,0,0,0,0.0346439402464918,-0.00699836444980345,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.181182622594611,0,0,0,0.306097422500147,0,-0.108095361145328,0,0,0,0,0,0,0,0.0481776117904242,0,0,0,0,0,0,-0.0491753730416711,0,0,0,0,0,0,0,0.537356577683678,0,0,0,0,0,0,0,0,0,0,0.0925004201238156,0,0,0,0,-0.0083857976628619,0.00951792888808757,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575701246067696,0,0,0,0,0.0691220005927625,0,0,0.0485359419080189,0,0,0,0,0.0701217667788408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000418490436130528,0.0469121826173829,0,0,0.146364606757783,0,0,0,0,0,0.0228591175019232,0,0,0,0,0,0
X600339.SH,0,0,0.0012215408623258,0,0,0,0,0,0.191571188559952,0,0,0,0,0,0,0,0,0,0,0.0663941941247072,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0158334324709303,0,0,0,0.0902249143243946,0.0289344295246133,0,0,0,0,0,0,0.0778352659052316,0.0362361319216871,0,0.21495590483038,0.274246059679319,0,0,0,0,0.0165866265475801,-0.0229209872142849,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0.0169011026068015,0,0,0.0155425916769834,0,0,0,0,-1.0842021724855e-19,0,0,0.198840706132663,0,0.0956839319597081,0,0,0.352175372348649,0.0167880253515744,0,0,0,0,0.0521258139117693,0,0,0,0,0,0,0,0,0,0,0,0.0336513968370779,0,0,0,0,0.0132182742527727,0.0153779225596273,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0.196555332460367,0,0,0,0,0,0,0,0,0.0652015058913876,0,0.184638073552094,0,0,0.27818727734092,0,0.0891662069179759,0,0,0,0,-0.178452764981728,0,0,0,0,0,0,0,0,0.0345763495012991,0,0,-0.437110507735887,6.93889390390723e-18,0,0,0,0,0,0,0,0.0914560973345314,0.0240918391115977,0,0,0,0,0,0
X600489.SH,0,0,0,0.030431465255103,0,0,0,-0.0318547969115752,0,0,0,0,0.0450521769009987,0,0,-0.07310162098248,0,0,0,0.115171325959856,0,0,0,0,0,0.433467702153211,0,0,0,0,0.0395397550008229,0,0,0,0,0.320695657385445,0.0604051642358631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00525561494295887,0.0281660869405974,0,0,0,0,0,0
X000898.SZ,0,0,0.104249532672397,0.0875053589506213,0.13038927370826,0.196195682268139,0.0335277061454927,0.0564978475199721,0,0.047555388516219,0,0,0,0,0,0,0.228457247661859,0.274833601551973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00411982107623508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259308986517017,0,0,0,0,0,0,0
X600008.SH,0,0,0,0,0,0,0,0.374041859175971,0.179475271107119,0,0,0.272889320414054,0,0,0.0498331866896504,-0.0246983886660786,0,0.000943725438702209,0,-0.12251397804123,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317488424457141,0,0,0,0,0,0,0,0,0,0,-0.20274270291817,0,0,0,0.546822343066655,0,-0.0606641001901406,0.00182453758461416,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,-0.0241626520667426,0,0,0,0.0382250446985463,0,0,0,0,0.0147133482711614,0.0374732733291071,0,0,0,-0.0162080266693212,0,0,0.0144459176996058,0,0,0,0,0.23399656782458,0,0,0,0,0.0969280682703643,0,0,0,0,0,0.0275653626743604,0,0,0,0,0,0.114263633651741,0,0,0,0,0,0,0.0122519016236501,0,0,0,0,0,0
X601158.SH,0,0,0,0.0361449727101196,0,0,0,0.0249498617536937,0,-0.00419170433566761,0,0,0,0,0,0,0,0,0,0.00967228440895031,0,0,0.0579969707195775,0,0,0,0.0938007383461059,0,0,-0.0661400860665071,0,0,0,0.0448225039165488,0,0,0,0,0,0,0.0713543814907517,0.120931780870599,0,0.117515117661161,0.0439570853942992,0,0,0.0495339868051903,0,0,0,-0.00582146290425583,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0.208270597028164,0,0,0,0,0,0,0,0.247604060188579,0,-0.0812879354596217,0,0,0,0,0,0,0.0234174506735876,0,0,0.0433131226471816,0,0,0,0,0,0,0,0.0387557329567168,0,0,0,0,0.0264331940966682,0,0,0,0,0.140110270965322,0,0,-0.0132384570535001,0.00296376905611735,0,0,0,0,0,0
X000408.SZ,0,0,0,0.235137693494114,0,0,0,0,0,-0.105823759975778,0,0,0,0,0.0139007816641484,0,0,0,0,0,0,0,0,0,0,0.206231072731109,-0.0891559067626297,0.0163000480010588,0,0.0647024301600231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791377619065078,0,0,0,0,0.134442815831061,0,0.0236344761907987,0.0368203062902926,0,0,0,0,0,0
