,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X000709.SZ,X600516.SH,X600352.SH,X600299.SH,X002460.SZ,X600489.SH,X000629.SZ,X601158.SH,X600808.SH,X600219.SH,X600801.SH,X000825.SZ,X000786.SZ,X000883.SZ,X000553.SZ,X000408.SZ,X002470.SZ,X600583.SH,X002110.SZ,X000539.SZ,X600157.SH,X002271.SZ,X600612.SH,X600021.SH,X600339.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0366326638222216,0,0,0,0,0,0,0.223803216715379,0,0,0,0,0,0,0,0,0,0,0.0555160123356653,0,0,0,0,0,0,-0.074793827263435,0,0.0384791392235214,0,0,0,0,0.137271631037239,0,0,0,0.137077157927305,0,0,0,0,0,0,0,0,0,0.242029284273273,0,0,-0.0256104636660155,0.00713876775596192,0,0,0,-0.0306969660391616,0,0
X600028.SH,0.201955511220206,0,0,0,0,0.037368818930725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170441485957132,0,0.0581549471675616,0,0,0,0,0,0,0,0,0,0.0398568981601484,0,0,-0.0491017750988394,-0.108536833594605,0.0564508423952046,0,0,0.439118764237269,0,0,0.00869491820489836,0.134523118310134,0,-0.0595654688331887,0,-0.00311278732411983,0,0
X601088.SH,0.314752181711951,0,0,0.053772021306768,0,-0.348194950681749,0,0,0,0,0.100477260510083,0,0,0,0.140742065470951,0,0,0,0.134798921400724,0,0,0.128304944535067,0.173699064876227,0,0,0,0,0,0,0,0,0,0.122813769873237,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16697578768909,0,0,0,0,0,0,-0.0968234149142314,0,0,0.0343201904986008,0,0
X600585.SH,0,0,0,0,0.0691727312882771,0.265268543370921,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157024954689955,0,0,0,0,0,0,0,0,0,0,0.0279720456788917,0,0,0,0.255459758550799,0,0,0,0,0.0842380634743266,0,0,0,-0.204000020168035,0,0,0,0.0109083455028844,0,0,0,-0.0168619929420032,0.0279286561066346,0,0,0,0.0549126377520932,0,0
X600019.SH,0,0,0.0966160683240339,0,0,0,0.139520691005301,0,0,0,0,0,0,0,0,0,0,0,0.0105354813430492,0,0.361279534342222,0,0,0.0197884886690103,0,0,0,0,0,-0.131998742900981,0,0,0,0,0,0,0,0,0,0,0,0.071148007703629,0.0991594515063832,0,0.00677621506698298,0,0.0349873740024786,0,0,0,0,0.014129664824249,0.00507296012884872,0,0,0,0.0312032652473141,0,0
X600011.SH,0,0,0,0.157982587136619,0,0,0.142523635964822,0,0,0,0,0,0,0,0,0,0,0.615231025353463,0,0,0,0,0,0,0,0,0,0,0,-0.102459720343481,0.108195124840237,0,0,0,0,0,0,0,0,0,0.0418342333307388,0,0,0,0,-0.0743659625816936,0.0320750059765018,0,-0.191753813190782,0,0,0,0.00561748840666072,0,0,0,-0.0247807511131818,0,0
X600309.SH,0,0,0,0,0,0.308130455939776,0,0,0,0,0,0,0,0,0,0,0,0,0.253283821380949,0,0,0,0,0,0,0,0,0,0,-0.197773353645332,-0.32406886204033,0,-0.321669765535691,0,-0.0216637401269409,0,0.229062780187344,0,0,0,0.351210238058933,0,0.327286479861192,0.0475754000008854,0,0,0,0,0,0,-0.379579238999449,-0.0426220601655226,0,0,0,0,0,0,0
X600010.SH,0,3.46944695195361e-18,0,0,0,0,0,0,0.0249630424588985,0,0,0,0,0,0,0,0,0,0,0.0339282343062127,0,-0.0358235604453284,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0916353683307577,0.202964058056891,0,0,0,0.239851057706642,0,0,0,0,0,-0.0828064404237759,0,0,0,0,0,0,-0.00536217300745283,0.0258794398021004,0,0,0,0.0389455794949927,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364318470337353,0,0.258926497585215,0,0,0,0.773740711987024,0.0468128144943415,0,0,0,-0.131228684089314,0,0,0,0,0,0,0,0.0490611092196328,0,0,0,0,5.42101086242752e-20,0,0,0,0.000329416110933204,-0.0107450438669543,0,0,0,0,0,0
X601898.SH,0.276833466190392,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.420298743555569,0,0,0,0,0,0,0,0.189225865411337,0,0,0,0.000513532519642205,0,0,0,0,0,0,0.0590205034523015,0.0251943145930039,0,0,0,0,0,0,0,0.0280599518659062,0,0,0,0.035208798275145,0,0.018405249087715,0,0,0,0,0,0,-0.017945688360234,0.035637451772881,0,0,0,-0.00800680708473514,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.171326837051761,0,0,0,0,0,0.024152937347423,0,0.0348166159838503,0,0,0,0.17837795512101,0,0,0,0,0,0,0,0.0163097566910988,0,0,0,0,0.0371005033246325,0,0.0214480081065798,0,0.11424238127731,0,0,0,0,0,0,0.0346802809213998,0,0,0,0,0,-0.0138138303556276,0,0,0,0,-0.0112227247186044,0,0
