,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X600547.SH,X601898.SH,X000792.SZ,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X000877.SZ,X600795.SH,X600362.SH,X600426.SH,X600027.SH,X601991.SH,X600803.SH,X000983.SZ,X600176.SH,X600489.SH,X601699.SH,X000807.SZ,X000786.SZ,X600160.SH,X000408.SZ,X600219.SH,X000932.SZ,X300037.SZ,X600995.SH,X000539.SZ,X002409.SZ,X000629.SZ,X600612.SH,X002080.SZ,X600688.SH,X000933.SZ,X600096.SH,X600348.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.670429141794749,0,0,0.156654256029335,0,0,0,0,0,0,0,0,0,0,0,-0.0896387224487021,0,0,0,0,0,0,0,0,0.074840574207931,0,0,0,0,0,0,0.0964999007614355,0,0,0,0,-0.0392306684487641,0.0292156932369115,0,0,0,0,0.241512629258391,0,0,0.206449607438287,0,0,0,0,0,0,0.183472675533736,0,0,0,0,0
X600028.SH,0.702133347275281,0,0,0,-0.0964085264452282,0.00580860202893311,0,0,0,-0.065418259221559,0.134741257201041,0.0463199367628187,0,0,0,0,0,0,0,0,-0.0386378084063948,0,0,0,0,0,0.0352434327797894,0,0,0,0,0,0,-0.0159365666565779,0,0,0,0,-1.73472347597681e-18,0,3.46944695195361e-18,0.00705426535600481,0,-0.0195699670623796,0,0,0,0,0,0,0,0.0150847859793598,-0.00608332470496857,0,0,0,0,0,0
X601088.SH,0.141325447132949,0.0594520937043864,0,0,-0.139809366943246,0,0,8.91265258861317e-05,0,0,0,0.352752299913864,0,0,0,0,-0.0988120643379599,0,0,-0.0223768430948267,0,0,0,-0.0784009411307656,0,0,0.0474691894542075,0,0,0,0,0,0,0.169823271066197,-4.33680868994202e-19,0,0,0.0415534639326852,0,0,0,-0.00751931457253091,0,0,0,0,0.283676233611344,0,0,0,0.0527578303349533,-0.0293071661625238,0,-0.157462971795504,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.212836492024409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445347855319572,0,0,0.161991496844585,0,1.73472347597681e-18,0,0,0.133325916092227,0,0,0.0371098692480242,0,0.00909340157183977,0,0,0,-0.00463102688759351,0,0,-0.0192288841642281,0,0,0.0053658109010966,0,0.0552203618831176,0,0,0,0,0,-0.00936605414488362,0,0,0,0,0,0
X600188.SH,0,0,0.130665533760159,0,0,0,0,0.0615219517183894,0,0,0,0.205929431403153,0,0,0,0,0,0,0.141636972444017,0,0,0,0,0,0,0,0,0,0,0,-0.155704339309873,0.327709606642314,0.0188197925275388,0,0,0,0,0,0.229114741799677,0,-0.0558294251751379,0.0198492304068314,0,0,0,0,0.176546954947623,0,0.37277694420756,0,0,-0.107326894638444,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.185849102378903,0,0,0,0,0,0.143799919304314,0,0,0,0.478853394962711,0,0,0,0,0,0,0,0.221667393490634,0,0,0.443912966740794,0.128811915989968,0,0,0,0,0,0,-0.195039979593923,0,-0.174241485661508,0,0,0,0,-0.108111370168858,0,0,0,0.0523944013922563,0,0,0,0,0,0,-0.0241977164712523,-0.0939991637793303,0,0,0,0,0,0
X600585.SH,0,0,0,0.165083248248904,-0.0995967553889196,0,0,0.075209341988275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602363003892775,0,0,0,0,0.0102883817656964,0,0.0342512659303773,0,0.100589759869742,0,0,0,0.0403791837619236,0,0,0,0,-0.0665254247239695,0,0,0,0,0,0,0
X600019.SH,0,0.0820207085725168,0,0,0.113772405094901,0,0.0405495565997119,0,0,-0.0730197372162587,0.105634462156538,0,0,0.122345774630734,0,0,0,0,0,0,0,0.0416819254602576,0,0,0.0822636959239156,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0225158501954912,0,-0.0845593639018576,0,0.0587262841456461,0,0,0,0,0.0442536808216423,0.0514518369206344,0,0,0,0,0,0,0
X002460.SZ,-0.0296371986141399,0,0,0,0,0,0,-0.0131436873260048,0,0.603147026936669,-0.12253602384566,0,0,0,0,0,0,0,0,0,0,0.16074387307089,0,0,0,0.00991331579389772,0,0,0,0,0,0,0,0,0,0.140147881819035,0,0,0,0,0.019383465593833,0,0,-0.00539624414554023,0,0,0,0,0,0,0.233480122574856,0.047185919838497,-0.00430566635710508,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.210359841717357,0,0,0.0352213449061165,0.270806997363829,0,0,0,0,0,0,0.102636732246044,0.124364247453029,0,0,0,0,-0.0312101945598222,0,0,0,0,0,0.232368571686306,0,0,0,0,0,0,0,0,0,0.0321792970992166,0.186580847684853,0,0.0320233749628914,0,0.155909320723563,0,0,0,0,0,0,0,0,0,0,0,0
