,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600157.SH,X601992.SH,X600362.SH,X600111.SH,X600623.SH,X002466.SZ,X600886.SH,X600547.SH,X600299.SH,X600660.SH,X601158.SH,X000709.SZ,X000792.SZ,X600309.SH,X600352.SH,X600489.SH,X000898.SZ,X600583.SH,X300072.SZ,X000539.SZ,X000883.SZ,X000027.SZ,X000629.SZ,X000630.SZ,X000723.SZ,X000983.SZ,X000060.SZ,X002470.SZ,X000959.SZ,X002075.SZ,X600021.SH,X002407.SZ,X600022.SH,X600176.SH,X600160.SH,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0756561424328426,0.0557602292423277,0,0,0,0,0.0926191460373745,0,0,0,0,0,0,0,0,0,9.28326891993722e-05,0,0,0,0,0.191370862504465,0,0,0.0679407126270723,0.0603888570367479,0,0,0,0,0,0,0.00309849864670432,0,0,0,0,0,0,0,0,0.0395253659900619,0,0,0,0.00909935520630604,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0865488599567552,0,0,0,0,0,0.0568486991881607,-0.00508510755966794,0,0,0.0356933322809377,0,0,0,0,0,0,0,0,0,0.0418273071835589,0.0964595441011079,0,0,0.117241736148667,0,0,0,0,0,0,0,0,0.078056286353125,0,0,0,0,-0.0384826094349947,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.148776172334801,0,0,0,0,0.0679360747337614,0,0,0,0,0.0477234318594419,0,0.0275789784818638,0,0,0,-5.55111512312578e-17,0,0,0,0,0.0774208454009832,0,0,0,0,0,0,0,0,0.1940710306494,0,0,0.167884073186951,0,0,0,-0.022654364320085,0,0,0,0,0,0,0,-0.0114831248760655,0,0,0.0187890221892258,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0422119496264007,0.00574350093439416,0,0,0,0,0.352141752298483,0,0,0,0,0,0.01610690099484,0,0.0587153675841419,-0.0120323799724263,0,0,0,0,0,0,0,0,0,0.125878142779558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00811701001522825,0,-0.00129717004449349,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263886717195296,0,0,0,0.00817057013006564,0,0,0,0.185682019456876,0,0,0,0,0.0230720731578466,0,0,0,0,0,0.072237889181306,0.0495569144091848,0.0355791399014825,0,0,0,0,0.0416327440253617,0,0,0.102992576180322,0,0.0896277513142299,0,0,0.00493784910270287,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.119058182303524,0,0.331706630593521,0,0,0,0,0,0.136144788455866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043157656938874,0,0.167213868129127,0,0,0,0,0,0,0,0,0.00835540389055235,0,0,0.103262800600141,0,0,0.019068223834234,0,0,0,0,0,0.0422895282721289,0.0743595514132489,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0146892275062846,0,0,0,0,0,0,0,0,0,0.0791408672250375,0,0,0.0419468900171628,0,0,0,0.00293264513513119,0,0,0,0,0,0.0707820579261708,0,0,0.072387776243182,0,0,0,0,0.24767556012361,0,0,0,0,0,0.0626859260580317,0,0,0,0.0284086713556766,0,0,0,0,-0.00577162646713586,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0.12371671053114,0,0,0,0,0.0362002903650373,0,0,0,0,0.0383534054556106,0,0,0,0,0,0.480412890685336,0,0,0,0,0.0846610211300708,0,0,0,0,0,0,0.0857167999430012,0,0,0,0.144924995689529,0,0,0,0,-0.0151438538955634,0,0,0,0,0,-0.0274308815456989,0.0217201237192076,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0973655235053953,0,0,0,0,0,0,0,0.0510096478747952,0,0,0,0,0,0,0,0.0752576955667938,0,0,0.0889253234361017,0,0,0.0676082524579645,0,0.200178933146388,0.0203113374239519,0,0,0,0,0.169532479742301,0,0.0102108483242235,0.0271704625467062,0,0,0,0,0,0,0,0,0,0.132547002730185,0,0.000542420449410472,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522693879448844,0.165373951220723,0,0,0,0,0,0,0,0.284125030300869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106479549169711,0.0368082244542169,0.0214426442956132,0,0.0844686630710741,-0.0205094144322163,0,0.0429513135922275,0,0,0.105119105468424,0,0,0,-0.0284501641127,0.255798053953621,0,0,0,0,0
