,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600547.SH,X600688.SH,X600795.SH,X601600.SH,X600188.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600111.SH,X600489.SH,X600886.SH,X601992.SH,X600309.SH,X600660.SH,X300072.SZ,X600623.SH,X600299.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X600583.SH,X000723.SZ,X600352.SH,X000883.SZ,X000709.SZ,X000898.SZ,X000408.SZ,X600549.SH,X000983.SZ,X600176.SH,X000539.SZ,X002470.SZ,X000027.SZ,X002460.SZ,X000630.SZ,X002407.SZ,X600021.SH,X600612.SH,X601699.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0479721094880171,0,0,0,0,0,0,0,0.0569033146225485,0,0,0,0.0297757465709475,0,0.0688678325973019,0,0,0.0106434923505538,0,0,0,0,0,0,0,0,0,-0.00847859446274589,-0.0441579446183804,0,0,0,0.12160226181845,0,0,0,0.0387356621614743,0,0,0,0,0,0,0.0376384494699446,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.0615134920216863,0.20380993893464,0,0,0,0,0,0,0,0,-0.00699906495736694,0,0,0,0,0.0390939427536549,0,0,0.00593704811025133,0.00187435714535927,0,0.0270186938237662,0,0,0,0,0,0.0301625171847002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272138562809926,0.0315096847938092,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.204993157049548,-0.0173259351323551,0,0,0,0,0,0,0,0,0.0471771813798298,0,0,0,0,0,0,0,0,0,0.00658265131801341,0,0.024096336929272,0,0,3.46944695195361e-18,0,0,0,0.0113165713112341,0,0.0637575789781943,0,0,0,0,0.0271290555038002,0,0,0,0,0,0,0,0,0.0524728917104549,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0683834908594285,0.186124388234189,0,0.0669442575192327,0,0.0574313711422271,0,0,0.0647049072336494,0,0,0,0,0,0,0,0,0.0143242356489777,0,0,0.0242964759544458,0,0,0.076254844731994,0.118795451320019,-0.0454387609807893,0,0,0,0.0490395116748388,0,0,0.0471429512386434,-1.73472347597681e-18,0,-0.0820084068708587,0,0,0,0,0,0,0,0.00115131112814554,0,0,0,0.00837085810147,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0902945233864942,0,0.115392226281157,0,0,0,0,0,0,0,0,0,0.460610340258072,0,0,-0.0105352093117486,0,0,0,0.0208954349087092,0,0,0,0,0,0,0.0595209380518373,0,0,0,0,0.0360094898491909,-0.0702789489491103,0,-0.0211414995644542,0,0,0,0,0,0.054735166651948,0,0.0491463556346463,0,0,0,-0.00070122223017865,-0.0134712406939765,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.102203790869898,0,0,0,0,0,0,0,0.0398864310333068,0,0,0,0.0160014813818768,-3.46944695195361e-18,0.02423097512151,0,0,0,0.210668815492859,0,0.142584537814776,0,-0.161124157273926,0,0,0,0,0,0.0288396996814789,0,0,0,0,0.0716349151238129,0.0312061695752115,0.00620460327888381,0,0,0,0.0181781832838569,0,0,0,0,0,0,0,-0.0244993044864434,0.0852352291568911,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,-0.0743990261572909,0,0.0514727463830961,0,0,0,0,0,0.123182469574973,0.0820791447838982,0.00383154249717744,0,0,0,0,0,0,0.0826205975396467,0,0.0523226156015985,0,0,0.0304531952357101,0.0778924518521779,0,0,0.0532432892816634,0,0,0,0,0,0,0,0,0,0.00531609284953113,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0714550512891316,0,0,0,0.0578928917541135,0,0,0,0,0.0591965098151741,0,0,0,0.0773535493880132,0,0,0.0901143475991196,0,0.0872067039989383,0,0,0,0,0,0,0.0161960696934833,0.00102748142771789,0,0.00977386895880709,0,0,0,0,0,0,0.032908581340711,0,0.2459081153106,0.0045818333130819,0,-0.0136335853754641,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0513009152265937,0.407849160290551,0,0,0,0,0,0.335082226514243,0.0108818006021436,0.077151265205311,0,0,-0.0312632339578189,0,0,0,0,0,0,0,0.0476862490350781,0,0,0,0,0,0,0,0.0895519049731871,0,0.123929452215655,0,0,0,0.0236101001154692,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,-0.0398270940583369,0,0,0,0,0,0,0,0.197729379837718,0,-0.0298812833806612,0,0,0,0,0.0804032303334967,0.0559945749950549,0,0.0112715845264243,0,0,0.0185425719103525,0.106097142885947,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.121445468930778,0,0,0.0429329583917255,0,0.229367416992457,0,0,0,0.033654495061908,0,0,0,0,0,0
