,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X600011.SH,X601898.SH,X600111.SH,X600660.SH,X000301.SZ,X600010.SH,X000708.SZ,X601600.SH,X002271.SZ,X600547.SH,X000877.SZ,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X601699.SH,X000983.SZ,X600176.SH,X600027.SH,X600803.SH,X601991.SH,X000786.SZ,X600995.SH,X000807.SZ,X000629.SZ,X600160.SH,X000408.SZ,X600489.SH,X000831.SZ,X600219.SH,X600096.SH,X000723.SZ,X600378.SH,X000933.SZ,X002080.SZ,X600348.SH,X000630.SZ,X300037.SZ,X600141.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.143855889689883,0,0,0,0,0,0,0,0,0.0512629046666564,0.0800541013367022,0,-0.0383478517606705,0,0,0.108007729668212,0.0297570135832642,0,0.0326794394855858,0,0.073054836300342,0,0,0,0.0589940987345789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00343845654229485,0,0,0,0,0,0,0,0.00682586883978322,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.457838307766817,0,0,0,0.0727457783180703,0,0.0375238267681368,0,0,0,0,0.0335012709142524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750290921360219,0,0,0,0,-0.0415380587768533,0,0,0,-0.00850723512806726,0,0,0,-0.114164635461343,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0328509048034219,0.0171005017416264,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0906744219836223,0,0.122111844416627,0,0,0,0,0,0.0166765256640225,0.0364360725039381,0,0,0.0204671595657687,0,0.017797468236791,0,0,0,0,0.00949211301964524,0,0,0.0145412092574448,0,0,0.0253724237946866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031888761238106,-0.0111362227627457,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.126906628501447,0,0,0,0.226990800954573,0,0.0847266983510081,0,0,0.155959228522604,0,0,0,0,0,0,0,0,0,0,0,0.175644864500781,0,0,-0.0459614086060791,0,0,0,0,0,0,0,0,0,-0.0648830534279822,0,0,0,0,0,0,0.0287255698318792,-0.0330225403114807,0,0,0,0,0,0
X600188.SH,0,0.695196936264114,0,0,0,0,0,0,0,0,0,0,0,-0.177054875573244,0,0,0,0,0,0,0,0.0124499468617076,0,0.169120891358904,0,0.0595959451825529,0,0,0,0.0455153270006022,0,0,0,0.00656516893108858,0,0,0,0,0,0,0,0,0,0.12848186470797,0,0.187623349149438,0.169289316858849,0,0,0,-0.0245419303633441,-0.00632444139737204,-0.00157291044349456,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0183737712077267,0,0,0.611375423281425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344978218756325,0,0,0.00919925707556841,0,-0.0253651003946111,0,0,0,0,0.0969769256066659,0,0,0,0,0,0,0,0,0.00820523655684125,0,0,0,0,0.00967714101252939,0.00558651041379019,-0.000606542330617245,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218860293781145,0,0,0,0.416045246901145,0,0,0,0,0,0.0404214091583041,0,0,0,0,0.0775868640516879,0,0,1.73472347597681e-18,-0.0264405908077994,0,0,0,0,-0.0144145028660251,0,0,0.130029972993384,0,0,0,0,0,0,0.0788170343346049,-0.00725919748335632,-0.00014377009156679,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.853095535487789,0,0,0,0,-0.00996044926559195,0,0,0,0,0,0,0,0,0,0,0,-0.0332300927919624,-0.114812900676415,0,0.0405432449248905,0.0610807836169695,0,0,0,0,-0.129909123206506,0,0.0892174609733768,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0060155408189831,0,0,-0.0842508451512642,-0.00577544471502074,0.00310806984079048,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.468012955866556,0,0,0,0,0,0,0.111061889115781,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158136624765826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110924513918783,0.0417557365373934,0,0.000472567609728893,0.00402532796039377,-0.0135246795792199,0,0,0,0,0,0
X600019.SH,0,0,0.220141602924274,0,0,0,0.0332203916041104,-0.00932445653579457,0,0,0,0.0428037824234213,0,0,0,0,0,0.238564076211297,0.141724625854445,0,0,0,0,0,0,0.0841542298532845,0,0,0.00253096864919728,0,0,0.00086552526296307,0,0,-8.67361737988404e-19,0,0,0,-4.33680868994202e-19,0,0,0,-0.00126944275414769,0,0,0,0.0711999482223544,-0.00721037211775075,0,0,0,0.00208765307448482,-0.0203738095884,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104349372373175,0,0,0,0,0.0209673848353174,0,0,0,0,0,0,0,0,0.656234584865598,0.138811388861072,0,0,0,0,0,0,0,0,0,0,0,0,0.226759301047582,0,0,0,0,-0.00590338778571696,-0.0247722514407961,0,0,0.00860786433224758,0.0107494835648976,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.114858017777919,0,0,0,0,0,0,0,0,0,0,0,0,0.0367077303961433,0,0,0,0,0,0,0,0.172203019896908,0.0694125824338944,0,0,0,0.0904999608363602,0,0,0.0843013661982254,-4.33680868994202e-19,0,0,0,0.0814644472244614,0,0,0,0,0.111858735358609,0,0,0,0,0,0,0.00538579211546033,0,-0.0164774264072747,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.126294156952186,0,0,0,0,0,0,0.0811747463808314,-0.084662455759625,0,0.186109599609174,0.0911822265387555,0,0,0,0,0,0,0,0,0,0,0,0,0.0508512089132381,0,0.0328705623120798,0.0188261994993975,0,0,0,0.303090414782782,0,0,0,0,0,0,0,0.0501448002301758,0,0,0,0,-0.0144060084798756,0.0195897061525648,0,0,0,0,0,0
