,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X600795.SH,X600362.SH,X601991.SH,X600309.SH,X300072.SZ,X600188.SH,X600027.SH,X600157.SH,X601992.SH,X600660.SH,X600886.SH,X600111.SH,X000898.SZ,X600339.SH,X600489.SH,X000709.SZ,X601158.SH,X600299.SH,X002466.SZ,X000959.SZ,X600583.SH,X000792.SZ,X000630.SZ,X000408.SZ,X600219.SH,X600352.SH,X000883.SZ,X600098.SH,X000983.SZ,X000539.SZ,X000825.SZ,X002092.SZ,X000723.SZ,X000027.SZ,X600021.SH,X600623.SH,X601699.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.249929849377865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736495324532722,0,0,0,0.0660743849202067,0,0.100806909194045,0,0,0,0,0.0718005109230183,0,0,0,0,0,0,0,0,0,0,0,-0.0254634057581499,0,0,0,0.0119466994075714,0,0,0,-0.00370396489712258,-0.00351905548816725,0,0,0,0,0,0
X600028.SH,0.688407316801769,0,0,0,0,0,0,0,0,0.033741539004936,0,0,0,0,0.14372050413198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109928283996735,0,0,0,0,0,0,0,-0.046879879302408,0,0.0484626089854637,0,0.0775772937641233,-0.0586843601134278,0,0,-0.0285477931284894,-0.00889269184205632,0.00891731012046382,0,0,0,0,0,0
X601088.SH,0,0.0438851987476187,0,0,0.143058101562976,0,0,0,-0.0349477813579306,-0.0314837444990548,0.00196874116379518,0,0,0,0,0,0,0,0,0,0.0452528035406976,0,0,0.0627557203850795,0,0,0.106636711866133,0,0,0,0,-0.0440089067846237,0,0,0,0,0,0,0,0,0.0302850014887985,0,0,0,0,0.0777754818286625,-0.0102209689137458,0.245447357579906,0.00346569262262797,-0.0327049696564689,-0.0263850937013558,0.00834386711514695,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.10127088031422,0,-0.0101393862611539,-0.0144494931108358,0,0,-0.0331936776509625,0,0,0,-0.100470720826044,0,0,-0.171200433059425,0,0,0,0.28658573694136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134640805373365,0,0,0,0,0,0,0.0423574339520531,-0.060205433176457,0,0,0,-0.00747068070729526,-0.000435211801994514,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.237298163995631,0,0,0.0639953586582328,0,0,0.0783823195243968,0,0,0,0,0,-0.0926168132605704,0,0,0,0.0480981729377846,0,0,0,0,0,0,0,0,0.0838615228398055,0,0,0,0,0,0,0,0,0.064146638501279,0,0,-0.0404795154978127,0,-0.0134139954073051,0.00875176701884726,0.00425578519566944,0,0,0,0,0
X600585.SH,0,0.308361233538012,0,0,0,0,0,0,0.138791233315986,0,0,0,0,0,0,0,0.0638008015339612,0,0,0.0546771291364348,0.0470783855051863,0,0,0.109380407614425,0,0,0,0,0,0.0791719771039831,-0.0645075725876769,0,0,0.104193458407517,-0.575981126169911,0,0,0,0,0,0,0.0586629723075736,0,-0.0380461280040631,0,0,0,0,0,-0.136293818695587,-0.00852135256095638,0.00309075631835785,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.124834063851124,0,0,0,0,0.0656858414671213,0,0,0,0,0,0,0,0,0,0.172912260332558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00886002710660308,0,0,0,0.102241224859438,0.0304561546736396,0,0,-0.0194947592512464,-0.0017704387889521,0,0,0,0,0,0
X601898.SH,0,0.0281425755548766,0,0,0,0,0,0,0.12230278040304,0,0,0,0.0748457343913633,0,0,0,0.200334851896663,0,0,0,0.0310307685759058,0,0,0.0291344671120697,0.0790457437217423,0,0,0,0,0,0,0.127926922860095,0,0,0,0,0,0,-0.0646601610734497,0,0,0,0,0,0,0,0,0.117394962739758,0,0,-0.0164899166260494,0.00498612116103602,0,0,0,0,0,0
X601600.SH,0,0,0,0.0199210445554143,0,0.0122044995975888,0,0,0,0,0,0,0.24366515592779,0,0,0,0,0,0,0,0.0818904475876356,0,0,0,-0.189757329664603,0,0,0,0,0,0,0,0,0,0,0.351467615821752,0,0,0,0,0,0,0,0,0,0.211506106844065,0,0.117162878679831,0,-0.102958733196872,-0.00289013763682322,-0.000460218287554091,0,0,0,0,0,0
X600688.SH,0,0.468143960865322,0,0.0590697519074892,0,0,0,0,0.0176557771923311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222056059352981,0,0,0,0,0,0.0972486171251883,0,0,0,0,0,0,0,0,-0.0556571428134876,0.0339430590662046,0,-0.0726758411456819,0.00472365439443476,-0.00476811508791518,0,0,0,0,0,0
