,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X600660.SH,X600688.SH,X600795.SH,X300072.SZ,X600188.SH,X601991.SH,X601992.SH,X600362.SH,X002460.SZ,X600547.SH,X600111.SH,X600886.SH,X000898.SZ,X600516.SH,X000709.SZ,X000792.SZ,X000786.SZ,X600157.SH,X600027.SH,X600176.SH,X000553.SZ,X000408.SZ,X600339.SH,X600352.SH,X000723.SZ,X600219.SH,X002271.SZ,X600489.SH,X000959.SZ,X600808.SH,X601158.SH,X000883.SZ,X600299.SH,X000825.SZ,X600549.SH,X002092.SZ,X000630.SZ,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.193376165574356,0,0,0,0,0.0101213453139402,-0.0298224763289678,0,0,0,0.0291850528860367,0.0612103653755581,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0155627237196253,0.0379841035380584,0,0.0120851967957291,0,0,0,0,0,-0.0321589955793837,0,0,0.090071268038963,0,0.0584714180554301,0,0,0,0,0,0,0.0204931682493988,0,0,0,0.0252312307294077,0,0,0.00494833380650758,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0823461870881111,0,0,0,0,0,0,0,0,0,0,0,0,0.0632414757615472,0,0,0,0,0,0.0215750741141736,0.0143420883367314,0,0,0,0,0,-0.135861025007218,0,-0.0146077151399712,0,0,0.0224030425885661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00568617828868474,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,-3.46944695195361e-18,-0.12705356328512,0,0,0,0,0,0.976285597432659,-0.0383691951318977,0,0,0,0,-0.00580721887949385,0,0.173621655539668,0,0,0,0,-0.065749715482977,0,0,0,0,0,-0.0331975450411104,0,0,0,0,0,0,0,0,0,0,0,0.0440532604850321,0,0.0570277194382411,0,0,0,0.0374543882890411,-0.0189668494494314,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0522338716462527,0,0,-0.0809809992348847,0,0,0,0,0,0,0,0,0.0542470349487865,0,0.0797683371740449,0,0.330771112028136,0,0,0,0,0,0,0,0,-0.0826346489118879,0,0,0,0,0,0,0,0.0522625964424398,0,0,0,0.181294335827726,0.0021707545876343,0,0,0,-0.0976996748792001,-0.034513355143316,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0843265999237502,0,0,0,0,0,0,0,0,0,0,0.121284738597492,0,0,0,0,0,0,-0.0104139331047157,-0.0534358936761385,-0.0705579824546097,0.117652033231047,0,0,0,0,0,-0.193536015406564,-0.0642497219013718,-0.181321450772904,0,0,0,0,0.150643986320009,0,0,0,-0.164675978394381,0,0,0,0.242631846592963,0,-0.0338112425412842,0.0437213738319875,-0.0142310856374838,0,0,0,0,0
X600010.SH,0,0,-0.0186552776385927,0,0,0,0.051418888696892,0.077371833854935,0,0,0,0,0,0,0,0.148559566285198,0,0,0.174074885475278,0,0,0,0,0,0,0.134056935894756,0,0.0266992188413878,0,0,0,0,0,0,0,0.0636126220465892,0,0,0,0,0.0243619943819769,0,0,0,0.193889542693666,0,0.046675421533473,0,0,0,-0.00982179548418662,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.361139983760968,0,0,0,0,0,0,0,0,0,0,0,-0.115689353250102,0,0.0309353436624479,0,0.039625677472199,0,0,0,0,0,0,0,0,0,0,-0.0212268045327471,0,0,0,0.138522193045708,0,0,0,0,0,0,0,0,0.0259297089093057,0.0587148893567149,0.285405720119752,0,0,-0.0784012099945248,0.0295693552385378,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.261255797051537,0,0,0,0,-0.0963390206028743,0,0,0,-0.0340143107775516,0,0,0,0,-0.13575103710155,0,0,0,0,0.119157904855302,0,0.00774432617752005,-0.221658389900094,0,0,0.246263935658908,0,0,0,0.193362319165196,0,0,-0.209441851301631,0,0,0,0,0,0,0,0,0.23135100695962,0,0,0,0,0.0113763441335147,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,-0.0334651351420579,0,0,0.00414884538339219,0,0,0.0334373345008898,0,0.0530378913098748,0.0948058408811622,0.0832355547878004,0,0,0,0,0,0,0,0,0,0,0,0,-0.00222533453308558,0,0,0,-0.0658027839492824,0,0,0,0,0.0530929013514278,0,0,0,0.0991630225198029,0.0119423497442542,0,0,0,0.0588281022781353,0,0,0.00579637806958187,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0577844227224671,0.0253502590258123,0,0,0,0.0254935148075252,0,0,0,0,0.300968225112409,0,0,0,0,0,0,0,0.0585929668162313,0,0.0144024380351715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00494746524943384,0,0,0,0,0,0.0447407831016138,0,0.198612417406054,0,-0.0406205161481616,0.0179209256751937,0,0,0,0,0,0
X002466.SZ,0,0,-0.123609817144627,0,-0.176209469569455,0,0,-0.09639843464232,0,0,0,0,0,0,0,0,0,0.0245281156797593,0,0.578918098988992,0,0.0239344115397949,0,0,0.0338607199838509,0,0,0,0,0,0,0,0.0401811198998238,0,0,0,0,0,0,0,0,0,0,0,0,0.259893877411351,-0.0837462355826937,0,0,0,0,-0.00433673881338373,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0254629470702372,0.103027886857595,0,0,0,0,0,-0.0122588478027687,0.241353117060006,0,0,0,0,0,-0.0896445646176159,0,0,-0.0766197760251058,0.0130491750308099,0,0.0595161671610266,0.0477621615887448,0,0,0,0.0532001358377058,0,0,0,0,0,0,0,0,0,0,0,0,0.0756898254819347,0,0,0,3.46944695195361e-18,0,-0.0771052734557539,0.0711926373154227,0,0,0,0,0,0
X600688.SH,0,0,-0.00817744570492061,0,0,0,0,0.0223000018994412,0,0,0.112337632719116,0,0,0,-0.117648211640835,0,0,0,-0.0177085500896945,0,0,0,0,0,-0.0162238898871521,0,0.094187171784061,0,0,0,0,0,-0.181638601913339,0,0,-0.0387581066503708,0,0.0265779400182727,0,0,0.110963471844892,0,0,0.295340704399454,0,0,0,0,0,0,-0.0225977794148362,0,0,0,0,0,0,0
X600795.SH,0,0,0.0608703263498317,0,0,0,0,-0.0532381420047523,0.154663893301412,0,0,0,0,0,0,0,0,0,-0.319833852783333,-0.0744173181939796,0,0,0,0.102479769995043,0,0,0,0,0,0,0,0,0,0,0,0.0255952113767643,0,0,0,0,0.289035071617719,0,0,0.0307458198018754,-0.0934755080028789,0,0,0,0,0,0,-0.0164008440727493,0,0,0,0,0,0
X300072.SZ,0,0,0.0330358223036432,0,0,0,0.0337184922151876,0,0,0,0,-0.0188478548600268,0,0,0,0,0,0,0,0,0,0,0,0,0.00204649541049167,0,-0.0719218487407161,0.129706369339801,0,0,0.283698935002537,0.408966389596029,0,6.7762635780344e-21,0,0,0,0,0,0,0,0,0,0,0,0,-0.263180900153619,0,0,0,0,0.0598370505601385,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.606951332640158,0,0,0,0,0,0,0,0,0.0544369555056975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180140631439732,0.0641431755654862,0,0.0254794507275959,0,-0.0172936573415431,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0756296987708723,0.033691406852179,0.249443826273689,0,0,0,0,0,0,0,0,0.0677631158901656,0,0,0,0,0,0,0,0,0.0148109789854409,-0.0559442184263969,0,0,0,0,0,0.0813005543318659,0,0.0604679923095624,0,0,0,0,0,0,0,0.0794962290613233,0,0,0,0,0,0,-0.0279102019949329,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541795546562572,0,0,0,0.138498826343914,0,-0.0311405498566873,0,0,0,0,0.0692230426234687,-0.0308699066508142,0,0,0,0,0,0.250306549988892,0,0,0,0,0,0,0,0,0,0.0577024669648748,-0.221208225519296,-0.0206912614896533,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,-0.0294803049208228,0,0,0,0,0,0,0.248763477640866,0,0.0441774751877014,0,0,0,0,0,0,0,0,0,0.0667525241587099,0,0,0,0,-0.087969644053494,0,0,0,0,0,0,0,0,0,0,0,0.0415487602019042,0,0,0.797932350816376,0,0,-0.00551494612833462,1.73472347597681e-18,0,0,0,0,0,0
X002460.SZ,0,0,0,0.185388911343983,-0.0293595420397186,0,0,0,0,0,0.643351234769545,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104609209247564,0,0.0700393657982663,0.0926311458429594,0,0,0,0,0.220082876513893,0,0,0.177526412573387,0,-0.0113399556929238,0,0,0,0,0,-0.215940868825502,0,0,0,0,0,0,0.00306437786599389,0,0,0,0,0,0,0
